DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
21,5,US,14107,13891,-8,-9
28,2,WN,13198,11259,12,8
3,5,OO,14869,14831,-4,-2
6,7,US,14679,14107,1,-7
1,1,9E,11278,12478,-5,92
9,2,B6,12478,10140,-3,-12
17,3,MQ,13930,13871,3,13
17,3,OO,14570,14869,-5,4
14,5,WN,14107,14869,-3,-12
10,3,AA,11298,13487,101,77
23,3,WN,10800,13796,1,-7
21,7,MQ,13342,11298,-2,-14
14,1,UA,13303,11618,2,3
15,3,WN,14057,14831,2,2
16,5,DL,10397,10792,4,1
13,7,FL,10397,13495,0,-15
21,5,MQ,12953,14492,-7,16
7,7,WN,12892,13796,31,24
27,1,FL,10821,15304,-5,-20
12,4,AA,11298,14747,7,-19
31,3,DL,14747,10299,3,4
27,4,WN,15016,15304,23,4
4,3,AA,15376,11298,66,70
11,6,WN,12191,13851,32,24
12,3,DL,10397,11057,256,247
15,1,EV,13198,11618,9,1
5,3,B6,10792,12478,0,-14
14,6,AA,13198,13930,-10,-20
19,1,UA,12266,14679,10,-5
1,2,UA,13930,11618,114,93
29,1,DL,14869,14747,-6,-9
27,1,FL,12953,10397,26,13
28,7,WN,10792,10821,2,-3
14,1,WN,14679,14831,95,89
23,2,WN,15016,13342,53,50
14,6,WN,14107,14730,9,3
15,1,DL,11433,11298,0,-3
30,4,US,14107,11292,17,29
30,1,F9,11292,13487,62,51
28,7,EV,11042,12264,-10,-11
29,1,DL,14843,10397,1,12
25,7,OO,12266,14683,-3,-12
19,3,WN,10821,14107,-3,-5
9,2,US,11057,14122,-4,13
16,2,MQ,12266,13930,57,38
24,4,MQ,13930,10397,-4,-14
19,5,WN,10821,10721,41,36
25,4,US,14100,12451,-1,13
1,6,F9,11292,10693,-2,-7
7,1,YV,11057,14730,47,42
17,5,DL,10397,14683,-2,-10
14,2,VX,12478,12892,-3,-42
23,1,US,14107,11057,-2,-4
20,5,AA,13930,11298,9,43
24,6,UA,11697,13930,-5,-17
19,5,FL,13204,10397,142,145
8,1,FL,15304,10821,3,-6
15,4,US,13487,14100,-9,-13
4,3,DL,14057,10397,-5,-9
1,1,MQ,13930,10821,14,10
12,6,AA,11298,14107,28,18
13,7,DL,12892,11066,-3,-17
29,3,EV,11618,11057,16,1
6,6,WN,14679,14570,-5,-6
21,1,WN,14683,15016,-1,-11
17,4,UA,11278,13930,-7,-14
29,3,DL,14730,10397,-1,-2
12,3,WN,13198,10693,-6,3
16,4,AA,11298,13930,0,0
22,1,UA,14771,13204,-7,-39
16,5,MQ,13930,14524,0,1
3,5,YV,13851,13930,224,252
30,5,OO,14869,12892,-6,-7
2,3,UA,13930,14771,4,2
17,3,DL,13244,13487,-5,-9
18,4,DL,14679,14869,-4,-6
8,4,B6,12954,10423,-7,-13
10,1,EV,12266,15376,-7,-16
29,4,US,14869,14107,-6,-10
6,5,DL,14122,10397,-9,-19
26,3,DL,11433,13204,19,20
7,1,AA,11298,14683,0,-6
30,5,OO,10693,13487,15,7
23,3,AA,13303,11278,-5,-11
22,1,MQ,14122,13930,41,54
7,3,F9,11292,15016,4,3
21,7,EV,11618,12451,-5,15
13,7,EV,11042,13495,1,0
31,6,UA,12266,14771,-1,-22
10,1,9E,10821,12478,75,58
18,6,WN,14307,11292,-3,-12
22,6,B6,12478,13495,-5,-30
26,4,DL,12889,14869,1,-2
8,2,AA,13204,13303,-11,-19
27,6,OO,13796,14869,-8,-7
13,1,DL,13244,12953,-1,-10
2,2,OO,14893,12892,-1,-3
6,6,WN,12892,13232,-1,-6
18,5,DL,11433,14100,-5,-16
17,6,WN,14107,15304,6,10
12,3,FL,10792,13204,-3,-11
8,1,UA,13930,14679,-3,1
11,6,YV,11057,10529,-3,-15
22,7,AA,10140,11298,-3,-13
30,3,WN,13796,10800,-3,-3
4,3,WN,11292,14893,-3,-12
29,1,FL,13198,10397,5,1
7,7,WN,12889,10140,69,61
28,1,AA,12266,13303,-5,-16
21,5,WN,14869,11292,22,20
12,6,US,11057,11618,-3,-5
8,7,MQ,14730,11298,-9,-16
26,3,UA,11618,12892,15,13
11,6,DL,10397,10423,-4,-14
26,7,B6,14635,12478,-14,-11
13,5,US,15016,11057,-2,2
9,7,AA,13303,12953,2,-15
9,4,AA,11298,10423,97,124
24,3,AA,13303,14100,47,23
1,1,FL,15304,14843,77,69
12,5,US,14107,11433,-4,-20
21,7,US,14107,11292,2,10
14,3,US,11618,11057,5,2
2,2,9E,11433,12478,30,26
13,5,US,11066,11057,8,0
3,5,US,11292,11057,-4,16
8,1,DL,13487,14679,-5,-5
6,1,WN,14893,13891,9,4
11,7,OO,14771,14869,140,133
23,2,OO,14893,12892,-4,-7
27,4,WN,14771,14908,0,0
13,5,DL,10397,13930,-4,-12
26,5,AA,12478,13303,-7,-22
19,4,AA,12892,11298,6,18
1,7,UA,12266,13930,-2,4
28,5,OO,12892,13851,-1,-17
13,6,UA,11292,14771,18,3
28,2,WN,13495,11259,-2,-3
6,5,WN,10800,12889,-1,-5
25,4,WN,11259,13198,39,39
30,4,OO,11298,12266,-4,-12
21,2,FL,13342,13204,1,17
18,2,WN,14107,10792,28,7
10,2,VX,14747,14771,-2,-17
23,3,MQ,13244,13930,-4,-5
26,4,WN,12889,13796,56,65
3,3,EV,14524,11618,79,86
6,6,WN,11292,12953,5,-14
11,4,UA,12892,12266,6,2
19,1,DL,11193,11292,-1,8
13,6,DL,10397,12339,-1,-9
18,5,US,14107,13871,1,18
30,1,F9,11292,13198,21,13
19,1,DL,10397,11298,-2,9
30,7,FL,11433,10397,0,-2
1,1,AA,11298,11697,-1,5
25,2,MQ,13930,11057,0,0
11,7,FL,10397,14683,22,4
9,2,DL,10397,12892,1,-23
2,2,AA,12892,12889,8,9
21,7,WN,13796,10800,11,5
16,2,UA,12889,13930,2,13
17,4,WN,14492,10693,-5,0
16,4,DL,12889,12478,-7,6
4,4,WN,10529,13232,7,-1
11,2,EV,11042,10721,63,50
19,1,OO,12339,13930,0,6
20,7,YV,10423,11057,-8,-10
27,6,F9,12953,11292,26,25
4,4,AA,11298,12892,67,47
21,7,WN,12889,10140,27,25
26,3,B6,11618,13204,12,3
28,1,UA,12264,12266,-2,-8
12,4,DL,10397,14027,31,21
28,7,WN,11259,12191,3,-5
6,7,AA,13871,11298,105,118
3,4,UA,12266,14771,3,19
17,1,9E,14307,11433,-4,-4
21,6,UA,12266,14679,3,0
27,6,B6,11057,10721,-16,-22
19,4,WN,13204,13232,35,38
25,6,HA,13830,12173,4,6
10,6,UA,14771,11292,-5,-7
31,6,DL,13487,12892,-4,-10
10,2,DL,14730,10397,-8,-7
1,1,WN,13232,13487,-3,-20
10,4,UA,12478,12892,-9,-1
15,2,UA,12266,12892,-1,-14
24,3,DL,10693,10397,0,-12
19,3,9E,11433,13930,0,-3
4,2,WN,14747,10140,0,-12
6,6,EV,14492,11618,-12,-27
1,7,WN,14107,12892,10,1
8,1,WN,10821,14122,5,-3
28,2,EV,11618,14122,-4,-14
25,4,UA,14635,11042,-4,-12
5,7,US,11057,11618,12,10
6,1,US,14100,12266,57,44
9,2,F9,11292,10299,-5,-7
15,4,AA,13930,11298,-5,-18
22,3,UA,11042,12889,-2,-31
11,7,AA,10140,11298,-3,-8
19,5,WN,11278,15016,119,121
25,7,UA,14771,10721,6,-1
18,2,DL,13232,10397,-7,-21
5,6,UA,14027,11618,-12,-19
13,6,UA,12264,14679,-2,-8
4,6,WN,14730,13232,-1,-11
19,1,DL,14869,14908,-8,-10
31,4,UA,10721,11618,-4,-12
16,5,WN,13232,11066,31,22
17,5,WN,12892,14107,-1,0
3,6,WN,12889,12892,-2,-6
11,2,WN,12889,13342,3,-8
13,7,AA,13930,11298,1,-1
7,7,B6,14843,10721,78,89
1,7,YV,13930,14122,-2,-11
9,5,B6,11618,10721,96,110
6,7,B6,12478,11697,33,26
18,4,WN,10693,13198,1,2
29,4,FL,10397,14683,21,-3
7,3,OO,14679,12892,48,52
1,7,DL,14869,12892,-1,-11
7,3,WN,11278,15016,11,12
26,4,DL,11066,13487,-9,-15
3,5,US,11057,13930,143,117
9,3,WN,14908,14107,6,-12
12,3,DL,10397,14730,-3,-10
14,7,AA,13303,11298,186,181
21,3,DL,13487,13244,-6,-14
20,2,WN,11292,13342,44,41
30,2,DL,10397,12892,4,-39
9,2,US,11697,14107,37,21
22,7,F9,11292,14869,14,9
9,4,WN,10693,11042,12,6
10,1,WN,12892,10693,-3,-26
13,1,AA,10529,11298,3,-20
7,5,WN,13198,12889,0,-10
19,3,DL,10397,14679,-4,4
1,2,US,14492,14100,-10,-22
4,5,B6,12953,14027,-1,-19
15,7,AA,13303,11298,8,42
20,5,FL,10397,13244,28,13
25,3,AS,14747,10299,-11,-4
3,5,WN,11292,14679,9,-11
16,1,DL,14057,14869,134,128
1,1,FL,10397,14524,6,9
14,6,YV,13930,11057,0,-4
30,1,UA,11618,15304,16,0
20,5,UA,14771,14679,-5,-16
28,6,DL,10397,12892,-2,7
21,5,AA,15016,11298,-7,2
20,1,WN,14107,14831,5,-2
21,3,AA,11618,12892,-7,-39
24,4,9E,10529,11193,-3,0
18,4,WN,11278,15016,34,42
26,7,DL,10397,13303,-4,-9
29,4,US,11057,15304,-1,-4
9,2,FL,10397,15304,0,-13
14,2,9E,11193,11433,-3,-11
28,7,US,14107,12889,-8,-11
20,7,UA,11292,14893,17,-9
8,1,WN,12892,14771,13,13
19,3,DL,13244,10397,-6,0
17,3,WN,13232,14869,261,269
17,2,AA,13930,14747,-1,-19
6,5,EV,12264,13931,-2,3
15,2,US,11057,13198,-6,-7
4,3,US,12892,11057,-5,11
30,3,MQ,11193,13930,-2,0
12,1,AA,10821,11298,110,120
24,4,WN,11697,13342,22,15
15,6,AA,11298,14679,7,8
20,2,WN,14730,13232,16,7
12,1,WN,14679,14570,82,88
30,1,WN,12451,12191,-5,-10
3,1,UA,14893,12264,-3,-5
3,4,UA,14057,11618,-3,-1
1,1,UA,12889,11618,0,-19
15,2,DL,10397,12953,1,-4
18,6,DL,12478,14771,-3,-33
25,5,WN,13232,14100,33,16
11,4,WN,10693,14683,-1,-6
4,2,US,14100,13303,-4,-7
21,2,FL,13204,11278,-1,3
23,7,DL,10397,11697,-3,-9
2,2,WN,13495,12191,-7,-14
10,4,MQ,13851,13930,-2,-16
14,3,OO,10423,12266,-5,-13
7,7,WN,14893,14679,-3,-13
13,6,AA,11298,14057,6,-9
2,2,HA,12173,14057,-2,8
24,6,DL,11292,13487,-7,-12
16,3,FL,14635,13342,-12,-18
17,3,US,11057,14107,0,-5
10,3,9E,12478,14100,0,0
21,7,US,11057,12266,-1,-16
14,6,DL,10397,14869,-1,-11
13,6,UA,13930,14747,-3,-17
27,2,UA,10721,11618,-3,-22
8,1,AA,11298,13303,0,-10
24,6,AA,10423,11298,-8,3
26,7,UA,14771,10721,9,-27
24,5,US,14107,10140,-2,-5
6,6,DL,10397,12953,-5,-18
13,5,B6,13930,10721,4,0
5,5,WN,11066,10821,-5,-10
18,5,AA,13204,11298,-6,-12
6,1,DL,11298,11433,-7,-15
3,1,WN,10800,14893,-2,-8
24,5,UA,13930,11618,3,1
30,2,UA,15304,12266,-1,-13
21,2,WN,13342,12953,-2,2
30,3,YV,13198,14107,-10,-1
24,3,UA,13871,11292,-2,-2
28,5,DL,13487,10423,61,43
27,7,WN,13796,12892,262,256
1,4,US,12266,11057,5,54
12,3,AA,14747,13303,83,64
4,6,EV,13487,14683,-2,-28
2,1,DL,10397,13204,-1,-17
31,6,9E,12339,12478,1,6
29,7,9E,13487,11298,-4,-19
24,5,US,11057,14100,10,12
12,6,DL,13487,10299,13,9
22,2,UA,14635,11618,-12,-46
17,2,DL,12478,15304,-6,-17
18,3,WN,13487,15016,40,26
26,4,UA,12266,11697,4,-1
19,6,US,14057,14107,-6,-8
24,3,EV,11298,11433,-3,-18
2,4,WN,11292,14683,2,-7
19,5,DL,14869,15016,-1,-11
5,4,DL,13930,10397,-9,-10
28,1,US,11278,14100,-4,-5
13,6,VX,12892,14747,4,10
27,2,US,14107,12892,5,13
8,1,US,14107,13198,60,43
29,1,WN,12892,10693,2,4
7,2,MQ,11057,12953,-4,-34
30,5,EV,12266,12451,35,42
20,6,US,11278,14027,-11,-26
29,6,US,10529,11057,92,80
18,7,AA,14747,11298,-2,-8
4,5,WN,12889,15376,7,12
9,2,AA,11298,12451,4,3
3,3,EV,13930,12339,20,24
28,7,WN,10397,13931,-2,-23
28,7,AS,12892,14747,-3,-13
15,7,FL,11066,13204,-10,-17
6,1,US,10821,11057,-9,-9
20,7,FL,14122,13204,-4,-8
4,7,YV,10721,13930,129,130
13,1,US,10821,11057,-6,-11
24,2,WN,14869,13796,0,1
21,6,DL,10397,10693,20,5
26,5,UA,11278,12266,9,10
20,4,UA,12892,11292,-2,-2
7,1,UA,12266,14908,-6,-12
12,5,DL,12953,10397,111,123
11,2,DL,13487,11278,-6,18
24,4,UA,10721,13930,-4,-15
11,4,AA,13303,12892,-3,20
5,3,MQ,13930,10821,-2,-11
12,5,US,14107,15304,77,71
2,7,UA,14057,14771,-6,-20
14,5,EV,14492,10721,-3,-13
2,2,B6,12191,12478,-4,-24
4,3,DL,10529,11433,-9,-29
3,6,EV,10821,13930,-1,-7
20,4,US,11057,14747,8,4
15,4,DL,11298,14869,3,15
19,7,AS,14747,13487,6,33
21,5,WN,13232,12892,52,79
22,4,AA,13930,14771,29,13
29,1,F9,14771,11292,-1,41
16,4,WN,15016,11259,-1,3
24,2,US,11057,10821,-2,-14
23,5,YV,13931,11057,2,15
8,6,UA,11618,10721,7,-16
23,5,FL,13204,14492,-7,-8
1,7,DL,10397,14107,-6,-27
5,4,WN,10140,12191,0,-4
16,2,DL,11066,10397,-5,-6
8,2,WN,11292,14679,-3,-7
26,5,WN,14908,14771,-4,-9
17,2,WN,11292,13198,3,-3
28,5,WN,13204,14683,5,28
30,5,MQ,11278,12478,5,18
2,2,US,12478,11057,-4,-18
24,3,WN,12191,14492,-1,7
17,5,YV,13891,14107,-1,-2
12,4,WN,13198,15016,-6,-6
21,7,DL,13244,10397,0,-1
20,2,AS,14747,12889,21,29
30,1,UA,13204,12892,-4,-28
16,2,UA,11042,15304,82,73
4,4,EV,11618,14307,0,9
8,6,MQ,13930,11618,-3,-19
20,6,EV,10693,10397,162,139
7,2,AA,15016,13930,-2,-7
26,4,AA,13930,11298,-4,-8
1,4,DL,10397,13232,-2,-10
26,3,AS,12892,14747,-3,9
9,7,9E,11433,10792,-3,-11
1,1,EV,11193,12266,-5,-16
4,3,WN,10821,14679,-1,-30
31,6,MQ,14492,12953,-3,-31
19,5,UA,14771,14057,0,3
28,7,AA,11298,14908,-7,-28
24,6,YV,12339,11057,-6,-3
2,4,B6,13204,12953,-4,4
10,1,9E,12478,11278,0,0
19,7,UA,10423,12266,1,-7
22,1,UA,12892,13204,-9,-29
21,1,EV,11057,12953,-1,-7
20,5,EV,11618,15016,-4,-24
27,2,WN,14908,14107,2,-1
13,6,US,11057,14683,26,17
15,1,AA,15016,11278,-6,-22
30,2,WN,13342,10821,-4,-4
22,3,US,14107,13487,-8,-7
21,3,AA,12478,12892,-4,-32
23,2,MQ,13930,11618,1,1
15,3,WN,12191,14107,19,13
21,6,DL,14869,10821,-7,-20
23,2,F9,11292,14908,-1,-4
22,3,DL,10397,12266,2,-12
31,4,OO,13487,12264,2,8
9,5,WN,10721,13198,-3,6
8,6,AA,13930,12892,-1,-29
31,5,US,14492,11057,-6,-5
19,4,US,11057,12451,1,-2
4,5,AA,12264,11298,-12,-33
2,1,UA,12266,12953,-5,40
27,4,WN,13198,13232,4,2
28,1,DL,13871,10397,-4,-6
23,7,WN,11259,13198,1,-15
3,1,FL,13204,10821,0,17
16,5,OO,13487,13871,-3,-16
22,6,EV,12264,11433,44,54
23,7,DL,13204,12953,-8,4
14,5,UA,12264,13204,-4,-21
9,4,AA,11298,15376,0,7
21,1,9E,11042,13487,0,-6
25,3,US,14307,11057,-7,-14
30,3,AA,11298,14492,2,3
28,5,B6,12478,12892,3,-33
27,2,AA,11278,15016,-3,-13
21,3,WN,14869,14107,21,21
25,3,AA,10721,12478,3,-17
29,3,WN,13204,10821,7,-1
15,3,WN,11697,13232,3,4
5,4,UA,14524,13930,-10,-13
18,2,AA,13930,13204,66,58
11,7,WN,13232,11433,8,3
25,7,DL,10397,14908,2,-16
28,1,AA,11298,12953,-5,-23
25,2,WN,14107,14747,29,44
4,3,DL,15016,10397,-7,-13
31,5,WN,14747,13796,64,57
22,2,DL,10397,11298,28,33
25,4,WN,13796,14057,-3,-11
19,1,WN,11042,10821,3,-2
23,2,WN,12889,12191,12,-8
10,3,WN,14107,14831,-2,-10
19,5,DL,10397,11193,6,-5
22,1,AS,14893,14747,-10,12
23,2,WN,11697,12451,-4,-3
15,7,DL,10397,14869,2,-17
19,6,DL,11433,10397,-3,-13
5,5,DL,12892,11433,-2,-3
8,7,B6,12954,13796,1,-3
25,2,F9,11292,14869,10,9
3,2,US,14100,14747,7,0
6,2,AA,11292,11298,7,4
4,3,B6,10721,13930,-8,-20
1,4,DL,11193,10397,-1,10
12,1,MQ,14492,12953,-6,4
7,1,MQ,10529,13930,-5,-15
10,5,DL,12953,10397,-2,8
13,2,YV,12264,11057,-8,5
2,5,AA,12173,13930,24,29
20,7,WN,14893,13232,1,8
1,7,DL,15016,10397,71,77
17,3,DL,10397,13244,-2,-15
5,5,AA,13303,10397,5,-12
22,3,AA,11298,13930,56,38
28,1,UA,14107,11292,-2,-19
7,2,AS,12892,14747,-8,1
31,4,9E,12339,13244,16,26
27,4,WN,10693,14747,-2,0
8,1,VX,11298,14771,13,-5
6,6,YV,12264,14307,-5,-26
5,5,WN,11042,13232,1,-2
12,3,DL,13244,10397,-3,-8
12,4,AA,13930,11298,-5,-21
31,3,B6,14307,13204,-15,-26
5,4,AA,11278,11298,-6,-31
23,4,DL,14869,12889,-5,-7
18,3,WN,13232,12889,-3,4
4,3,MQ,10529,13930,83,57
23,4,YV,10423,14107,8,5
28,2,AA,10423,11298,-3,-17
31,5,WN,13198,10821,196,181
6,7,UA,12953,12266,-5,-17
31,5,WN,14107,14869,-1,6
7,3,B6,13204,14843,0,-4
10,3,OO,12954,14869,-9,-14
22,6,AA,13871,11298,-11,-22
18,7,FL,10397,15304,9,3
15,7,DL,11433,11278,-3,-21
2,3,DL,10397,12889,0,-14
18,6,OO,14679,14771,4,-7
5,1,WN,14107,14057,0,-19
7,1,UA,11292,10299,15,19
17,5,UA,12892,14771,7,8
17,5,WN,14107,11292,106,94
12,5,US,14107,11057,-4,11
18,6,DL,13487,14831,0,-13
22,2,WN,11292,15304,19,5
18,3,WN,14747,14869,-2,-9
28,7,OO,13891,12266,-13,6
12,6,WN,13232,10792,0,-8
2,5,MQ,14524,13930,107,133
2,5,OO,14869,14107,186,172
22,3,WN,13342,15016,-1,-4
9,3,OO,14771,14893,-3,-8
6,5,US,14771,11057,-3,1
12,7,DL,10397,10423,-3,-22
6,6,WN,14893,14679,0,-8
28,7,FL,11697,14843,-4,-8
5,3,AA,12889,12892,-8,-19
29,1,UA,11292,10821,-5,-5
9,4,WN,10821,13204,-4,-12
15,1,9E,14307,11433,-4,-23
7,3,DL,14869,12892,-3,29
4,2,US,12173,14107,-9,-8
29,1,US,11278,10721,-7,-11
27,1,UA,14771,12889,76,68
12,4,F9,11292,14869,36,28
22,6,UA,11618,12266,16,0
13,6,UA,12173,12892,14,19
21,7,AS,14747,10299,-6,-4
9,1,9E,11193,10529,-3,-10
7,5,AA,10721,11298,87,74
21,7,DL,11298,10397,8,4
26,7,AA,13303,14771,-4,-25
19,4,UA,12266,13930,0,-18
17,6,UA,12892,12173,-7,-37
30,5,WN,11292,13342,36,29
2,4,UA,11697,12266,6,17
21,7,WN,13232,12892,31,52
6,7,WN,13204,10821,-1,-9
28,1,F9,12266,11292,-7,-7
28,5,US,14635,14100,-2,-15
2,7,US,10821,11057,160,180
11,3,EV,11298,11433,-7,-13
24,6,FL,14908,12889,-8,-6
12,4,UA,13930,14771,-1,-21
29,1,DL,13487,10397,-5,-17
29,4,DL,14057,14869,-3,-14
17,3,DL,13303,10397,-5,-13
17,5,WN,14771,14679,8,-6
16,2,AA,13303,11298,4,-3
25,6,EV,14307,11618,79,76
16,2,US,12953,11278,55,75
15,7,VX,14771,12889,-3,-6
26,4,DL,12953,13303,-7,-11
24,3,EV,13930,13198,1,-9
4,7,EV,10693,11618,21,6
23,1,AA,11298,13851,-6,-3
30,2,DL,13487,13342,-1,-13
12,4,US,12266,14107,1,-19
28,3,EV,11193,11433,-5,-14
18,5,WN,14057,14869,-1,3
2,5,US,11298,14107,3,-2
2,2,EV,13495,12266,-3,-3
5,5,YV,11193,11057,10,14
21,6,UA,14057,12266,-3,-3
22,4,WN,12339,13198,23,12
16,7,AA,11298,11433,4,0
9,4,US,10721,11278,56,37
4,4,WN,15304,11066,70,74
4,2,WN,14107,14831,11,8
28,6,OO,14869,14831,-3,-24
21,7,UA,14908,13930,33,20
14,7,DL,14057,14869,-5,-6
3,6,WN,14831,12892,26,27
30,7,B6,12478,14843,-1,-16
19,6,B6,10721,14100,-4,-4
11,2,US,11057,10529,10,14
15,2,WN,12889,15376,33,29
1,2,B6,12892,10721,-5,-15
29,1,WN,14107,12339,-4,9
13,1,FL,15304,14100,-6,-6
10,1,WN,14831,14679,-1,0
18,2,UA,12892,12264,16,7
10,1,OO,10800,14057,-8,-18
11,4,OO,15376,12266,-2,-6
7,1,DL,11433,14679,103,81
29,6,DL,12953,13303,64,63
23,5,MQ,13930,11433,12,19
4,7,UA,11618,11298,2,0
23,4,UA,12266,14679,-1,-25
10,6,AA,11298,15376,11,5
11,4,UA,11042,12892,6,0
25,2,OO,12892,14747,-5,-4
20,5,YV,12339,13930,-4,-3
20,1,WN,12889,14771,-3,-16
27,5,WN,14679,15376,9,7
25,5,OO,13930,13342,0,-6
7,7,AS,14747,10299,6,4
29,3,B6,12478,10423,-2,-19
19,3,AA,13930,14107,1,7
16,2,B6,10721,10792,15,18
22,4,MQ,12451,13303,-5,-17
16,1,AA,12264,11298,-4,-18
14,6,AA,12892,13303,130,138
8,7,9E,12478,14122,148,118
23,5,HA,12173,12889,7,0
4,5,US,14100,11298,-7,-24
1,7,B6,11697,12953,-4,-10
27,7,UA,13930,10397,4,8
7,3,DL,10397,13487,31,38
16,5,US,11697,14100,-9,-27
21,3,WN,13495,13204,23,19
25,2,UA,12173,14771,6,-4
6,5,YV,13930,11057,10,2
30,2,DL,13204,11433,-5,-2
18,4,OO,14771,14908,-6,-7
22,7,OO,13930,11042,-5,-10
5,4,DL,14100,10397,-12,-29
3,4,AA,15304,11298,-1,8
15,2,US,11057,13487,-5,-13
7,6,WN,13198,13204,-2,-1
31,4,F9,11292,14908,-3,-19
2,1,FL,10821,10397,-1,-7
13,7,EV,12264,12953,-7,-19
5,5,OO,14893,12892,0,0
27,6,DL,12451,10397,-5,-14
4,5,FL,12889,14908,1,6
21,7,YV,12264,11057,180,188
14,7,B6,14027,10721,0,0
24,3,MQ,11298,11193,62,75
13,6,YV,13244,11057,-9,2
5,3,WN,13232,10423,-3,-1
17,5,EV,12266,11259,1,5
1,2,DL,10397,14683,0,-8
3,2,FL,10821,10721,-2,-10
11,4,UA,10423,12266,2,-5
15,4,B6,15304,12478,1,-10
1,1,DL,13342,13487,-2,0
20,7,FL,14635,11066,-9,-15
11,6,WN,12953,13342,-1,-25
30,4,OO,14771,11298,46,27
23,7,OO,14683,12266,-9,-15
29,4,DL,15304,11433,-7,-3
23,7,WN,14730,13232,-3,-5
22,1,AS,14057,13830,-4,3
27,2,AA,11298,10423,5,-1
9,2,AA,11042,11298,108,91
24,3,OO,14831,14869,0,9
18,6,AA,13930,12892,3,-14
11,4,AA,11298,15304,1,-10
4,2,US,11298,14100,-9,-22
23,1,AA,11298,12339,3,-16
25,3,WN,14107,13851,18,3
18,4,UA,12266,11618,-4,-9
24,5,YV,10693,11057,31,18
28,6,F9,11292,14747,19,31
26,5,F9,14107,11292,7,12
18,4,DL,15016,10397,-1,-7
30,7,UA,11618,12266,33,14
25,6,YV,12264,13198,1,-12
8,1,DL,10397,12451,-1,-12
8,1,FL,13198,13204,11,7
22,4,DL,12889,11433,6,-4
14,6,FL,10821,10397,0,-13
23,7,WN,13851,13232,136,137
6,4,UA,14122,12892,38,28
15,7,FL,13204,13232,-6,-17
29,2,UA,14771,14908,0,-16
20,1,WN,14747,14570,28,21
20,2,WN,11292,14100,25,25
2,7,EV,11618,13198,0,0
5,3,WN,11292,14869,0,0
29,7,DL,13244,12953,-4,-13
9,2,US,11057,13930,155,184
30,4,UA,11618,14843,-3,-17
28,7,WN,13232,15016,-2,-1
6,7,FL,10397,10721,6,-16
1,1,WN,14679,13796,11,7
31,6,FL,10721,10397,-4,-14
12,5,FL,11697,14843,3,-8
21,7,B6,11697,12953,-5,-10
19,3,WN,11292,14679,15,16
9,7,AA,11298,11618,59,32
29,1,WN,10397,14730,38,21
