YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,DL,1234,N912DE,PNS,ATL,600,554,-6,8,602,69,55,41,271,743,6,809,749,-20,0,0,,,,,,
2015,1,1,4,DL,1235,N358NW,MCO,SLC,600,554,-6,15,609,304,300,280,1931,849,5,904,854,-10,0,0,,,,,,
2015,1,1,4,DL,1961,N947DN,RIC,ATL,600,554,-6,12,606,113,91,75,481,721,4,753,725,-28,0,0,,,,,,
2015,1,1,4,B6,159,N193JB,BOS,PHL,600,554,-6,18,612,99,84,61,280,713,5,739,718,-21,0,0,,,,,,
2015,1,1,4,AA,1094,N3DXAA,SEA,DFW,555,555,0,24,619,235,251,216,1660,1155,11,1150,1206,16,0,0,,16,0,0,0,0
2015,1,1,4,EV,3941,N16561,LAN,ORD,555,555,0,27,622,69,75,39,179,601,9,604,610,6,0,0,,,,,,
2015,1,1,4,UA,1457,N76529,LAX,IAH,557,555,-2,12,607,192,178,160,1379,1047,6,1109,1053,-16,0,0,,,,,,
2015,1,1,4,UA,214,N454UA,PBI,IAH,600,555,-5,17,612,170,172,146,956,738,9,750,747,-3,0,0,,,,,,
2015,1,1,4,US,1941,N708UW,PVD,CLT,600,555,-5,11,606,139,130,114,683,800,5,819,805,-14,0,0,,,,,,
2015,1,1,4,UA,1163,N24224,MCO,EWR,600,555,-5,10,605,154,141,126,937,811,5,834,816,-18,0,0,,,,,,
2015,1,1,4,AA,1411,N585AA,LIT,DFW,600,555,-5,12,607,80,75,56,304,703,7,720,710,-10,0,0,,,,,,
2015,1,1,4,AA,2204,N3GKAA,MSY,MIA,600,555,-5,12,607,109,101,82,675,829,7,849,836,-13,0,0,,,,,,
2015,1,1,4,AS,342,N440AS,SEA,OAK,600,555,-5,11,606,119,108,92,671,738,5,759,743,-16,0,0,,,,,,
2015,1,1,4,AS,406,N589AS,PDX,SJC,600,555,-5,8,603,102,94,82,569,725,4,742,729,-13,0,0,,,,,,
2015,1,1,4,AS,477,N453AS,LAX,SEA,600,555,-5,21,616,170,166,141,954,837,4,850,841,-9,0,0,,,,,,
2015,1,1,4,AS,631,N512AS,PHX,SEA,600,555,-5,10,605,175,168,151,1107,736,7,755,743,-12,0,0,,,,,,
2015,1,1,4,DL,1867,N934AT,TUL,ATL,600,555,-5,15,610,118,99,80,674,830,4,858,834,-24,0,0,,,,,,
2015,1,1,4,EV,4213,N17560,MHT,ORD,600,555,-5,16,611,173,174,153,843,744,5,753,749,-4,0,0,,,,,,
2015,1,1,4,MQ,3350,N830MQ,RDU,JFK,600,555,-5,32,627,95,103,64,427,731,7,735,738,3,0,0,,,,,,
2015,1,1,4,MQ,3540,N602MQ,PNS,MIA,600,555,-5,18,613,103,96,73,530,826,5,843,831,-12,0,0,,,,,,
2015,1,1,4,MQ,3221,N682MQ,CMH,MIA,600,555,-5,17,612,166,160,137,990,829,6,846,835,-11,0,0,,,,,,
2015,1,1,4,OO,6346,N291SW,MRY,SFO,600,555,-5,13,608,46,39,21,77,629,5,646,634,-12,0,0,,,,,,
2015,1,1,4,EV,3268,N14998,ATL,IAD,540,556,16,9,605,105,103,79,534,724,15,725,739,14,0,0,,,,,,
2015,1,1,4,OO,6204,N917SW,BFL,DEN,550,556,6,31,627,150,164,125,845,932,8,920,940,20,0,0,,14,0,6,0,0
2015,1,1,4,UA,210,N830UA,MSP,DEN,600,556,-4,14,610,139,120,100,680,650,6,719,656,-23,0,0,,,,,,
2015,1,1,4,WN,4122,N486WN,BOS,BWI,600,556,-4,17,613,105,83,63,369,716,3,745,719,-26,0,0,,,,,,
2015,1,1,4,AA,1345,N439AA,TUL,DFW,600,556,-4,12,608,75,68,48,237,656,8,715,704,-11,0,0,,,,,,
2015,1,1,4,AA,1534,N4YPAA,PDX,DFW,600,556,-4,11,607,225,226,206,1616,1133,9,1145,1142,-3,0,0,,,,,,
2015,1,1,4,B6,605,N766JB,EWR,FLL,600,556,-4,12,608,180,163,145,1065,833,6,900,839,-21,0,0,,,,,,
2015,1,1,4,EV,4740,N11107,GRB,ORD,600,556,-4,12,608,63,57,34,173,642,11,703,653,-10,0,0,,,,,,
2015,1,1,4,EV,5917,N13997,JAN,ORD,600,556,-4,13,609,134,119,99,677,748,7,814,755,-19,0,0,,,,,,
2015,1,1,4,EV,6122,N16559,LEX,ORD,600,556,-4,11,607,90,83,65,323,612,7,630,619,-11,0,0,,,,,,
2015,1,1,4,F9,1104,N211FR,CLE,FLL,600,556,-4,10,606,175,157,142,1062,828,5,855,833,-22,0,0,,,,,,
2015,1,1,4,MQ,3355,N618MQ,CVG,MIA,600,556,-4,15,611,153,150,123,948,814,12,833,826,-7,0,0,,,,,,
2015,1,1,4,OO,6235,N114SY,AUS,SFO,600,556,-4,21,617,249,237,213,1504,750,3,809,753,-16,0,0,,,,,,
2015,1,1,4,OO,5435,N976SW,PSC,SFO,600,556,-4,37,633,127,130,89,620,802,4,807,806,-1,0,0,,,,,,
2015,1,1,4,OO,6332,N708SK,DFW,DEN,600,556,-4,27,623,125,138,100,641,703,11,705,714,9,0,0,,,,,,
2015,1,1,4,F9,609,N223FR,IND,DEN,605,556,-9,9,605,177,167,150,977,635,8,702,643,-19,0,0,,,,,,
2015,1,1,4,OO,6261,N107SY,SAT,SFO,550,557,7,9,606,249,223,198,1482,724,16,759,740,-19,0,0,,,,,,
2015,1,1,4,UA,1222,N68452,MCO,LAX,555,557,2,10,607,341,343,310,2218,817,23,836,840,4,0,0,,,,,,
2015,1,1,4,UA,422,N847UA,RNO,DEN,600,557,-3,22,619,130,147,120,804,919,5,910,924,14,0,0,,,,,,
2015,1,1,4,UA,1158,N73445,SFO,ORD,600,557,-3,21,618,257,256,222,1846,1200,13,1217,1213,-4,0,0,,,,,,
2015,1,1,4,UA,1198,N38451,BOS,ORD,600,557,-3,13,610,173,165,146,867,736,6,753,742,-11,0,0,,,,,,
2015,1,1,4,US,459,N536UW,MCO,PHX,600,557,-3,13,610,281,294,273,1849,843,8,841,851,10,0,0,,,,,,
2015,1,1,4,US,610,N560UW,SFO,PHX,600,557,-3,16,613,114,120,87,651,840,17,854,857,3,0,0,,,,,,
2015,1,1,4,AA,1088,N201AA,LAS,DFW,600,557,-3,16,613,160,170,128,1055,1021,26,1040,1047,7,0,0,,,,,,
2015,1,1,4,AA,1515,N3HMAA,LAX,ORD,600,557,-3,13,610,245,222,202,1744,1132,7,1205,1139,-26,0,0,,,,,,
2015,1,1,4,AS,81,N577AS,SEA,ANC,600,557,-3,25,622,234,224,195,1448,837,4,854,841,-13,0,0,,,,,,
2015,1,1,4,B6,130,N510JB,RSW,JFK,600,557,-3,10,607,161,162,141,1074,828,11,841,839,-2,0,0,,,,,,
2015,1,1,4,B6,583,N531JB,JFK,MCO,600,557,-3,16,613,171,155,135,944,828,4,851,832,-19,0,0,,,,,,
2015,1,1,4,B6,746,N587JB,PSE,JFK,600,557,-3,9,606,241,239,225,1617,851,5,901,856,-5,0,0,,,,,,
2015,1,1,4,B6,1790,N203JB,DCA,BOS,600,557,-3,19,616,84,88,62,399,718,7,724,725,1,0,0,,,,,,
2015,1,1,4,DL,1088,N682DA,ANC,MSP,600,557,-3,11,608,317,280,266,2519,1334,3,1417,1337,-40,0,0,,,,,,
2015,1,1,4,B6,198,N523JB,MCO,LGA,600,557,-3,15,612,145,150,129,950,821,6,825,827,2,0,0,,,,,,
2015,1,1,4,F9,901,N939FR,TTN,ATL,600,557,-3,10,607,139,131,109,701,756,12,819,808,-11,0,0,,,,,,
2015,1,1,4,OO,6276,N715SK,FSD,ORD,600,557,-3,27,624,96,101,67,462,731,7,736,738,2,0,0,,,,,,
2015,1,1,4,OO,3489,N227AG,FAT,SEA,600,557,-3,22,619,130,136,110,748,809,4,810,813,3,0,0,,,,,,
2015,1,1,4,OO,6401,N740SK,EUG,SFO,600,557,-3,19,616,96,92,69,451,725,4,736,729,-7,0,0,,,,,,
2015,1,1,4,OO,6403,N983SW,MFR,SFO,600,557,-3,26,623,89,86,55,329,718,5,729,723,-6,0,0,,,,,,
2015,1,1,4,HA,113,N486HA,HNL,LIH,601,557,-4,10,607,37,39,23,102,630,6,638,636,-2,0,0,,,,,,
2015,1,1,4,AA,375,N4WLAA,STL,DFW,605,557,-8,15,612,120,111,90,550,742,6,805,748,-17,0,0,,,,,,
2015,1,1,4,AA,378,N3BGAA,SJU,MIA,605,557,-8,17,614,165,184,147,1045,741,20,750,801,11,0,0,,,,,,
2015,1,1,4,B6,735,N821JB,SFO,LGB,605,557,-8,13,610,81,75,59,354,709,3,726,712,-14,0,0,,,,,,
2015,1,1,4,US,646,N654AW,OAK,PHX,600,558,-2,28,626,115,125,88,646,854,9,855,903,8,0,0,,,,,,
2015,1,1,4,AA,1084,N3GFAA,MIA,LGA,600,558,-2,13,611,175,168,149,1096,840,6,855,846,-9,0,0,,,,,,
2015,1,1,4,AS,699,N532AS,GEG,SEA,600,558,-2,23,621,75,80,42,224,703,15,715,718,3,0,0,,,,,,
2015,1,1,4,NK,316,N601NK,DTW,LGA,600,558,-2,11,609,98,158,67,502,716,80,738,836,58,0,0,,58,0,0,0,0
2015,1,1,4,OO,7392,N438SW,ESC,DTW,600,558,-2,15,613,87,68,47,306,700,6,727,706,-21,0,0,,,,,,
2015,1,1,4,EV,4390,N15986,CLE,IAD,603,558,-5,18,616,82,86,44,288,700,24,725,724,-1,0,0,,,,,,
2015,1,1,4,UA,1601,N37466,EWR,FLL,606,558,-8,13,611,189,160,143,1065,834,4,915,838,-37,0,0,,,,,,
2015,1,1,4,WN,2787,N910WN,PIT,FLL,600,559,-1,9,608,170,145,132,994,820,4,850,824,-26,0,0,,,,,,
2015,1,1,4,AA,281,N3FXAA,MIA,DFW,600,559,-1,14,613,194,194,166,1121,759,14,814,813,-1,0,0,,,,,,
2015,1,1,4,B6,154,N536JB,PBI,JFK,600,559,-1,11,610,154,164,141,1028,831,12,834,843,9,0,0,,,,,,
2015,1,1,4,B6,272,N556JB,FLL,LGA,600,559,-1,16,615,161,164,143,1076,838,5,841,843,2,0,0,,,,,,
2015,1,1,4,B6,794,N519JB,AUS,JFK,600,559,-1,16,615,203,194,175,1521,1010,3,1023,1013,-10,0,0,,,,,,
2015,1,1,4,DL,2154,N813DN,LAX,ATL,600,559,-1,12,611,250,231,213,1947,1244,6,1310,1250,-20,0,0,,,,,,
2015,1,1,4,DL,2417,N554NW,LAS,DTW,600,559,-1,19,618,233,212,187,1749,1225,6,1253,1231,-22,0,0,,,,,,
2015,1,1,4,EV,2533,N906EV,TYS,DFW,600,559,-1,33,632,155,166,128,772,740,5,735,745,10,0,0,,,,,,
2015,1,1,4,EV,4756,N13908,CLT,ORD,600,559,-1,26,625,123,142,109,599,714,7,703,721,18,0,0,,18,0,0,0,0
2015,1,1,4,EV,5275,N861AS,JAN,ATL,600,559,-1,12,611,79,70,51,341,802,7,819,809,-10,0,0,,,,,,
2015,1,1,4,OO,5550,N594SW,COD,DEN,600,559,-1,27,626,93,93,58,391,724,8,733,732,-1,0,0,,,,,,
2015,1,1,4,OO,6497,N913SW,FAT,DEN,600,559,-1,34,633,145,179,132,844,945,13,925,958,33,0,0,,33,0,0,0,0
2015,1,1,4,EV,6020,N11121,ISN,DEN,601,559,-2,29,628,129,122,83,576,651,10,710,701,-9,0,0,,,,,,
2015,1,1,4,WN,239,N653SW,SAT,STL,605,559,-6,9,608,120,104,91,786,739,4,805,743,-22,0,0,,,,,,
2015,1,1,4,OO,6461,N959SW,MTJ,DEN,606,559,-7,29,628,69,78,39,196,707,10,715,717,2,0,0,,,,,,
2015,1,1,4,OO,5456,N920SW,RDM,SFO,608,559,-9,14,613,102,88,68,462,721,6,750,727,-23,0,0,,,,,,
2015,1,1,4,OO,4494,N431SW,SJC,SLC,609,559,-10,31,630,122,144,106,584,916,7,911,923,12,0,0,,,,,,
2015,1,2,5,WN,431,N936WN,MCI,BWI,555,553,-2,12,605,150,129,110,967,855,7,925,902,-23,0,0,,,,,,
2015,1,2,5,WN,1278,N372SW,SFO,DEN,555,553,-2,15,608,150,161,138,967,926,8,925,934,9,0,0,,,,,,
2015,1,2,5,UA,422,N849UA,RNO,DEN,600,553,-7,25,618,130,145,113,804,911,7,910,918,8,0,0,,,,,,
2015,1,2,5,UA,670,N411UA,MCO,EWR,600,553,-7,14,607,153,148,126,937,813,8,833,821,-12,0,0,,,,,,
2015,1,2,5,UA,768,N537UA,SFO,BOS,600,553,-7,20,613,337,311,287,2704,1400,4,1437,1404,-33,0,0,,,,,,
2015,1,2,5,US,610,N507AY,SFO,PHX,600,553,-7,17,610,114,122,94,651,844,11,854,855,1,0,0,,,,,,
2015,1,2,5,US,635,N560UW,SMF,PHX,600,553,-7,31,624,110,122,86,647,850,5,850,855,5,0,0,,,,,,
2015,1,2,5,WN,1985,N526SW,ELP,DAL,600,553,-7,7,600,90,88,77,562,817,4,830,821,-9,0,0,,,,,,
2015,1,2,5,AA,1345,N547AA,TUL,DFW,600,553,-7,48,641,75,110,57,237,738,5,715,743,28,0,0,,28,0,0,0,0
2015,1,2,5,AA,1573,N4XHAA,TPA,DFW,600,553,-7,24,617,170,167,138,929,735,5,750,740,-10,0,0,,,,,,
2015,1,2,5,AA,2307,N200AA,OMA,DFW,600,553,-7,32,625,120,141,102,583,807,7,800,814,14,0,0,,,,,,
2015,1,2,5,B6,525,N807JB,JFK,TPA,600,553,-7,16,609,181,185,162,1005,851,7,901,858,-3,0,0,,,,,,
2015,1,2,5,AA,913,N3HAAA,DCA,MIA,600,553,-7,15,608,157,159,135,919,823,9,837,832,-5,0,0,,,,,,
2015,1,2,5,DL,1479,N952DL,ALB,ATL,600,553,-7,20,613,183,180,151,853,844,9,903,853,-10,0,0,,,,,,
2015,1,2,5,B6,159,N231JB,BOS,PHL,600,553,-7,24,617,99,91,63,280,720,4,739,724,-15,0,0,,,,,,
2015,1,2,5,MQ,3141,N687MQ,FWA,ORD,600,553,-7,10,603,60,47,32,157,535,5,600,540,-20,0,0,,,,,,
2015,1,2,5,MQ,3679,N696MQ,DAY,ORD,600,553,-7,19,612,80,74,46,240,558,9,620,607,-13,0,0,,,,,,
2015,1,2,5,OO,6401,N745SK,EUG,SFO,600,553,-7,19,612,96,91,67,451,719,5,736,724,-12,0,0,,,,,,
2015,1,2,5,WN,1346,N231WN,DEN,MDW,550,554,4,23,617,155,140,107,895,904,10,925,914,-11,0,0,,,,,,
2015,1,2,5,WN,1643,N958WN,BNA,HOU,555,554,-1,28,622,135,148,116,670,818,4,810,822,12,0,0,,,,,,
2015,1,2,5,UA,600,N830UA,DFW,ORD,600,554,-6,12,606,144,116,92,802,738,12,824,750,-34,0,0,,,,,,
2015,1,2,5,UA,1094,N76508,DFW,DEN,600,554,-6,11,605,126,119,91,641,636,17,706,653,-13,0,0,,,,,,
2015,1,2,5,US,1780,N747UW,MEM,CLT,600,554,-6,31,625,97,109,69,511,834,9,837,843,6,0,0,,,,,,
2015,1,2,5,WN,2939,N7735A,ATL,MDW,600,554,-6,13,607,120,112,92,591,639,7,700,646,-14,0,0,,,,,,
2015,1,2,5,WN,2202,N966WN,DCA,ATL,600,554,-6,12,606,105,118,96,547,742,10,745,752,7,0,0,,,,,,
2015,1,2,5,WN,556,N8644C,MHT,MDW,600,554,-6,18,612,175,182,158,838,750,6,755,756,1,0,0,,,,,,
2015,1,2,5,AA,72,N5EJAA,DFW,MCO,600,554,-6,13,607,145,140,122,985,909,5,925,914,-11,0,0,,,,,,
2015,1,2,5,AA,304,N471AA,SLC,DFW,600,554,-6,36,630,170,188,140,989,950,12,950,1002,12,0,0,,,,,,
2015,1,2,5,AA,233,N3EXAA,BWI,MIA,600,554,-6,12,606,163,159,140,946,826,7,843,833,-10,0,0,,,,,,
2015,1,2,5,AA,1180,N3KXAA,SFO,DFW,600,554,-6,13,607,210,208,185,1464,1112,10,1130,1122,-8,0,0,,,,,,
2015,1,2,5,B6,746,N603JB,PSE,JFK,600,554,-6,16,610,241,249,226,1617,856,7,901,903,2,0,0,,,,,,
2015,1,2,5,B6,794,N562JB,AUS,JFK,600,554,-6,14,608,203,190,172,1521,1000,4,1023,1004,-19,0,0,,,,,,
2015,1,2,5,B6,838,N834JB,BQN,JFK,600,554,-6,13,607,232,248,227,1576,854,8,852,902,10,0,0,,,,,,
2015,1,2,5,B6,1790,N198JB,DCA,BOS,600,554,-6,10,604,84,66,52,399,656,4,724,700,-24,0,0,,,,,,
2015,1,2,5,DL,2030,N368NW,MDW,ATL,600,554,-6,14,608,115,127,88,591,836,25,855,901,6,0,0,,,,,,
2015,1,2,5,DL,2085,N3733Z,GEG,SLC,600,554,-6,11,605,113,83,69,546,814,3,853,817,-36,0,0,,,,,,
2015,1,2,5,DL,2099,N949DL,SDF,ATL,600,554,-6,11,605,90,69,52,321,657,6,730,703,-27,0,0,,,,,,
2015,1,2,5,DL,421,N706TW,JFK,ATL,600,554,-6,26,620,161,177,139,760,839,12,841,851,10,0,0,,,,,,
2015,1,2,5,DL,716,N3772H,MCO,SLC,600,554,-6,16,610,303,276,255,1931,825,5,903,830,-33,0,0,,,,,,
2015,1,2,5,DL,1098,N979AT,ATW,ATL,600,554,-6,31,625,143,154,104,765,909,19,923,928,5,0,0,,,,,,
2015,1,2,5,DL,1216,N358NB,BDL,DTW,600,554,-6,13,607,124,120,104,549,751,3,804,754,-10,0,0,,,,,,
2015,1,2,5,DL,1440,N352NW,SLC,MSP,600,554,-6,24,618,164,159,130,991,928,5,944,933,-11,0,0,,,,,,
2015,1,2,5,DL,1520,N977DL,CVG,ATL,600,554,-6,14,608,107,87,63,373,711,10,747,721,-26,0,0,,,,,,
2015,1,2,5,B6,1502,N537JB,FLL,JFK,600,554,-6,19,613,163,168,137,1069,830,12,843,842,-1,0,0,,,,,,
2015,1,2,5,EV,5919,N15983,CLT,ORD,600,554,-6,16,610,123,133,99,599,649,18,703,707,4,0,0,,,,,,
2015,1,2,5,MQ,2778,N524MQ,BNA,ORD,600,554,-6,19,613,105,147,72,409,725,56,745,821,36,0,0,,36,0,0,0,0
2015,1,2,5,MQ,3083,N505MQ,ROC,ORD,600,554,-6,9,603,125,109,92,528,635,8,705,643,-22,0,0,,,,,,
2015,1,2,5,OO,6360,N943SW,RAP,DEN,600,554,-6,15,609,82,74,49,300,658,10,722,708,-14,0,0,,,,,,
2015,1,2,5,OO,4637,N913EV,RAP,SLC,600,554,-6,32,626,114,123,75,508,741,16,754,757,3,0,0,,,,,,
2015,1,2,5,OO,5435,N930SW,PSC,SFO,600,554,-6,21,615,127,116,91,620,746,4,807,750,-17,0,0,,,,,,
2015,1,2,5,UA,414,N464UA,LAX,SFO,603,554,-9,19,613,86,85,57,337,710,9,729,719,-10,0,0,,,,,,
2015,1,2,5,WN,1855,N924WN,HOU,MDW,550,555,5,9,604,155,129,114,937,758,6,825,804,-21,0,0,,,,,,
2015,1,2,5,WN,1927,N600WN,PDX,PHX,555,555,0,15,610,150,153,130,1009,920,8,925,928,3,0,0,,,,,,
2015,1,2,5,WN,1688,N424WN,BOS,MDW,555,555,0,32,627,185,201,160,861,807,9,800,816,16,0,0,,16,0,0,0,0
2015,1,2,5,WN,2274,N684WN,CAK,ATL,555,555,0,11,606,120,115,88,528,734,16,755,750,-5,0,0,,,,,,
2015,1,2,5,OO,5547,N939SW,ONT,DEN,559,555,-4,27,622,141,171,136,819,938,8,920,946,26,0,0,,26,0,0,0,0
2015,1,2,5,UA,663,N842UA,CLE,SFO,600,555,-5,21,616,335,314,288,2161,804,5,835,809,-26,0,0,,,,,,
2015,1,2,5,US,410,N748UW,IAH,PHX,600,555,-5,16,611,170,168,143,1009,734,9,750,743,-7,0,0,,,,,,
2015,1,2,5,WN,381,N281WN,OMA,MDW,600,555,-5,19,614,100,87,61,423,715,7,740,722,-18,0,0,,,,,,
2015,1,2,5,WN,4372,N782SA,DTW,ATL,600,555,-5,10,605,125,117,95,594,740,12,805,752,-13,0,0,,,,,,
2015,1,2,5,WN,2135,N464WN,DTW,BWI,600,555,-5,7,602,100,75,61,409,703,7,740,710,-30,0,0,,,,,,
2015,1,2,5,WN,1779,N612SW,STL,DAL,600,555,-5,11,606,115,109,93,546,739,5,755,744,-11,0,0,,,,,,
2015,1,2,5,WN,4554,N962WN,IND,TPA,600,555,-5,14,609,145,139,120,837,809,5,825,814,-11,0,0,,,,,,
2015,1,2,5,WN,2592,N401WN,LAX,PHX,600,555,-5,39,634,80,106,62,370,836,5,820,841,21,0,0,,21,0,0,0,0
2015,1,2,5,WN,4203,N255WN,MDW,BWI,600,555,-5,14,609,115,95,77,611,826,4,855,830,-25,0,0,,,,,,
2015,1,2,5,WN,2246,N380SW,MDW,DTW,600,555,-5,25,620,75,73,40,228,800,8,815,808,-7,0,0,,,,,,
2015,1,2,5,AA,292,N792AA,LAX,JFK,600,555,-5,22,617,310,312,286,2475,1403,4,1410,1407,-3,0,0,,,,,,
2015,1,2,5,AA,1078,N3DBAA,ORD,MIA,600,555,-5,30,625,182,206,158,1197,1003,18,1002,1021,19,0,0,,19,0,0,0,0
2015,1,2,5,AS,200,N795AS,SEA,SJC,600,555,-5,14,609,123,116,97,697,746,5,803,751,-12,0,0,,,,,,
2015,1,2,5,B6,154,N586JB,PBI,JFK,600,555,-5,16,611,154,159,132,1028,823,11,834,834,0,0,0,,,,,,
2015,1,2,5,B6,226,N506JB,TPA,JFK,600,555,-5,16,611,151,161,130,1005,821,15,831,836,5,0,0,,,,,,
2015,1,2,5,B6,272,N652JB,FLL,LGA,600,555,-5,13,608,161,171,136,1076,824,22,841,846,5,0,0,,,,,,
2015,1,2,5,B6,447,N796JB,OAK,LGB,600,555,-5,19,614,80,80,57,353,711,4,720,715,-5,0,0,,,,,,
2015,1,2,5,B6,371,N635JB,LGA,FLL,600,555,-5,15,610,183,176,154,1076,844,7,903,851,-12,0,0,,,,,,
2015,1,2,5,B6,892,N760JB,TPA,BOS,600,555,-5,18,613,173,180,153,1185,846,9,853,855,2,0,0,,,,,,
2015,1,2,5,DL,1179,N353NW,STL,ATL,600,555,-5,14,609,95,92,67,484,816,11,835,827,-8,0,0,,,,,,
2015,1,2,5,DL,1404,N750AT,LAX,SLC,600,555,-5,15,610,115,114,90,590,840,9,855,849,-6,0,0,,,,,,
2015,1,2,5,DL,1481,N989DL,LIT,ATL,600,555,-5,16,611,95,109,60,453,811,33,835,844,9,0,0,,,,,,
2015,1,2,5,DL,1853,N910AT,MSN,ATL,600,555,-5,14,609,130,123,100,707,849,9,910,858,-12,0,0,,,,,,
2015,1,2,5,DL,2197,N909DA,CMH,ATL,600,555,-5,11,606,99,89,70,447,716,8,739,724,-15,0,0,,,,,,
