,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
2022-01-28,17.46433410161462,18.065046059651017,16.75967598432578,17.403860269968458,11966853,61.22092904391979,62.31547417834984,60.03960642705474,61.3577657628859,7773313,55.33197345678197,57.043289089316545,54.33108034467847,55.2048325806275,11974578
2022-01-29,17.849285849064724,18.342512068666405,17.139544520543193,17.76770592682699,2309159,59.93715839198991,60.90744138473879,57.70519060359346,59.81839087416793,13605781,55.11837012271914,57.01307633156492,53.940379604989324,55.07586894698823,13929844
2022-01-30,16.66255691397123,17.08851641778415,16.105985972960234,16.589860621105476,7788867,60.967670403280536,61.9161594955151,58.66494033630456,60.80023047770692,14913125,55.529676938071255,57.3072789599491,53.67293794755382,55.51986954302251,10589990
2022-01-31,17.437253541623807,17.82504942513315,17.124694260577172,17.394357625788967,12474118,60.35925157184731,62.69328641095635,59.31490164483247,60.303684041458204,13170437,54.29906382432631,55.06216787872237,52.362170538329224,54.41778907860839,4566569
2022-02-01,17.819181339193552,18.174707250858106,17.08754514779112,17.758362947144246,7320575,59.80407917566303,60.448393787677716,58.73429229098208,59.58615167241018,2187362,55.489941790124405,56.3970395077046,55.01610812353024,55.760467231477875,10278754
2022-02-02,18.00564871321577,18.16278201417426,17.728767689392363,17.943760449761914,12731590,57.21935168773277,58.32773809851041,55.2588901489501,57.284771405336464,10400549,54.76353974041472,56.5973730667835,53.788813644792135,55.03610533107995,6071476
2022-02-03,17.926908261442115,18.62706224327639,17.29330861388793,17.937559283889268,10362732,56.93188973280587,58.19647099192106,56.108409195724484,57.20041132558095,14297125,57.83509121517993,58.52078272414691,57.074267246100305,57.78526061798585,7619418
2022-02-04,18.40875579569385,19.12404198740618,18.20334709546114,18.435032093307175,14611809,55.249775609764,56.06981035240764,53.544902530723775,55.41736724702578,14010455,60.03861109738998,61.48223402065142,58.5596108279639,60.28785959744066,9711215
2022-02-05,17.992020039278408,18.487638655478978,17.58092413409706,18.069551778825208,5593422,53.722317056665624,54.556625817684186,52.40488007163119,53.93351176851065,10090406,61.870561323612414,63.04919480300785,59.64476365471133,62.10333903113724,10220769
2022-02-06,19.275955076710183,19.980143283216268,18.535982910486833,19.278628563407022,14617810,54.26743337622805,55.15609767215853,53.72029344807139,54.485218786984696,12176028,60.73171761845415,62.197246408802364,59.81659967720398,60.52363824149304,2107948
2022-02-07,18.989270975936265,19.35550458850628,18.805544481752428,19.07898210474327,11852125,55.70226398893358,57.04039954285425,55.18112970929527,55.91504376853281,5831989,61.134883508063865,63.36933118195214,59.7602487495063,61.30231129339361,13407521
2022-02-08,19.313890015776195,19.640469246521988,18.794797664207504,19.27283096431405,11709826,60.113360866006765,61.36220035023747,57.888141014866214,59.970527036894005,14139632,63.337169738847415,64.73104166020288,62.60508465260699,63.301420214243386,13046977
2022-02-09,18.565306051739483,19.072930552387305,18.093067005791614,18.551639716106923,4978194,58.383746733850856,60.273996425494836,56.45152566484015,58.10662652144017,4165175,63.163001683923916,65.58098122335788,62.480811660426355,63.38506980174284,9291679
2022-02-10,18.650956448726884,19.031175390965945,18.201375113172027,18.56212261965198,11614932,56.28756521439853,57.39845517836749,55.31243317078904,56.36217956993998,8735643,62.485512066861475,63.183408072800574,59.842861306565815,62.19559525082801,7912769
2022-02-11,17.168604406918966,17.578377318667044,16.915920283287555,17.113336864845305,3146213,57.07874390942909,58.98964859297533,55.650742013033145,56.90397943521237,6220030,64.40030190200162,65.46540572614924,62.15277500055453,64.71578334084592,3179307
2022-02-12,18.52178490083248,18.69367089137242,18.125339423606015,18.438932401196237,2145386,54.62645273480644,55.333855023954435,53.66894968713978,54.428279890923584,10061349,64.48611345388396,66.80082403430163,62.490439092119665,64.80847485663242,5394470
2022-02-13,17.809102826912508,18.27092370996224,17.2519280465087,17.831531556696113,7716572,54.77970653395701,56.13334371834922,53.545425396119796,54.94981113814602,8201964,66.49818859499277,67.50680669783327,64.27302464208616,66.70905102761022,6459937
2022-02-14,16.201255187535555,16.658193391882822,16.00857063667081,16.214955906771696,7264676,57.3570689158435,59.284868794374795,56.17665235317463,57.28400351331328,3227722,66.30109710641206,68.1111805602725,63.77878540613639,66.15009143012762,6547247
2022-02-15,16.894533464044198,17.229306282666354,16.189609669295947,16.853548704090596,13421520,57.94999646365452,59.328102826083104,56.42892358901684,58.15343692541047,2314793,66.34129477991888,68.20018215128758,64.77339042753742,66.27205622718196,9561909
2022-02-16,16.644899913738115,16.861114834392872,16.2789958438773,16.67969415890848,4272532,57.97898157423966,59.495388510595376,56.28370407976021,57.99502096630295,13183866,65.39890267911065,66.50809801561871,62.848222838668214,65.40897465362947,3960220
2022-02-17,17.44933347702135,17.9968349996186,17.076880894947184,17.505694525808032,10707381,56.08625060107421,57.28444433385401,54.97453043724735,56.12926369610027,12286907,66.34269828849453,68.47015300744228,65.5600257062604,66.24284834416663,2875072
2022-02-18,18.960163590543754,19.559245026801506,18.727811184696467,18.99409363539394,11751758,57.90039751958186,59.41134815828582,56.7782605031537,57.965135962261186,4855227,67.35996759066364,69.46922813555211,64.95005799457105,67.11667550750853,2327622
2022-02-19,18.962584608454563,19.2846520383233,18.30852891855537,19.01009321901184,11368791,60.08391570503886,61.08327462556748,58.74957611564927,59.79988802271684,14864889,69.39048733770709,70.69684208939009,67.52322633721772,69.40106564225353,6854403
2022-02-20,19.15881713592152,19.870441164312098,18.866643836378458,19.19565162285045,6337737,59.30839812174223,60.257159733816394,57.81379082540389,59.27009382912972,7904280,67.53444618137311,70.2695919282552,66.21966946035636,67.68237739001135,4475808
2022-02-21,19.9989145144447,20.810244958309852,19.707217421251958,20.02533873508534,2600887,61.660415426808534,63.579858391762265,60.87245513688652,61.64403252823846,3393506,70.40548879058025,73.32614018033946,67.88826511202204,70.52529760574197,8095395
2022-02-22,20.305420803812037,20.83916261525963,19.78366723325286,20.214954791796924,10525079,63.997021039305224,65.21869754037445,62.48568307145972,64.00964853822046,11279719,71.9831327541977,74.26529098690533,69.27498734690013,71.87621994173747,13254350
2022-02-23,19.88813879983135,20.414460188793296,19.324519923560942,19.84192831217032,8852141,65.09798888287864,65.63732977682355,62.37568162843049,64.93154404949311,4592203,71.25787621492343,73.33812798820139,68.5304725147879,71.34682689438499,14949564
2022-02-24,19.867989664157538,20.162211096711605,19.54210060847855,19.948650919121587,4134303,66.39065531215265,68.2909320579918,64.00972507870941,66.37113900771922,12856924,73.41505702754986,75.59060408139237,70.93874857836352,73.2909878260064,13234517
2022-02-25,20.06862638161158,20.38726402707882,19.266823252790914,20.059266232128028,13826333,65.0079078614655,66.60918680958295,64.39755678612896,65.25321090810635,14848554,70.91020794382392,73.52807959632788,68.2240981108633,70.91477538420429,7296939
2022-02-26,19.927448554515866,20.710233247105933,19.53445091685008,19.923765234943897,14868591,67.52170924586314,68.72649869759171,66.73601671276644,67.51431390875283,6846094,73.84264516690624,74.83718075896954,72.36422931276611,73.76436627979983,13628999
2022-02-27,19.74981163550258,20.502172850665477,19.467934096211582,19.844968194596426,7986532,70.45372667932725,71.95965688739881,70.06506535961665,70.78690739499517,12026969,75.17930548044427,76.50988919176078,73.0525954621026,75.17818493694563,3097606
2022-02-28,20.711731442405007,21.507290418289738,20.49213171684023,20.75428982237123,5189995,70.92811476979489,73.88442111230174,69.55515999215868,71.10125430102656,3965071,76.05165660217779,77.77196611186857,73.37839306339187,75.99642302236032,12335303
2022-03-01,20.25287919343889,20.78439769732508,19.79371978964947,20.22151759064061,12979376,72.67945003862037,73.73973887461341,72.2331086477335,73.00445479630284,7279000,77.32319128675587,79.9772689393937,74.8603702267939,77.12836951986235,14739724
2022-03-02,20.506163890916127,20.70967213790376,20.109310798698637,20.467610481463428,4346078,71.65929951893588,73.26032563844679,70.58887671006318,71.51181049463618,8731224,77.65193631123016,78.72428480625517,74.94299838536823,77.38274905713153,3349527
2022-03-03,19.614981235186878,20.36679003633708,18.891256135139326,19.619161849547364,4314228,70.55197968396232,73.36665504178808,69.04869052395641,70.62222650413382,6412122,76.96162993285283,78.65440572383613,74.83187303128533,76.95378778412869,7316584
2022-03-04,19.922778895755396,20.674972714330195,19.279940427609215,19.884802371772757,5899458,70.37166739868212,72.04048558957066,69.62869363396607,70.57128398190707,4760294,80.38587574568777,82.40982917646221,77.90508198136526,80.44578085533101,10922360
2022-03-05,19.95147439214775,20.31821778861944,19.30942922553436,19.93900164460593,10605174,72.46372835556377,74.6292255508037,69.66922677100291,72.20276170043631,11594589,77.71529338886494,79.38112719297084,76.80607351559082,77.76266073949242,14780940
2022-03-06,20.653120509847962,21.140444166169654,19.98951738429482,20.727951225389035,3220288,73.21749230248128,75.2774608254786,71.5872236673512,73.02805650231839,2821135,75.78327485547857,77.52477439413136,74.29887333293563,75.41870292602299,10805243
2022-03-07,19.94756354705464,20.364548726020427,19.376929987459217,19.974479427960137,6548900,76.1682589188914,76.88873102356874,73.1123667083677,76.03277760825114,5468237,76.20318389165499,76.806874551857,73.01996311142945,76.0258088426867,10315179
2022-03-08,19.873087979176425,20.377514649242894,19.536236142636373,19.825838375555588,14974093,74.45823601172089,76.39233530521207,73.62710868020433,74.74711701546431,8491886,72.43108156529709,74.84822553794562,71.2961797081564,72.68457265175819,12140633
2022-03-09,19.285710933162186,19.506841026113094,18.80371585146,19.28379488348206,10306194,75.72615471558201,78.24295630161757,74.0164988616615,76.10567594840892,10539074,73.99706398453837,76.26891262746094,71.7117797708538,74.06144977678737,2087171
2022-03-10,18.015498930155804,18.28169619570768,17.744988237388352,18.081435412421513,10564523,76.13898445932325,77.89396164877321,74.1221228468619,75.95958437747082,13274451,76.37222830271655,78.269836980789,74.5237125429037,76.30961355541737,7971784
2022-03-11,18.44925876325893,18.694829453961887,18.075880407757545,18.432262114930555,12954114,79.38166735803622,80.6119499619166,77.36864949394108,79.32300396386769,6147282,73.57702516474578,75.51526936593615,71.25304003303833,73.74418840814056,7863417
2022-03-12,18.372625392956824,18.80097621563285,17.578767544733637,18.304885203931597,4815051,76.00801093284679,77.02660646156384,75.01333706157465,76.03922196002559,13996946,73.92114818709554,74.63002479121955,71.8644203559002,73.63302557887836,7391852
2022-03-13,19.222923537605563,19.948081675559152,18.5809792738882,19.22985128217764,6462953,75.49680375476707,77.62869366005218,72.50052948840319,75.28201744811628,9233554,69.22637046083318,72.06722862147159,68.5128916192591,69.47174344239126,4446852
2022-03-14,19.132786682491655,19.78374732875023,18.90287520309319,19.13382510352393,8606214,74.5328309795514,75.47892192632791,73.48913623785087,74.61827017347642,5029306,70.75770594966107,73.5713913290109,69.7035555940359,70.85260821112487,7277010
2022-03-15,18.647317337082754,19.0019680697075,18.028955436971668,18.720391471543635,8727312,79.10831740842661,81.92837088099881,77.29879629544982,79.39398174758439,10810045,73.19487143086762,75.48673992936064,71.49279509175827,73.31235419874048,3583101
2022-03-16,17.31004312884101,17.547556276129885,16.645745796797733,17.307999646697883,14005665,83.60557030523834,85.61855802913107,82.19029771135583,83.62609882907964,4384078,70.99225696715489,72.74078458256308,69.15747771930383,71.12249366292474,3233899
2022-03-17,18.138469407037302,18.766639977896173,17.81526317827629,18.17215666624958,12467087,83.25289635745611,86.15791225335278,80.61614660003298,83.4149820578868,13806373,68.52313614326636,70.2151026059794,67.57507764012618,68.61231506626764,11799086
2022-03-18,18.001086938317442,18.554588314370246,17.403045238526946,17.927824228599302,10621137,82.00975328853134,84.21984322988887,80.27286554434697,82.1407959004709,9471634,65.65106160835201,67.85976551621553,63.4511272721421,65.47643985131961,4768826
2022-03-19,17.994203800157756,18.579209148908937,17.456576182145085,17.98065618204553,7990914,82.68602799376589,84.07810182172057,81.18030964360784,82.45385777288895,11266192,62.413528218484025,64.76242153208904,60.92074635314805,62.668593016063504,9510215
2022-03-20,17.6701210029122,18.297037997928282,17.151269696484633,17.704954433910114,12019955,81.02947028408204,83.9353143927208,78.46729114375748,81.29999850204706,14304047,61.635737738360795,62.706681706901115,59.558399130406116,61.660759711654656,6152314
2022-03-21,17.436318728027505,18.01647520515366,16.916269650645226,17.436647707156787,5712274,81.53213606942036,83.23165293519753,80.10537019777799,81.33345961545912,11109713,59.18348306463747,60.18428530372914,57.94506072547154,59.195884175640415,6932356
2022-03-22,17.286488436250057,17.882313568724317,16.747210346512098,17.215838097224147,12629259,83.30312433453122,85.46885395234506,81.89160111875297,82.93005362576473,8937683,59.144447349734925,60.20685714831219,56.843546158399334,59.10575137894484,2385027
2022-03-23,18.80930870006315,18.97196345733203,18.112457125627735,18.719298457247486,2140023,85.03807013080787,86.453939253319,83.61300943543203,85.38240019202595,13596771,59.07627655578174,61.17084039219494,57.443406250976125,58.847935584476225,2922070
2022-03-24,17.22400498223556,17.40537299381889,16.86521999709937,17.20842008447765,7940058,86.60954385895984,87.47848138601687,85.38499606230151,86.46515853486967,6113691,63.31264769487741,64.82633635889292,61.65880466691321,63.08608424265029,13617186
2022-03-25,18.02322191312054,18.259456447703926,17.31129029452148,17.953532185861796,5731738,86.66875898067867,89.42763471849854,84.0770336849989,86.6000420806714,4133943,65.1885550524638,67.33893272660357,64.14663043964424,65.29823724841496,11722861
2022-03-26,17.61042252600556,17.88139573522461,17.06589036182964,17.654810261494852,13676729,90.2273621899228,92.4513580985336,87.81365692117946,90.59344397689317,2244555,65.3334839817474,67.98734616497157,64.18536057838404,65.65302953246514,13370356
2022-03-27,17.36973295795911,17.49822216306966,16.67237944149204,17.297743418638685,13311721,88.54236683539648,91.22344063475411,86.77951468830271,88.6364130229745,11749587,63.98935200619005,65.81670880013498,62.63435706724492,63.67980282530193,8542765
2022-03-28,17.820178505461595,18.540478418909053,17.46020378759102,17.844269211146692,12279347,87.46041587207014,90.16342450661313,84.51812165911511,87.16563630047482,2649224,62.504551727366405,63.34295847536591,60.361769238001436,62.51578784023916,11903748
2022-03-29,17.39835783673167,17.83194091975976,17.13622833889524,17.39638932008891,13678584,87.24722479054047,89.45404686298635,84.90902205828755,87.5604723033851,13778266,60.31547576974174,61.30438152026646,59.04458636890717,60.34688554198217,4993318
2022-03-30,17.149663196464196,17.630573985895786,16.79239814930819,17.113897050128823,10894644,83.36943616148469,85.25019426435195,80.73871782706607,83.72024301337446,2901686,58.358866147672416,58.945089311275666,57.23930562140773,58.23670317802792,3646258
2022-03-31,16.14180838646232,16.713809428966865,15.810547411842919,16.20210507208996,11957254,87.24671436900671,90.05389718653014,85.10789629730138,86.8472163424837,9803537,57.22409230168145,59.33653085753208,55.423388440878135,57.15912833399341,8414200
2022-04-01,16.586558009553194,16.702176736918947,15.856351194566155,16.51551077047038,5772660,92.98718813727811,95.04214203312837,91.78069051937283,92.7210128562432,2062934,58.60837449377638,59.251099778931966,56.65623179303269,58.42975149691242,10742759
2022-04-02,17.296750517568217,18.010189247552294,16.884643377204323,17.362124694910037,2838205,92.28388487709421,95.49747308770623,89.4656235395403,91.93911946804043,5937317,58.20776417528844,60.31962266300103,57.21246345180958,58.00456546783527,4898014
2022-04-03,17.607555732947155,18.14742315720937,16.89147792689773,17.549671297062424,2153761,92.85970972241921,95.9564261297219,89.00926170800656,92.66458440300605,2726235,59.609668529385374,60.98212352752931,57.98022657994161,59.61143326313902,6677907
2022-04-04,17.311069037615383,17.564763104698528,17.064295993902384,17.309668471542576,5395643,94.2898239986462,95.92189096957749,92.61373970136161,94.54953910503771,9280141,60.74606586097953,63.027031545087404,60.21715966445243,60.916153826043335,14999508
2022-04-05,17.245509113572417,17.83368760189008,16.70246059118175,17.22755547557896,14231818,96.52737451070628,98.80736734036465,92.47264333569376,96.17490240506332,10121612,58.51182477116236,60.511459077735566,57.492860816728864,58.52641973749035,5517994
2022-04-06,17.438052937473987,18.144568689602295,17.068261582516673,17.47050149444138,12455911,95.61309305118465,97.8970532372927,94.1735177529036,95.59220019457,9529353,58.28146573699093,60.01732942138623,56.10867040012173,58.189790070277326,2355886
2022-04-07,17.00362068744566,17.22798856504632,16.722543523984502,17.04740554519329,6088613,94.60744484111395,96.35585249430473,93.03773817359428,94.59280807569715,5139530,56.7335629294273,57.69885113531453,54.542138339885675,56.720679808957044,14091068
2022-04-08,17.6808332973597,18.384861610896646,17.076435199869152,17.75400851990578,10120401,95.87066631180504,96.75604013305764,92.96040459166566,95.4972412367668,2401566,55.847106749668825,57.67445584996661,53.55204155749968,55.7620456688826,11925489
2022-04-09,17.868549178030676,18.5155171655408,17.508242662052766,17.847746348318754,7236407,92.66970816880048,94.11442345289119,91.63578889441291,92.85590921448907,11700897,57.12071358519267,59.05364318853003,54.99331281443797,57.129422901294525,8520450
2022-04-10,16.08042755329033,16.479079549948608,15.774109277699559,16.152395882303253,6879789,93.51284783046766,96.55161876237752,92.56002560124915,93.51090165486688,12712948,60.542960009906125,62.09533066190294,59.157879661271544,60.706244263018974,3922749
2022-04-11,16.760385191567273,17.301351042968996,16.365161028556212,16.750377145569885,6838900,96.70674200948326,99.82851410418024,95.8357965516793,96.91428624414613,9842368,58.598235791555766,60.43669037839592,57.24164187002388,58.551665988153474,11448541
2022-04-12,16.633919839866376,17.06274807079638,16.065888043070466,16.675198433607836,14853471,94.69658594615396,96.9638446248004,91.00153511724757,94.33324566894156,2394672,57.39948529924483,58.51974732564079,55.658100506775895,57.16830788226745,5066034
2022-04-13,17.362315355250253,18.018650842312116,16.78121427606615,17.442066328005318,14262886,93.9561301513652,96.9056814480317,92.53166347826591,94.33060169083802,4661542,58.12950907986728,58.89262850373291,57.28180186653559,58.08717714646516,12789077
2022-04-14,18.465694740878945,19.18275261833006,18.256140103460663,18.53993158117965,7585864,97.16293583748441,99.93072244365136,95.32834418075034,97.1624623901448,10979632,61.77780324753367,63.31566039585751,59.73046294593945,61.55183844851101,2504914
2022-04-15,18.504518759331766,18.840503901954786,18.027080364729482,18.565969017183765,13505844,96.20808133017603,98.05559463061117,93.70135688155577,96.17338863772454,5928906,63.27362817466286,64.01217606941609,60.768900454863925,63.01971579141395,14616037
2022-04-16,19.23072213074334,19.48731454525048,18.820640491080745,19.21580845018122,3860938,94.61703559891384,96.35913600235276,90.81224029761415,94.55726139865408,13553263,65.57626546408835,67.88895563700159,64.99951569434641,65.87459191734997,2085697
2022-04-17,19.110999093361603,19.466993724153813,18.954028529905624,19.152300484024913,3557605,94.07989127499404,96.19262481755311,91.05355616661761,93.79301547470152,5318112,66.21907343892775,67.88081487095403,64.86167099311982,66.42145055843642,14825719
2022-04-18,18.867876670659143,19.57456364022014,18.623929533625397,18.85711808062029,8563928,88.52284800349994,90.51134482183691,85.69727515567442,88.58223483739252,13928852,65.23693603471067,65.90172447499735,64.51610313961358,65.17878670119596,9548791
2022-04-19,18.26259470426677,18.956133057939955,17.95374815786587,18.227583426033323,14387308,88.43425608081118,90.44978547063486,84.941563683852,88.28616913084996,5133223,65.81347801606492,67.1782895283875,63.93773169736451,65.59506660122678,7319444
2022-04-20,17.676032628442737,18.030760137065496,17.38665218865011,17.717160640221728,4854392,89.45143171731651,91.96336694761918,86.37793794712287,89.43501611972799,5468693,65.76069377119275,67.54181927144036,63.27569339924294,65.8191537992566,3920069
2022-04-21,16.445758875667902,16.77314836791743,15.826047326135383,16.462089756185645,11515594,91.24158561178923,94.08404874859953,89.25948028866424,91.19866822899007,6492240,66.35383024162594,66.99852505697254,64.66616680226404,66.02828125838879,5250960
2022-04-22,16.812591042209014,17.090299163689284,16.639273034246376,16.857543020786377,11054537,89.1505916410296,92.12791399153313,86.23493655112435,89.3644195000496,3302837,65.42929363313918,67.13492697818062,63.19083792621325,65.57618127550322,6623734
2022-04-23,16.900234406645215,17.155548764143074,16.622267295709975,16.97995859905324,5151624,87.41124808639974,89.32077919613259,85.96700933274573,87.70610693898605,3193261,65.78217657212785,68.45363148615972,63.61546944396299,65.99996986850206,2366150
2022-04-24,17.395648961683598,17.735727512419082,17.106790194945862,17.46178454196225,7038038,87.18401369532559,88.10040513805639,85.84069601289653,86.8184367319384,2526753,66.22525506844391,67.51274575348025,64.41114910568841,66.01669768836894,14544647
2022-04-25,16.46460783616825,17.120719332985647,16.072059414551514,16.51419341359127,12153467,90.08200982544686,91.29949188317389,87.18594626813557,89.95511689759093,2276805,67.30472652982294,69.53281620722066,66.12781043269247,67.18053373202437,3981146
2022-04-26,16.41776317005691,16.667674251617875,15.797712339990113,16.42176209318776,10030299,91.1885736674342,94.71374284769625,89.4729348804798,91.3132418896572,6407165,67.0837629184482,68.63382811553531,64.68150012343489,67.29192441620071,13502188
2022-04-27,16.77946887181835,16.917557023696858,16.408819858903595,16.723428413816144,5295857,90.2655454355529,92.600572817466,87.00486531367463,90.17996280260509,2266705,67.43021765118168,68.35047984809263,66.24857044486959,67.34051511889889,12039281
2022-04-28,17.53844875369773,18.146069637803716,17.180567054703133,17.52807098256375,14479047,93.12364655417261,95.49690858525437,92.04311357032829,93.33833409671288,9157440,66.74606242720806,67.73303504909859,65.49837418125166,67.01358699291625,7539931
2022-04-29,16.6325961189211,17.138890401621754,16.286249357572736,16.6892994850006,10731846,91.1463081876161,93.65260789289839,89.14836148703915,90.94438547688699,13283400,64.1981521618955,65.49385991088224,62.72402325652473,63.8808555176521,3703403
2022-04-30,17.196639816934766,17.41505505543961,16.558024634945586,17.150321448075225,13239717,96.36281667893044,97.5831237730785,94.50882228559894,96.60008082752726,3494106,64.71598335318171,65.5526841074824,63.70750272051208,64.54552562995886,8669348
