flight_id,airline,aircraft_type,route,passengers,fuel_cost,revenue,delay_minutes
FL0393,Southwest,Boeing 777,International,357,15756.625620044259,51812.57454838409,11.108690734334095
FL0394,JetBlue,Boeing 737,Regional,275,16593.604735046003,38343.92702112678,3.1394315773425765
FL0395,United,Airbus A320,International,257,15635.114364767473,47360.33608974621,3.2506942337244356
FL0396,Delta,Airbus A320,Domestic,91,16160.417550178137,54358.090415959654,27.092478233173118
FL0397,Delta,Boeing 777,Domestic,239,21954.883218970033,49961.33432658111,12.856695050099072
FL0398,JetBlue,Boeing 737,International,94,24150.451727256717,52943.988951220075,8.608245122926814
FL0399,Alaska,Airbus A320,Regional,118,17706.694699975924,35937.02310712859,10.433291195260189
FL0400,Alaska,Boeing 787,Domestic,120,16180.09670458591,40321.230695496924,0.2973724455794852
FL0401,Southwest,Airbus A320,Domestic,90,11393.962365153013,40546.582090192715,9.626042500641285
FL0402,Southwest,Airbus A320,Domestic,299,14066.661760603605,44405.63317737221,7.1234809030182
FL0403,JetBlue,Boeing 777,Regional,218,16094.4446854851,65661.57730503177,7.891068667626502
FL0404,Southwest,Boeing 787,International,369,14211.797693960236,43395.67617803589,4.453872370520719
FL0405,Delta,Airbus A320,Domestic,210,14548.31755880985,33133.727023048494,0.8498495634527712
FL0406,Delta,Airbus A320,Domestic,258,21541.24631697973,55041.3939420577,2.14852062921371
FL0407,United,Boeing 787,Regional,236,16592.13060396314,65506.36460864826,30.107385711896026
FL0408,Alaska,Boeing 737,Domestic,110,16878.2783724862,31604.24592591998,5.254310358730866
FL0409,JetBlue,Boeing 737,Domestic,199,14342.590206917674,73646.53981133517,6.286395770831904
FL0410,American,Airbus A320,International,368,20268.143119262677,53397.29583019993,0.5414978063461413
FL0411,Alaska,Airbus A320,Domestic,159,15819.748390436582,61440.58025788908,0.3829002510353262
FL0412,American,Boeing 737,Domestic,250,14833.23627151726,67071.9312555631,12.629497426093293
FL0413,United,Boeing 777,International,273,11441.597384609788,60644.02935520065,7.723953095904596
FL0414,United,Boeing 787,Regional,162,16304.473875995629,46563.037238900135,7.107125202527044
FL0415,Southwest,Boeing 787,International,174,14733.414394312314,63830.07587448839,2.7855654425901073
FL0416,United,Boeing 777,Regional,260,21890.655187254077,51309.797008321955,13.655146882682956
FL0417,United,Boeing 777,International,105,22400.475814406243,62176.30142379932,1.8420722848603805
FL0418,American,Boeing 777,International,138,12547.10241674792,63598.38128914888,2.106404711792508
FL0419,Southwest,Boeing 777,Domestic,268,12909.109638780808,33818.34433035401,6.175058456833166
FL0420,United,Boeing 777,International,306,15615.777167595366,58325.91471570108,3.372643572226335
FL0421,Alaska,Boeing 777,Regional,263,13888.67873473833,45635.40505932617,2.843050891945535
FL0422,United,Boeing 787,Domestic,360,17195.733042197484,49796.47827819219,10.363071349461798
FL0423,Southwest,Boeing 777,Domestic,196,15454.804834926184,49652.20573495637,10.52602400797549
FL0424,JetBlue,Boeing 737,Domestic,308,17397.703489776828,49130.61282847966,17.40213504623909
FL0425,Southwest,Boeing 777,Domestic,298,19751.499269270294,67805.82905897751,5.4078421254846765
FL0426,American,Boeing 777,Domestic,143,13094.491166926377,30236.180850377175,0.7589350945912952
FL0427,JetBlue,Boeing 787,International,193,19684.675911927676,25609.536360692782,3.1974584480500132
FL0428,Alaska,Boeing 787,Regional,241,14168.312274175434,22867.229068347548,39.12296202583937
FL0429,Delta,Boeing 777,Domestic,275,23375.145117276083,61898.875431166874,9.069806436372655
FL0430,Southwest,Boeing 787,Domestic,284,21687.123091998044,37945.31260572042,12.369681625845129
FL0431,American,Airbus A320,Domestic,280,16138.142925164047,49718.42410369352,0.07385031969425601
FL0432,Alaska,Boeing 787,Regional,119,13416.532977503868,46508.67738638047,7.3023808630369125
FL0433,JetBlue,Boeing 787,Domestic,330,12804.428865041333,36477.12317168026,0.38250987322470087
FL0434,Alaska,Boeing 787,Domestic,321,19295.611206638496,59069.20408822408,8.42181466362131
FL0435,Southwest,Boeing 787,Domestic,188,16402.711147102404,46342.981413174,25.35410987728715
FL0436,United,Boeing 737,Domestic,91,19465.974034406267,44909.443998500996,34.55203737297697
FL0437,Southwest,Boeing 737,Domestic,367,23553.532701746048,51027.32700062326,7.777309800773883
FL0438,Delta,Boeing 737,Regional,85,14034.774596108404,57370.03710289682,6.128672184221816
FL0439,Southwest,Boeing 777,International,303,12563.557619974119,35533.30883405218,29.007329465774735
FL0440,JetBlue,Boeing 777,International,314,17116.192750504404,59347.938515332724,11.196617788847723
FL0441,JetBlue,Airbus A320,Domestic,256,20163.23075664735,66848.09575705354,0.6710103307627977
FL0442,Southwest,Boeing 737,International,171,13490.527072685578,29460.40920610471,6.268456725239999
FL0443,JetBlue,Boeing 777,International,125,16610.799164029588,51617.88672866181,2.7475929039765354
FL0444,United,Boeing 787,Domestic,207,20884.13971574717,44036.011239354746,6.345091357614874
FL0445,Alaska,Boeing 787,International,262,11274.790916830809,57089.997549361826,6.078241099695139
FL0446,Southwest,Boeing 737,Domestic,147,17253.017476605117,32183.430237150933,8.726203246911183
FL0447,United,Airbus A320,International,249,14771.670100483889,69176.19693336647,4.412536827376751
FL0448,Alaska,Airbus A320,Domestic,271,16897.30109110817,27097.3675164221,1.7945022237007116
FL0449,Alaska,Boeing 787,Regional,293,18771.3097298678,44824.34778290505,7.006138561116622
FL0450,United,Airbus A320,Domestic,311,17206.587225241892,53645.84898793968,17.731509919733245
FL0451,American,Boeing 737,International,132,13267.288313242065,39077.62098984727,10.906805127395165
FL0452,Southwest,Boeing 787,International,308,14896.012357652868,37035.77987005851,4.130455662061055
FL0453,Alaska,Boeing 777,International,87,21065.09753703829,50889.063276196815,27.41447060897155
FL0454,Alaska,Boeing 777,Domestic,259,17552.585260557113,49010.878959884045,24.3278001496574
FL0455,JetBlue,Airbus A320,Domestic,183,19189.021208271515,48077.196202396946,2.3489786258445373
FL0456,Alaska,Boeing 787,International,200,17300.944992585737,59162.950649053135,0.4021549631119339
FL0457,United,Boeing 787,Domestic,354,19089.171418374146,42871.854985435726,13.521198523233412
FL0458,Alaska,Boeing 777,Domestic,337,15232.33251220057,52154.70444733506,17.579974431107004
FL0459,American,Boeing 787,International,179,14043.962730344207,41414.16349241441,34.37795993212773
FL0460,Southwest,Boeing 787,Domestic,357,18943.83269071375,36958.716684217696,22.057886916943296
FL0461,Southwest,Boeing 787,Domestic,108,20107.596833425778,44298.13782962976,9.176285468657426
FL0462,Alaska,Airbus A320,Domestic,200,13574.299805450746,41516.05256648279,7.5513395050536305
FL0463,Delta,Boeing 787,Domestic,235,14656.97660344407,42165.550584883844,0.28235960383236114
FL0464,Delta,Boeing 737,International,134,15977.6754296611,63149.256431428104,2.832339093406837
FL0465,United,Airbus A320,International,290,21683.438735944474,44696.6550975378,6.154729710720278
FL0466,Delta,Boeing 787,International,163,18302.03345653843,39382.21326036176,9.902169130855343
FL0467,United,Boeing 787,Regional,154,12262.922144429162,48365.02406262388,8.14754143080812
FL0468,JetBlue,Boeing 737,Domestic,111,16202.455066913595,49354.963208669295,13.572638136490333
FL0469,United,Airbus A320,Domestic,355,15713.18798159861,32570.54401527707,3.281804122525437
FL0470,Delta,Boeing 777,Domestic,134,12745.537420787423,44120.71846499003,8.323003059024982
FL0471,Alaska,Boeing 777,Domestic,376,16164.665865936871,43597.10378671824,0.9227126970243187
FL0472,JetBlue,Airbus A320,Regional,331,15571.880193259609,45762.12444178985,5.338648733691773
FL0473,Delta,Boeing 787,Domestic,348,15342.775924425092,57431.86884949381,13.869378999650051
FL0474,United,Boeing 787,Domestic,163,15196.379624378205,49776.734325117475,11.822140960742074
FL0475,American,Boeing 777,Domestic,274,21208.45935471617,63963.1855160093,46.71602464184588
FL0476,Southwest,Boeing 777,International,131,15336.15002847835,47848.4153734454,3.2557935642692977
FL0477,Delta,Boeing 777,International,273,16658.947380160847,71089.13464494083,6.895323203947223
FL0478,United,Boeing 737,Domestic,340,16311.952920714466,42009.924821488516,3.9977693713109668
FL0479,JetBlue,Boeing 777,Regional,306,14883.946078824525,37995.68904485338,5.80896065014139
FL0480,Delta,Boeing 737,Domestic,325,16754.415143576633,55114.93477210066,19.445619673465355
FL0481,Delta,Airbus A320,Domestic,353,16709.121907512843,65733.06518704523,11.526749147124844
FL0482,Southwest,Boeing 787,Regional,85,16755.22088607749,30075.557040392057,21.408165714363392
FL0483,United,Boeing 777,Domestic,118,13750.453945291452,45439.1215732139,2.2754209615977765
FL0484,American,Boeing 787,Regional,163,15840.401576791548,40059.83471388368,20.664156903706218
FL0485,JetBlue,Boeing 787,Regional,320,18933.030001119543,49857.06316889704,0.6162253588162449
FL0486,United,Boeing 777,International,182,15924.586779583871,48130.233005492264,21.94621492238292
FL0487,JetBlue,Boeing 777,International,166,17017.702120324026,65489.956219160376,3.9909610254281986
FL0488,Delta,Airbus A320,Domestic,276,17034.518402324335,46590.737692627816,3.7773462683026224
FL0489,Southwest,Boeing 737,Regional,337,17835.664418348533,65872.19328661298,7.1762139923226576
FL0490,Southwest,Boeing 737,Domestic,122,18287.682928044193,43903.69563175709,28.249805182559133
FL0491,Alaska,Boeing 787,International,98,15942.718048802495,60044.26437636781,0.489606116102474
FL0492,American,Boeing 777,Regional,293,13583.727030105292,50972.61936577735,4.342210891811812
FL0493,Southwest,Airbus A320,Regional,173,12600.110948240397,70488.51018288478,19.419220329561004
FL0494,Delta,Airbus A320,International,140,19756.59652075635,28798.806783412434,5.04271279544665
FL0495,American,Airbus A320,Domestic,178,18964.80143350741,32869.84966912228,2.2209022825010862
FL0496,United,Airbus A320,Regional,177,18577.966989880086,71811.08970055902,5.5302735672140955
FL0497,Southwest,Airbus A320,International,169,19095.851289160557,38467.5537846774,4.870317913667741
FL0498,American,Boeing 737,Regional,329,15983.020852397156,39292.5563450138,24.700125374083306
FL0499,Delta,Boeing 737,International,106,14500.39546315024,36615.5933885019,14.352089111459303
FL0500,Alaska,Boeing 737,Domestic,375,13362.696288646279,62929.79743493841,7.03430989613681
FL0501,JetBlue,Boeing 777,Domestic,356,13014.080010926402,31705.05102807338,44.54216042922717
FL0502,JetBlue,Boeing 787,International,206,20378.90780336106,48291.855359609595,6.260074167319419
FL0503,Delta,Airbus A320,International,212,14921.936461586723,44546.91631685301,0.6000251061428592
FL0504,Delta,Boeing 777,Domestic,197,19875.54902147484,61474.70258555765,3.0418323325927004
FL0505,JetBlue,Airbus A320,International,357,15901.965342781918,40672.12538968862,5.728260002207045
FL0506,Alaska,Boeing 737,Domestic,214,14336.028133624244,53398.54352847256,1.7067281655523159
FL0507,American,Boeing 777,International,216,12998.032647839542,32774.18974609549,29.481833808536816
FL0508,JetBlue,Boeing 737,Domestic,169,14617.906057639198,77561.2335028036,14.560685283865173
FL0509,Delta,Airbus A320,Domestic,165,21038.364105300127,44885.29977950179,3.123671923215122
FL0510,Southwest,Airbus A320,Domestic,153,13030.5277447046,48113.92530350977,8.935623239443268
FL0511,United,Boeing 787,Domestic,232,23273.589828734883,69511.80666505705,12.781546765266114
FL0512,Alaska,Airbus A320,Domestic,100,13810.05623209714,40373.25393403228,28.349566541541908
FL0513,Alaska,Boeing 737,Domestic,189,18899.839906083987,69675.97045820202,21.33985158334065
FL0514,Southwest,Airbus A320,Domestic,249,16035.195858384037,42650.87473620651,7.2400280916214115
FL0515,Southwest,Boeing 787,Regional,285,15474.209335916206,56732.07638967637,14.901121553535596
FL0516,Delta,Boeing 787,Regional,281,12431.453513199565,40555.13867792911,8.258669114197817
FL0517,JetBlue,Boeing 737,Domestic,269,16185.142455196037,30371.526213118454,8.04534465307152
FL0518,American,Boeing 777,Regional,349,12793.484811628787,53389.72655702801,1.2187610397398967
FL0519,Alaska,Airbus A320,Domestic,184,11118.95328074419,56318.744212785925,1.348324191825476
FL0520,Alaska,Boeing 787,International,298,16882.715770295836,30893.485349758896,7.540307678277603
FL0521,Southwest,Airbus A320,International,362,14466.646058125583,44008.241854186745,3.131524322137328
FL0522,JetBlue,Airbus A320,Domestic,246,21889.915251599938,63609.86649997979,0.21261331197272668
FL0523,Alaska,Boeing 777,Domestic,241,19700.06948829703,55801.54636035593,12.831574498797453
FL0524,American,Boeing 787,Domestic,335,21931.78298027766,42862.20497680734,0.33026000623942625
FL0525,Southwest,Airbus A320,Domestic,181,14321.174705574724,40232.16587875208,9.045520038896955
FL0526,American,Boeing 787,International,102,16935.64076842012,73327.1762267521,7.747777020854885
FL0527,JetBlue,Boeing 737,Domestic,181,8113.852929020632,29189.883092562846,34.678081469049495
FL0528,Alaska,Boeing 737,Domestic,85,15598.232381802483,47230.41853268816,6.620616595849093
FL0529,United,Airbus A320,Domestic,300,16815.19471367898,28958.940641978723,0.6571407730269342
FL0530,Alaska,Boeing 787,Domestic,216,16992.95384864567,65092.59038297566,8.022657885790043
FL0531,JetBlue,Airbus A320,Domestic,344,16364.421086266646,47907.39304129162,18.394561063975754
FL0532,Alaska,Boeing 787,Domestic,209,16713.096229605337,50316.26310200265,57.60125639712095
FL0533,Alaska,Boeing 787,Regional,166,7817.623570677082,83995.60002515891,5.62721158567536
FL0534,Delta,Boeing 777,Domestic,367,17319.90987546233,40284.855215426884,3.8610190454554534
FL0535,Alaska,Boeing 777,Domestic,255,18047.007654176123,70731.48688276095,23.71434727796992
FL0536,Alaska,Boeing 777,International,143,20781.68128841232,42920.48511269355,2.1225570100557
FL0537,American,Airbus A320,Domestic,116,17679.96178968618,44964.33805139632,9.55626630746666
FL0538,United,Boeing 777,International,245,16081.641386517638,82296.2783360678,5.203953077789556
FL0539,American,Boeing 777,International,368,20035.814151139108,45905.825095598244,0.41950094080730316
FL0540,American,Boeing 737,Domestic,190,8956.530481281668,30133.171744161777,4.266200150101238
FL0541,Southwest,Boeing 787,Domestic,189,14852.16470199314,51664.94424564206,3.081957430830057
FL0542,Delta,Boeing 787,Domestic,312,14049.408063812123,45754.42127282894,11.586526344019273
FL0543,American,Boeing 777,Domestic,272,16389.530240539803,52772.24594254018,29.718301722020076
FL0544,JetBlue,Boeing 787,Domestic,154,9464.183000866673,46263.228686739,3.120392307307135
FL0545,JetBlue,Boeing 737,Domestic,374,20722.8341191799,76802.08001066194,16.684765942617595
FL0546,Alaska,Boeing 737,Domestic,171,15700.608321010413,55237.565904867166,0.569511826603641
FL0547,Southwest,Boeing 777,Domestic,140,17520.14941170859,34025.45983956437,7.724523487022353
FL0548,Delta,Boeing 737,International,197,17213.89192019166,49619.10842631011,0.7316233417478717
FL0549,Delta,Boeing 787,International,97,20539.96766360624,37604.81228582849,27.18600527545924
FL0550,Alaska,Airbus A320,Domestic,102,10541.75956840305,44779.720047461604,14.539364905157763
FL0551,JetBlue,Boeing 787,Domestic,266,16859.4277295034,36164.270762631306,10.727980941774218
FL0552,United,Airbus A320,Regional,197,20167.77043425555,75392.54080167829,17.366827164148866
FL0553,Southwest,Boeing 777,International,313,16186.443370493787,39012.00000268312,10.427608159525663
FL0554,Alaska,Airbus A320,Regional,255,13455.937941957434,56938.33657592378,34.71976041608512
FL0555,Southwest,Boeing 737,Domestic,379,14567.551629901485,43794.767515603846,12.516164435330733
FL0556,JetBlue,Boeing 787,International,273,15242.585594219505,32940.62875655373,25.857256216489148
FL0557,JetBlue,Airbus A320,Domestic,163,14192.639905526434,50569.44093769359,7.280117309645197
FL0558,United,Boeing 787,Domestic,230,16011.00442538445,53208.993882114184,1.2450302892333251
FL0559,United,Boeing 777,Domestic,266,21326.391690192006,55262.14492580868,7.511528927398087
FL0560,Delta,Boeing 777,Domestic,370,14588.432750280055,13911.150990967748,1.3567406142994551
FL0561,Southwest,Boeing 737,Domestic,334,14939.443282307202,31947.005722301816,8.976983444081588
FL0562,Southwest,Boeing 777,Domestic,280,17971.297868961003,60448.2113472845,6.5873234432414005
FL0563,JetBlue,Airbus A320,International,155,15940.574835315598,35993.109486085705,9.743844595999843
FL0564,Delta,Boeing 777,Regional,332,12246.607573296376,50638.27265403145,0.10097792590495576
FL0565,Alaska,Boeing 737,Domestic,230,16304.196999107131,31645.67896202579,2.1671487418012996
FL0566,Southwest,Boeing 787,Domestic,190,16183.547416329839,57510.81432805972,6.7595665184858165
FL0567,Delta,Boeing 787,Domestic,347,19622.17070540209,60106.50474794246,30.058545632917646
FL0568,Delta,Boeing 777,International,154,13389.112325751485,57514.828780240765,4.838738420213381
FL0569,JetBlue,Airbus A320,Domestic,277,19643.42234481742,61423.238560596765,5.522937055209992
FL0570,Delta,Boeing 737,Regional,152,16186.94140128018,68330.70188369392,12.542003125027056
FL0571,United,Airbus A320,Domestic,136,12954.586653072012,32737.036289083328,9.258178644358017
FL0572,United,Boeing 737,Domestic,369,12311.909401353827,37747.26489503229,3.551420481359635
FL0573,American,Boeing 777,International,93,22690.043289307294,59668.06641394933,5.290174216094635
FL0574,JetBlue,Boeing 737,International,335,15988.268726926592,62692.85703388725,2.4551672317395816
FL0575,Alaska,Boeing 737,Domestic,268,19496.81317353756,39233.54160356497,33.820261045140306
FL0576,American,Boeing 777,Domestic,263,11034.017937253986,38329.48115076741,1.3999150751418268
FL0577,United,Airbus A320,Regional,282,24940.623641484483,39521.22463090342,4.649552490941316
FL0578,American,Boeing 777,Domestic,212,19358.382810774812,27133.7654674287,0.26178662741660264
FL0579,JetBlue,Boeing 737,Regional,104,15682.591314703332,31471.65463173702,2.50745365570939
FL0580,JetBlue,Boeing 777,Domestic,149,15520.269254862369,31785.195614608005,15.162715670931853
FL0581,Delta,Boeing 737,International,266,18850.714010569587,44176.71984052677,2.246136717730347
FL0582,Southwest,Boeing 777,International,325,18666.98139752015,51520.87470584141,0.8345052710620731
FL0583,Delta,Boeing 787,Domestic,108,17084.093697271805,53635.14681135084,6.433159962391616
FL0584,JetBlue,Boeing 787,Regional,167,16534.81202624714,41388.69070741614,0.10019260310612232
FL0585,United,Boeing 777,Domestic,269,18295.41466888293,41708.167488348576,0.8857567742582315
FL0586,Alaska,Airbus A320,Domestic,183,10926.548630143432,49607.5994369664,16.483132069787295
FL0587,United,Boeing 737,International,146,15311.92091963439,28551.81075705745,14.761024227580853
FL0588,Delta,Boeing 787,Domestic,370,11230.035653462892,60472.72691708016,24.66738538820195
FL0589,Alaska,Airbus A320,International,106,18434.695503048017,64710.008627185525,19.276852867320713
FL0590,JetBlue,Boeing 737,Domestic,296,14337.395292693378,39867.45171005548,11.49407485778765
FL0591,United,Boeing 787,Domestic,210,11470.950148226631,42820.32992846587,0.5375195367858119
FL0592,JetBlue,Boeing 787,Domestic,126,13959.883123139298,64163.058922987206,15.271605556957812
FL0593,Alaska,Boeing 777,Domestic,182,16977.93984469051,46400.329317131305,18.676311581706283
FL0594,Alaska,Boeing 737,Domestic,115,15843.269175821408,55647.190797371186,16.048591398903223
FL0595,United,Airbus A320,International,242,12745.899011095125,46800.02988058994,7.10250685793965
FL0596,JetBlue,Airbus A320,Regional,196,11044.42047446203,68231.99605024356,2.6514050490345293
FL0597,American,Airbus A320,International,331,16736.584918497607,54371.035167269445,18.664613067505318
FL0598,JetBlue,Boeing 737,Domestic,206,14641.542058398525,55119.525034949496,12.988800343725943
FL0599,Alaska,Airbus A320,Domestic,357,15674.141728435037,55361.985003536625,39.50824874529127
