Week,Date,Airline,Revenue
5,2023-01-29,Southwest Airlines,67.0929709187731
6,2023-02-05,Delta Airlines,80.96964873756201
6,2023-02-05,Southwest Airlines,61.787546726096814
6,2023-02-05,Delta Airlines,84.18761741413294
6,2023-02-05,Southwest Airlines,60.261018940271775
6,2023-02-05,Delta Airlines,84.73190382871522
6,2023-02-05,Southwest Airlines,65.0863314444164
6,2023-02-05,Delta Airlines,90.87431866734484
6,2023-02-05,Southwest Airlines,64.16843926848561
6,2023-02-05,Delta Airlines,85.98841213588155
6,2023-02-05,Southwest Airlines,63.17234435409358
6,2023-02-05,Delta Airlines,79.45944731781613
6,2023-02-05,Southwest Airlines,63.364072515361386
6,2023-02-05,Delta Airlines,85.39645159353633
6,2023-02-05,Southwest Airlines,73.32309646709939
6,2023-02-05,Delta Airlines,84.63867806936989
6,2023-02-05,Southwest Airlines,64.6763173864927
6,2023-02-05,Delta Airlines,85.11162565459752
6,2023-02-05,Southwest Airlines,58.79541586668012
6,2023-02-05,Delta Airlines,88.64422940725831
6,2023-02-05,Southwest Airlines,66.47786014790535
7,2023-02-12,Delta Airlines,87.99099849735661
7,2023-02-12,Southwest Airlines,53.41426997931018
7,2023-02-12,Delta Airlines,89.82628558903576
7,2023-02-12,Southwest Airlines,51.44441554732001
7,2023-02-12,Delta Airlines,87.37847393762829
7,2023-02-12,Southwest Airlines,65.81364230172905
7,2023-02-12,Delta Airlines,82.64629368083541
7,2023-02-12,Southwest Airlines,54.78662888007805
7,2023-02-12,Delta Airlines,85.9168567514904
7,2023-02-12,Southwest Airlines,55.03791718202434
7,2023-02-12,Delta Airlines,80.96591236302908
7,2023-02-12,Southwest Airlines,57.326071697713246
7,2023-02-12,Delta Airlines,82.43099151504916
7,2023-02-12,Southwest Airlines,58.94618952102986
7,2023-02-12,Delta Airlines,82.85962995352607
7,2023-02-12,Southwest Airlines,63.251557418559294
7,2023-02-12,Delta Airlines,83.26814277921876
7,2023-02-12,Southwest Airlines,55.76357373366643
7,2023-02-12,Delta Airlines,88.05845430833648
7,2023-02-12,Southwest Airlines,52.128362532753314
8,2023-02-19,Delta Airlines,87.36397059342136
8,2023-02-19,Southwest Airlines,55.48591777540945
8,2023-02-19,Delta Airlines,81.85914108592527
8,2023-02-19,Southwest Airlines,50.995882192408956
8,2023-02-19,Delta Airlines,87.46123917235423
8,2023-02-19,Southwest Airlines,53.38463824538898
8,2023-02-19,Delta Airlines,82.97073865697472
8,2023-02-19,Southwest Airlines,44.97552030594263
8,2023-02-19,Delta Airlines,88.24741548645966
8,2023-02-19,Southwest Airlines,51.445285451212484
8,2023-02-19,Delta Airlines,87.4330693406466
8,2023-02-19,Southwest Airlines,51.64313959626764
8,2023-02-19,Delta Airlines,84.64151662487349
8,2023-02-19,Southwest Airlines,51.18636154692375
8,2023-02-19,Delta Airlines,87.560808209505
8,2023-02-19,Southwest Airlines,47.399941086174266
8,2023-02-19,Delta Airlines,92.27891432304322
8,2023-02-19,Southwest Airlines,52.15267844192689
8,2023-02-19,Delta Airlines,83.10768029800101
8,2023-02-19,Southwest Airlines,52.88356119281506
9,2023-02-26,Delta Airlines,86.28471660474797
9,2023-02-26,Southwest Airlines,47.981930224893766
9,2023-02-26,Delta Airlines,92.68454835245215
9,2023-02-26,Southwest Airlines,41.550862536517116
9,2023-02-26,Delta Airlines,92.09889000316291
9,2023-02-26,Southwest Airlines,46.484715517669954
9,2023-02-26,Delta Airlines,91.6749420954134
9,2023-02-26,Southwest Airlines,52.42076374053975
9,2023-02-26,Delta Airlines,88.47259726742132
9,2023-02-26,Southwest Airlines,41.818647152494
9,2023-02-26,Delta Airlines,86.54021832655337
9,2023-02-26,Southwest Airlines,41.570350670062204
9,2023-02-26,Delta Airlines,88.97745648718762
9,2023-02-26,Southwest Airlines,46.19819970919053
9,2023-02-26,Delta Airlines,90.03883401341999
9,2023-02-26,Southwest Airlines,48.14232480606805
9,2023-02-26,Delta Airlines,89.24776729106365
9,2023-02-26,Southwest Airlines,50.647728118553225
9,2023-02-26,Delta Airlines,88.41479111571607
9,2023-02-26,Southwest Airlines,55.714268476282435
10,2023-03-05,Delta Airlines,95.55092583441485
10,2023-03-05,Southwest Airlines,38.67913263751755
10,2023-03-05,Delta Airlines,90.4612462969365
10,2023-03-05,Southwest Airlines,44.03765252415542
10,2023-03-05,Delta Airlines,93.00353543514228
10,2023-03-05,Southwest Airlines,44.96376483955105
10,2023-03-05,Delta Airlines,95.09363666484047
10,2023-03-05,Southwest Airlines,41.81644721255519
10,2023-03-05,Delta Airlines,91.13354263691461
10,2023-03-05,Southwest Airlines,36.04837396443922
10,2023-03-05,Delta Airlines,92.33437893491877
10,2023-03-05,Southwest Airlines,45.53335804047657
10,2023-03-05,Delta Airlines,94.31620502351045
10,2023-03-05,Southwest Airlines,37.124807748334725
10,2023-03-05,Delta Airlines,94.19346656867337
10,2023-03-05,Southwest Airlines,43.64903238209803
10,2023-03-05,Delta Airlines,91.02235148251643
10,2023-03-05,Southwest Airlines,42.72266328696479
10,2023-03-05,Delta Airlines,93.84854994645784
10,2023-03-05,Southwest Airlines,37.53588167186019
11,2023-03-12,Delta Airlines,100.73707111250637
11,2023-03-12,Southwest Airlines,44.68871882236878
11,2023-03-12,Delta Airlines,102.91286276098735
11,2023-03-12,Southwest Airlines,46.660788925035455
11,2023-03-12,Delta Airlines,95.53070092759025
11,2023-03-12,Southwest Airlines,38.69428055723535
11,2023-03-12,Delta Airlines,101.2088148330875
11,2023-03-12,Southwest Airlines,44.50072452054467
11,2023-03-12,Delta Airlines,101.20885209037966
11,2023-03-12,Southwest Airlines,57.85650667951472
11,2023-03-12,Delta Airlines,101.37638056354102
11,2023-03-12,Southwest Airlines,46.98784327761824
11,2023-03-12,Delta Airlines,102.52571432194112
11,2023-03-12,Southwest Airlines,45.05114572211903
11,2023-03-12,Delta Airlines,98.71790129754048
11,2023-03-12,Southwest Airlines,45.48145759886891
11,2023-03-12,Delta Airlines,97.34523338784881
11,2023-03-12,Southwest Airlines,41.498306289935805
11,2023-03-12,Delta Airlines,98.20761838797421
11,2023-03-12,Southwest Airlines,42.77307727444113
12,2023-03-19,Delta Airlines,112.72167869527924
12,2023-03-19,Southwest Airlines,37.600084326016926
12,2023-03-19,Delta Airlines,107.83648356638224
12,2023-03-19,Southwest Airlines,38.618281611625314
12,2023-03-19,Delta Airlines,104.3619073978904
12,2023-03-19,Southwest Airlines,49.42494748425339
12,2023-03-19,Delta Airlines,105.9705430525451
12,2023-03-19,Southwest Airlines,40.7581659846667
12,2023-03-19,Delta Airlines,103.6317918674788
12,2023-03-19,Southwest Airlines,47.78753609212262
12,2023-03-19,Delta Airlines,103.5866031001073
12,2023-03-19,Southwest Airlines,45.93497945471182
12,2023-03-19,Delta Airlines,105.91441851497015
12,2023-03-19,Southwest Airlines,42.462743705960655
12,2023-03-19,Delta Airlines,112.20953526323468
12,2023-03-19,Southwest Airlines,47.604821185655965
12,2023-03-19,Delta Airlines,99.70227523528588
12,2023-03-19,Southwest Airlines,45.81496235546163
12,2023-03-19,Delta Airlines,103.79234360095354
12,2023-03-19,Southwest Airlines,48.47887843556882
13,2023-03-26,Delta Airlines,107.74375812826155
13,2023-03-26,Southwest Airlines,47.85418536585991
13,2023-03-26,Delta Airlines,111.63628218050101
13,2023-03-26,Southwest Airlines,51.776151908407996
13,2023-03-26,Delta Airlines,106.52043112239232
13,2023-03-26,Southwest Airlines,46.97512618836372
13,2023-03-26,Delta Airlines,108.69648441007678
13,2023-03-26,Southwest Airlines,45.69981420143266
13,2023-03-26,Delta Airlines,115.41768306440294
13,2023-03-26,Southwest Airlines,49.93305797557133
13,2023-03-26,Delta Airlines,106.3386684805545
13,2023-03-26,Southwest Airlines,51.984578919946614
13,2023-03-26,Delta Airlines,116.48778893459755
13,2023-03-26,Southwest Airlines,52.4429921739321
13,2023-03-26,Delta Airlines,105.5632104456976
13,2023-03-26,Southwest Airlines,46.37619484026251
13,2023-03-26,Delta Airlines,113.92205379111951
13,2023-03-26,Southwest Airlines,45.48245326925239
13,2023-03-26,Delta Airlines,111.45277862799833
13,2023-03-26,Southwest Airlines,51.411667345444855
14,2023-04-02,Delta Airlines,108.39006822340002
14,2023-04-02,Southwest Airlines,49.991122256489014
14,2023-04-02,Delta Airlines,101.44705761792706
14,2023-04-02,Southwest Airlines,46.13167311539905
14,2023-04-02,Delta Airlines,110.4131551839548
14,2023-04-02,Southwest Airlines,45.23809095287682
14,2023-04-02,Delta Airlines,116.06809354992919
14,2023-04-02,Southwest Airlines,44.50865816889368
14,2023-04-02,Delta Airlines,109.85072617804332
14,2023-04-02,Southwest Airlines,50.75218598988058
14,2023-04-02,Delta Airlines,115.49467950533263
14,2023-04-02,Southwest Airlines,44.485775076018456
14,2023-04-02,Delta Airlines,114.66035089459915
14,2023-04-02,Southwest Airlines,50.27015592481456
14,2023-04-02,Delta Airlines,108.22633368499042
14,2023-04-02,Southwest Airlines,52.0776375777893
14,2023-04-02,Delta Airlines,111.76803872485469
14,2023-04-02,Southwest Airlines,47.82835617210103
14,2023-04-02,Delta Airlines,111.38026589310434
14,2023-04-02,Southwest Airlines,48.68796929328917
15,2023-04-09,Delta Airlines,108.89413347477226
15,2023-04-09,Southwest Airlines,51.961731685085795
15,2023-04-09,Delta Airlines,113.31163188745457
15,2023-04-09,Southwest Airlines,44.36194699169421
15,2023-04-09,Delta Airlines,114.95268156298732
15,2023-04-09,Southwest Airlines,41.5048577889116
15,2023-04-09,Delta Airlines,108.09822615391177
15,2023-04-09,Southwest Airlines,51.66647781293992
15,2023-04-09,Delta Airlines,109.39655704222362
15,2023-04-09,Southwest Airlines,46.82241090771923
15,2023-04-09,Delta Airlines,107.92921468794668
15,2023-04-09,Southwest Airlines,47.34120524836628
15,2023-04-09,Delta Airlines,106.78548716818588
15,2023-04-09,Southwest Airlines,52.71161737508571
15,2023-04-09,Delta Airlines,109.62462789691365
15,2023-04-09,Southwest Airlines,46.541570605958995
15,2023-04-09,Delta Airlines,111.25238106531826
15,2023-04-09,Southwest Airlines,50.54240707050805
15,2023-04-09,Delta Airlines,110.9921677955354
15,2023-04-09,Southwest Airlines,51.83172435469606
16,2023-04-16,Delta Airlines,100.81816534076157
16,2023-04-16,Southwest Airlines,42.83842557314789
16,2023-04-16,Delta Airlines,105.54703118889756
16,2023-04-16,Southwest Airlines,47.520630795669625
16,2023-04-16,Delta Airlines,103.24244559163533
16,2023-04-16,Southwest Airlines,45.54845926717089
16,2023-04-16,Delta Airlines,107.13814506089305
16,2023-04-16,Southwest Airlines,42.71286417859245
16,2023-04-16,Delta Airlines,104.9464425170379
16,2023-04-16,Southwest Airlines,44.27037912420019
16,2023-04-16,Delta Airlines,102.65210676384612
16,2023-04-16,Southwest Airlines,49.47425714188452
16,2023-04-16,Delta Airlines,105.78139942049187
16,2023-04-16,Southwest Airlines,48.33318827793832
16,2023-04-16,Delta Airlines,107.22158679499077
16,2023-04-16,Southwest Airlines,45.1631651004668
16,2023-04-16,Delta Airlines,105.35100928741267
16,2023-04-16,Southwest Airlines,43.83808270756194
16,2023-04-16,Delta Airlines,104.27764943099311
16,2023-04-16,Southwest Airlines,44.55857751646503
17,2023-04-23,Delta Airlines,97.72958816934465
17,2023-04-23,Southwest Airlines,40.64086617980228
17,2023-04-23,Delta Airlines,94.98393822466608
17,2023-04-23,Southwest Airlines,46.62978718079647
17,2023-04-23,Delta Airlines,94.42054812986738
17,2023-04-23,Southwest Airlines,33.4034836269037
17,2023-04-23,Delta Airlines,100.9129328948667
17,2023-04-23,Southwest Airlines,41.42688885390637
17,2023-04-23,Delta Airlines,99.31095972552296
17,2023-04-23,Southwest Airlines,40.77362011511175
17,2023-04-23,Delta Airlines,97.40185995582576
17,2023-04-23,Southwest Airlines,34.671220592111304
17,2023-04-23,Delta Airlines,97.66601394894768
17,2023-04-23,Southwest Airlines,35.55159123200618
17,2023-04-23,Delta Airlines,100.36395947461975
17,2023-04-23,Southwest Airlines,37.67200855204607
17,2023-04-23,Delta Airlines,94.96210868398896
17,2023-04-23,Southwest Airlines,36.97469471144265
17,2023-04-23,Delta Airlines,98.67739463719337
17,2023-04-23,Southwest Airlines,36.005339866838725
18,2023-04-30,Delta Airlines,78.56509202976383
18,2023-04-30,Southwest Airlines,31.53048949056948
18,2023-04-30,Delta Airlines,81.7666529297893
18,2023-04-30,Southwest Airlines,28.52796794311731
18,2023-04-30,Delta Airlines,79.61863829960816
18,2023-04-30,Southwest Airlines,31.483940394032373
18,2023-04-30,Delta Airlines,76.68750019197115
18,2023-04-30,Southwest Airlines,24.92588554709561
18,2023-04-30,Delta Airlines,78.87642055270582
18,2023-04-30,Southwest Airlines,29.70195203775444
18,2023-04-30,Delta Airlines,81.96447591325715
18,2023-04-30,Southwest Airlines,36.45716551240004
18,2023-04-30,Delta Airlines,83.60473208606919
18,2023-04-30,Southwest Airlines,29.91598652474812
18,2023-04-30,Delta Airlines,80.97470459275506
18,2023-04-30,Southwest Airlines,26.545623186050594
18,2023-04-30,Delta Airlines,80.97621380848597
18,2023-04-30,Southwest Airlines,29.401106088921278
18,2023-04-30,Delta Airlines,81.9999088974774
18,2023-04-30,Southwest Airlines,27.24681687039254
19,2023-05-07,Delta Airlines,80.86039025281225
19,2023-05-07,Southwest Airlines,30.145928176284368
19,2023-05-07,Delta Airlines,78.97607026471816
19,2023-05-07,Southwest Airlines,25.621819412669822
19,2023-05-07,Delta Airlines,81.37278268522206
19,2023-05-07,Southwest Airlines,22.41009063673071
19,2023-05-07,Delta Airlines,79.97462815551998
19,2023-05-07,Southwest Airlines,24.065342127401237
19,2023-05-07,Delta Airlines,79.59537900573523
19,2023-05-07,Southwest Airlines,20.92293338885219
19,2023-05-07,Delta Airlines,79.37588123286557
19,2023-05-07,Southwest Airlines,26.006965689255857
19,2023-05-07,Delta Airlines,83.65578153347386
19,2023-05-07,Southwest Airlines,27.852055828614883
19,2023-05-07,Delta Airlines,85.7618980826234
19,2023-05-07,Southwest Airlines,20.945582272721857
19,2023-05-07,Delta Airlines,81.91931262025076
19,2023-05-07,Southwest Airlines,24.748340547227464
19,2023-05-07,Delta Airlines,85.87175950974175
19,2023-05-07,Southwest Airlines,20.78177938285345
20,2023-05-14,Delta Airlines,77.62368417815146
20,2023-05-14,Southwest Airlines,17.88966071394639
20,2023-05-14,Delta Airlines,73.77116253176436
20,2023-05-14,Southwest Airlines,18.184211208999432
20,2023-05-14,Delta Airlines,77.8654517200327
20,2023-05-14,Southwest Airlines,20.88880644162731
20,2023-05-14,Delta Airlines,81.16811763202527
20,2023-05-14,Southwest Airlines,27.791914652586023
20,2023-05-14,Delta Airlines,82.99412121925194
20,2023-05-14,Southwest Airlines,17.979616673072865
20,2023-05-14,Delta Airlines,77.44760569064871
20,2023-05-14,Southwest Airlines,22.254907981748502
20,2023-05-14,Delta Airlines,76.18215008363187
20,2023-05-14,Southwest Airlines,27.613066359139893
20,2023-05-14,Delta Airlines,83.68117006685765
20,2023-05-14,Southwest Airlines,18.41052868730366
20,2023-05-14,Delta Airlines,75.00344611742116
20,2023-05-14,Southwest Airlines,25.702720792384127
20,2023-05-14,Delta Airlines,79.79923016893594
20,2023-05-14,Southwest Airlines,25.238496543616325
21,2023-05-21,Delta Airlines,77.54600379620214
21,2023-05-21,Southwest Airlines,17.620942241137428
21,2023-05-21,Delta Airlines,82.3450178717398
21,2023-05-21,Southwest Airlines,20.206364708011485
21,2023-05-21,Delta Airlines,80.97909035814752
21,2023-05-21,Southwest Airlines,22.509842062342514
21,2023-05-21,Delta Airlines,79.12642548443746
21,2023-05-21,Southwest Airlines,19.448924392867344
21,2023-05-21,Delta Airlines,82.69017366772094
21,2023-05-21,Southwest Airlines,22.076197669187515
21,2023-05-21,Delta Airlines,84.46413140685192
21,2023-05-21,Southwest Airlines,15.51987396560104
21,2023-05-21,Delta Airlines,77.72694426037839
21,2023-05-21,Southwest Airlines,25.129149620546553
21,2023-05-21,Delta Airlines,83.32622880852402
21,2023-05-21,Southwest Airlines,17.024496186726303
21,2023-05-21,Delta Airlines,86.98274269915282
21,2023-05-21,Southwest Airlines,20.48114087012395
21,2023-05-21,Delta Airlines,85.86717832477673
21,2023-05-21,Southwest Airlines,20.288516258592953
22,2023-05-28,Delta Airlines,90.43117158843049
22,2023-05-28,Southwest Airlines,29.642322041323276
22,2023-05-28,Delta Airlines,83.5020353683473
22,2023-05-28,Southwest Airlines,26.507242475367878
22,2023-05-28,Delta Airlines,86.18505566253997
22,2023-05-28,Southwest Airlines,28.095484901679853
22,2023-05-28,Delta Airlines,81.3541574320442
22,2023-05-28,Southwest Airlines,25.365164511544215
22,2023-05-28,Delta Airlines,87.42420127433329
22,2023-05-28,Southwest Airlines,15.586000725858
22,2023-05-28,Delta Airlines,80.6991522757872
22,2023-05-28,Southwest Airlines,15.0
22,2023-05-28,Delta Airlines,83.44070731045085
22,2023-05-28,Southwest Airlines,25.491127694734306
22,2023-05-28,Delta Airlines,88.7559989700726
22,2023-05-28,Southwest Airlines,22.91733779322956
22,2023-05-28,Delta Airlines,89.1347744504984
22,2023-05-28,Southwest Airlines,17.10055283869089
22,2023-05-28,Delta Airlines,79.13878049571906
22,2023-05-28,Southwest Airlines,22.398767875963983
23,2023-06-04,Delta Airlines,85.87249672926215
23,2023-06-04,Southwest Airlines,26.37213231963708
23,2023-06-04,Delta Airlines,78.5179740823246
23,2023-06-04,Southwest Airlines,26.146431153962297
23,2023-06-04,Delta Airlines,80.80689188092968
23,2023-06-04,Southwest Airlines,29.181601507333603
23,2023-06-04,Delta Airlines,85.82009512073478
23,2023-06-04,Southwest Airlines,22.743392166704027
23,2023-06-04,Delta Airlines,83.17869963043415
23,2023-06-04,Southwest Airlines,22.266057224457644
23,2023-06-04,Delta Airlines,84.53226309062472
23,2023-06-04,Southwest Airlines,30.323480594018402
23,2023-06-04,Delta Airlines,81.7631222434376
23,2023-06-04,Southwest Airlines,28.519097374084826
23,2023-06-04,Delta Airlines,83.12952752732691
23,2023-06-04,Southwest Airlines,23.33141998296407
23,2023-06-04,Delta Airlines,84.39920930258056
23,2023-06-04,Southwest Airlines,22.361942022335953
23,2023-06-04,Delta Airlines,83.05935246640269
23,2023-06-04,Southwest Airlines,21.711399741658056
24,2023-06-11,Delta Airlines,89.35204419713062
24,2023-06-11,Southwest Airlines,29.81178068223477
24,2023-06-11,Delta Airlines,81.3586922744037
24,2023-06-11,Southwest Airlines,30.526646117284745
24,2023-06-11,Delta Airlines,83.12088464930896
24,2023-06-11,Southwest Airlines,28.786848076214962
24,2023-06-11,Delta Airlines,85.30036889851173
24,2023-06-11,Southwest Airlines,32.70075731453708
24,2023-06-11,Delta Airlines,81.86636535554987
24,2023-06-11,Southwest Airlines,27.367453511769135
24,2023-06-11,Delta Airlines,82.63271370692652
24,2023-06-11,Southwest Airlines,20.463041815405518
24,2023-06-11,Delta Airlines,78.9122956117858
24,2023-06-11,Southwest Airlines,35.13822354412596
24,2023-06-11,Delta Airlines,88.3927719388853
24,2023-06-11,Southwest Airlines,28.674582316122343
24,2023-06-11,Delta Airlines,85.18753968754875
24,2023-06-11,Southwest Airlines,30.915727092522
24,2023-06-11,Delta Airlines,92.69451122374717
24,2023-06-11,Southwest Airlines,34.14902612008616
25,2023-06-18,Delta Airlines,92.58320361249137
25,2023-06-18,Southwest Airlines,26.65621697933749
25,2023-06-18,Delta Airlines,88.14761742616096
25,2023-06-18,Southwest Airlines,31.292233285208084
25,2023-06-18,Delta Airlines,90.69790415108076
25,2023-06-18,Southwest Airlines,24.789363903348494
25,2023-06-18,Delta Airlines,91.0272377342061
25,2023-06-18,Southwest Airlines,26.152186727281613
25,2023-06-18,Delta Airlines,98.02838129215137
25,2023-06-18,Southwest Airlines,34.004937769536994
25,2023-06-18,Delta Airlines,92.94303846298382
25,2023-06-18,Southwest Airlines,36.3981552972993
25,2023-06-18,Delta Airlines,93.19906130987653
25,2023-06-18,Southwest Airlines,27.033241936426137
25,2023-06-18,Delta Airlines,97.53632861874264
25,2023-06-18,Southwest Airlines,32.63401891647783
25,2023-06-18,Delta Airlines,89.8552179239543
25,2023-06-18,Southwest Airlines,29.717024029404758
25,2023-06-18,Delta Airlines,90.3401016267794
25,2023-06-18,Southwest Airlines,24.947179817881846
26,2023-06-25,Delta Airlines,92.77853264259493
26,2023-06-25,Southwest Airlines,35.88030724899981
26,2023-06-25,Delta Airlines,85.80429727854258
26,2023-06-25,Southwest Airlines,30.49451763388158
26,2023-06-25,Delta Airlines,88.04807229263452
26,2023-06-25,Southwest Airlines,26.29413915206051
26,2023-06-25,Delta Airlines,88.2228182272834
26,2023-06-25,Southwest Airlines,24.78667760840003
26,2023-06-25,Delta Airlines,90.14556488383448
26,2023-06-25,Southwest Airlines,24.918840221475143
26,2023-06-25,Delta Airlines,90.81137047733952
26,2023-06-25,Southwest Airlines,28.041688249322746
26,2023-06-25,Delta Airlines,89.28315585940076
26,2023-06-25,Southwest Airlines,24.612386038952902
26,2023-06-25,Delta Airlines,88.269686008295
26,2023-06-25,Southwest Airlines,31.264205590422318
26,2023-06-25,Delta Airlines,91.50275156287314
26,2023-06-25,Southwest Airlines,24.33241970792509
26,2023-06-25,Delta Airlines,90.29799691628767
26,2023-06-25,Southwest Airlines,31.248189180606452
27,2023-07-02,Delta Airlines,81.94948349303431
27,2023-07-02,Southwest Airlines,25.66885004879591
27,2023-07-02,Delta Airlines,84.96982805956088
27,2023-07-02,Southwest Airlines,25.777803953648807
27,2023-07-02,Delta Airlines,84.66792186677087
27,2023-07-02,Southwest Airlines,16.275880876618096
27,2023-07-02,Delta Airlines,82.07507202274893
27,2023-07-02,Southwest Airlines,23.6877490659217
27,2023-07-02,Delta Airlines,87.73686684156287
27,2023-07-02,Southwest Airlines,19.878142778858535
27,2023-07-02,Delta Airlines,88.87347671273054
27,2023-07-02,Southwest Airlines,16.84932903020033
27,2023-07-02,Delta Airlines,86.75945994045647
27,2023-07-02,Southwest Airlines,18.651344480226342
27,2023-07-02,Delta Airlines,85.00219101299194
27,2023-07-02,Southwest Airlines,23.685003964541828
27,2023-07-02,Delta Airlines,84.37645924054657
27,2023-07-02,Southwest Airlines,21.95718710235687
27,2023-07-02,Delta Airlines,89.97657776404174
27,2023-07-02,Southwest Airlines,21.187841801183577
28,2023-07-09,Delta Airlines,86.13824348551248
28,2023-07-09,Southwest Airlines,28.263355235719075
28,2023-07-09,Delta Airlines,85.2205796830629
28,2023-07-09,Southwest Airlines,38.54845713698115
28,2023-07-09,Delta Airlines,76.21623364893519
28,2023-07-09,Southwest Airlines,29.59460163246764
28,2023-07-09,Delta Airlines,85.36238353085866
28,2023-07-09,Southwest Airlines,31.970001110177577
