DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
14,7,9E,11618,11193,-9,-15
25,4,OO,12892,14771,-5,-8
20,7,DL,13244,13487,-6,-9
17,5,US,11057,14100,0,-3
29,7,B6,14635,11618,-10,11
21,3,WN,14107,14679,5,1
12,6,WN,12889,10423,-5,-23
12,5,WN,13232,12892,6,-12
6,4,WN,13232,13931,48,42
25,2,MQ,11042,12478,4,1
5,1,F9,11292,11193,-4,-4
1,3,WN,13198,11292,0,-2
23,7,DL,13871,10397,-5,20
12,3,DL,15304,10397,-6,-10
13,4,DL,14771,12478,-4,-6
4,7,YV,13198,13930,-5,-13
15,4,US,12953,10721,-6,-21
16,4,FL,10397,14492,1,-6
1,6,DL,12478,12892,0,-16
13,4,AA,14771,11298,-1,-9
30,3,F9,13232,11292,-6,8
16,7,MQ,13930,14869,1,11
7,2,DL,13487,10423,-5,-1
15,3,UA,11292,10821,-5,-6
21,7,DL,14747,10397,-5,-5
28,3,DL,14771,13487,-9,-21
24,6,UA,13930,14908,-2,-19
21,5,EV,12264,11066,-1,2
30,2,DL,12266,10397,-5,-8
6,6,YV,11057,13931,-16,-22
29,1,AA,11298,14107,6,-10
26,5,EV,12264,11066,-11,-23
23,3,EV,14683,13487,-10,-3
25,6,WN,13796,14107,0,-6
15,2,DL,10397,13930,-2,-16
10,6,WN,14683,12889,100,100
29,6,WN,12339,10821,-4,-14
24,2,UA,12266,12889,-1,-14
23,5,DL,12266,10397,-5,-13
22,6,MQ,11057,13930,-5,-25
3,1,UA,10721,14771,-4,-10
1,1,WN,10792,10821,8,8
10,3,WN,14747,14893,23,22
3,5,WN,13204,13198,33,18
30,4,AS,10299,14747,-9,0
25,2,US,14122,11057,2,-3
13,4,WN,15304,12191,14,3
23,2,US,14027,11278,-4,12
22,1,YV,14107,15376,-3,-10
31,4,AA,11298,14771,67,54
29,4,WN,12889,13342,71,70
25,2,DL,13930,10397,18,17
12,3,US,11278,12953,1,-8
12,5,US,11433,11057,-3,1
4,5,DL,13487,15016,-3,-13
21,6,WN,11292,14100,59,38
18,5,FL,15304,10397,-8,-10
8,4,OO,14908,11292,0,8
1,7,YV,12264,13198,2,-5
27,6,DL,11697,12953,-4,-21
3,4,EV,12266,11259,0,0
17,1,WN,11292,13232,-4,-14
14,2,OO,13244,10693,-3,16
6,5,WN,14869,12889,0,3
30,1,EV,13487,11618,-1,-5
17,5,YV,14107,10140,83,80
31,6,UA,11042,11292,-6,-20
7,6,WN,11292,11066,4,6
25,4,US,11057,13487,0,15
20,4,EV,15016,13930,4,-8
9,7,UA,11618,10721,12,4
1,1,9E,11433,13198,-5,-7
22,1,US,11278,13204,-5,24
16,2,DL,12264,10397,75,57
4,2,US,13204,11057,-2,-9
21,5,US,11292,14107,-2,-4
27,4,OO,11292,14869,-7,-12
29,3,DL,10397,13495,-1,-2
16,7,US,11278,15304,62,43
19,1,F9,14869,11292,-7,-10
5,1,WN,13891,14893,-2,-8
15,2,MQ,13930,14524,-6,-13
10,4,B6,11697,12892,0,14
18,4,WN,14492,10821,49,47
30,7,DL,12892,12173,48,29
26,5,EV,11042,12264,-5,-21
16,5,WN,13232,14679,0,-19
21,7,US,14107,11298,-2,-1
7,7,WN,13871,13232,2,-2
15,1,EV,12266,10140,68,63
23,5,EV,11278,11193,12,3
12,1,EV,11433,11618,0,-18
11,7,UA,12266,10821,-2,-23
24,1,DL,12953,13495,-6,-4
10,4,UA,14771,12264,-6,5
26,5,EV,14730,12266,185,187
12,5,OO,15376,14771,-6,-28
4,4,DL,10397,14524,-2,-13
4,4,DL,12953,10397,-4,12
23,7,DL,10397,10693,6,-10
25,4,WN,13204,13232,-2,-1
5,3,AA,13930,13303,-1,-2
17,1,UA,11292,13204,-2,4
19,3,MQ,11292,12892,-3,-4
21,7,DL,10397,13871,-4,-12
8,1,US,11697,14100,-10,7
29,1,MQ,12953,14492,0,-12
29,7,FL,10397,12191,12,-8
24,6,UA,12264,14057,-3,-39
21,2,US,14107,12954,2,11
27,6,FL,10397,11292,1,1
15,2,US,12953,11057,-4,1
25,6,US,14027,11057,-3,2
14,5,UA,14771,12892,-1,-7
1,2,YV,11057,14524,-4,-9
2,1,VX,12892,13930,28,27
30,4,EV,12266,12451,15,5
28,7,AA,11298,13495,0,5
7,2,WN,11042,10821,-2,2
29,1,UA,13930,12266,0,-26
23,3,DL,10397,10792,4,-17
14,6,DL,14843,12478,-18,-41
17,4,WN,12892,13198,2,-16
19,6,WN,11697,12191,-2,-8
6,2,DL,11433,11292,103,103
12,1,EV,11618,11066,-4,-3
21,1,WN,13796,14679,7,2
7,3,EV,13851,12266,12,15
29,3,FL,12953,10397,0,2
18,2,UA,14908,12266,0,-19
16,5,DL,10397,13487,0,-9
5,7,AA,13930,12889,1,-10
2,5,9E,13930,11193,37,28
27,1,OO,15376,11292,-7,-12
15,1,AS,14908,14747,-4,0
21,3,WN,13232,11618,5,1
24,6,US,10693,11057,-9,-6
27,2,FL,10821,15304,-7,-12
11,2,B6,10721,13930,-3,-14
16,5,WN,14893,14107,33,26
23,3,WN,14107,13204,8,14
4,7,WN,14057,13232,0,-22
8,1,F9,11292,13487,-1,-1
18,2,OO,14747,12892,14,22
28,1,WN,14679,14771,-1,-1
6,2,OO,14683,12266,-7,-13
14,7,MQ,13930,13871,42,38
12,1,UA,12264,14679,136,128
24,5,WN,14683,12889,38,28
21,1,DL,13487,10821,-5,-31
3,2,MQ,14492,12953,92,59
19,1,UA,14771,11618,-7,-32
9,4,B6,14492,12478,1,-3
18,6,WN,13342,13487,0,-6
15,6,B6,12478,14027,-2,-21
18,5,9E,12451,12478,7,7
28,1,MQ,12953,14492,1,9
28,7,WN,14570,12889,-4,-8
15,6,MQ,12478,11066,-2,5
12,3,UA,14908,12266,-10,-14
15,1,UA,11618,12892,-3,-5
21,3,DL,10721,11433,-7,-11
14,5,UA,13930,12266,17,-12
26,6,9E,13487,10423,-1,-8
4,4,US,10721,11278,-6,-21
24,3,US,12892,11057,-5,-13
7,6,WN,12889,10800,-4,-10
22,4,UA,12264,14771,10,-10
12,1,DL,11433,10397,41,35
6,5,B6,10792,12478,-10,-9
12,3,UA,12889,12266,4,5
12,6,UA,13204,13930,3,-6
6,6,AA,13303,11298,-1,-7
24,3,WN,15304,13198,7,3
13,6,DL,14908,14869,67,64
7,7,US,11057,12478,-8,-22
22,7,WN,15016,12953,-2,-26
15,6,US,11057,13487,-1,-14
24,5,UA,12892,11618,58,64
28,2,AA,11298,14107,2,2
19,1,9E,13930,11193,-9,-21
20,1,UA,11292,12889,-8,-15
1,1,B6,15304,12953,-7,-8
16,2,B6,13796,12478,27,41
29,7,B6,10721,14524,-6,-13
18,2,AS,14831,14747,10,15
12,1,B6,12478,14843,42,58
30,3,B6,13495,10721,-10,-3
7,1,US,12953,11278,0,0
19,4,B6,10721,11697,3,-24
2,2,UA,13930,10721,31,18
19,1,YV,14107,14683,-5,4
19,6,MQ,12892,11292,0,5
20,6,UA,14747,12264,0,-5
25,4,WN,11618,15016,145,144
23,3,UA,12889,13930,-2,-13
12,1,UA,14771,12266,-1,14
29,4,DL,11066,10397,-5,-16
23,1,UA,14771,11292,4,-9
27,7,9E,13495,11433,2,1
14,3,OO,14869,13244,-5,-23
28,7,DL,13487,14635,-5,-20
7,6,DL,14869,14683,0,2
31,3,US,10721,11278,-6,-21
9,2,UA,13204,13930,7,10
13,7,UA,12889,14771,-4,15
24,4,WN,13891,14831,3,4
25,5,DL,13487,10529,29,14
4,4,UA,11292,13495,34,19
30,4,UA,11618,14771,-3,-20
26,4,WN,15304,13232,2,0
22,4,US,11278,11057,-7,-3
9,2,WN,14747,14893,41,31
31,4,UA,11066,13930,4,-8
4,3,MQ,13930,11042,110,113
8,3,US,11057,13303,-3,-3
8,6,WN,13871,13232,21,15
1,7,EV,13931,11618,-4,-12
26,5,F9,11292,14771,14,22
27,1,US,12953,11057,-11,-25
8,4,WN,13232,13796,-2,-3
1,1,DL,13487,12953,-2,-10
11,6,DL,10397,12889,-2,-5
30,2,DL,15304,11193,-9,-15
2,2,US,14107,11057,3,-9
28,1,MQ,12892,12266,27,19
12,5,US,11057,11278,-5,-10
10,3,UA,12953,13930,0,0
28,7,EV,12266,10140,2,1
25,5,US,14747,14107,-8,-20
16,2,UA,12266,10721,-6,-34
11,3,DL,13796,14869,-3,3
20,5,YV,13931,11057,0,-3
20,6,WN,15304,10821,58,77
3,5,OO,12264,12339,-2,6
26,1,AA,11298,12451,-7,-4
27,4,AA,11057,11298,9,5
31,6,AA,11298,13204,-2,11
13,7,AS,14747,14771,-7,-14
5,7,MQ,13930,10529,-1,-6
23,2,DL,11433,13487,5,-1
23,5,AS,11278,14747,-12,-50
23,5,VX,14771,14057,4,-7
14,2,WN,12191,13495,1,-4
10,3,WN,12451,11697,-1,0
2,5,AA,12953,11298,-1,-30
25,2,WN,12191,10423,50,46
26,1,WN,14869,12889,9,4
13,1,AS,14771,14747,-5,-3
13,5,WN,10693,11292,80,95
4,7,9E,11433,14524,-8,-25
21,7,US,11057,14492,-3,1
2,5,DL,10397,15304,103,80
4,4,AS,14100,14747,0,-27
10,3,UA,14057,11292,0,-12
5,7,US,11697,11057,-7,-27
6,5,FL,10397,13495,18,-4
4,2,B6,13204,14307,-2,-12
8,4,WN,11259,13198,1,-5
27,2,DL,10423,10397,-3,-7
8,6,B6,14843,15304,16,9
22,6,US,12892,14100,-5,-13
1,1,WN,11292,13796,32,7
13,1,WN,13796,14679,-3,-5
20,6,DL,10397,10721,17,15
25,2,MQ,11066,13930,-2,1
27,1,DL,11433,13204,-5,-20
19,4,DL,14730,10397,-7,-14
10,3,DL,10397,15304,-2,-3
7,1,UA,12892,12266,-8,-23
8,4,UA,14679,11618,4,-3
26,3,DL,11697,13487,0,41
30,2,DL,10397,12339,-4,-14
11,3,WN,13851,11292,3,0
14,5,UA,11042,13204,-5,-22
3,2,FL,15304,10821,-1,-12
20,4,OO,13930,14683,-5,-1
4,5,MQ,11066,13930,-4,-9
20,1,WN,14107,10821,-2,-5
2,4,YV,12264,14122,-6,-16
26,1,WN,10800,13796,0,-8
26,3,UA,12266,11618,10,13
13,4,US,14100,11057,36,98
26,7,HA,12173,13830,4,6
9,5,OO,12892,14107,21,22
15,1,DL,13487,11292,-3,-18
9,4,WN,10721,10821,1,-19
12,1,DL,13487,10721,3,-15
5,5,EV,11259,10397,65,71
8,4,WN,13232,13487,10,4
29,7,WN,13796,14107,15,12
21,7,B6,12478,13204,28,49
24,4,EV,11042,13487,-10,-25
27,6,MQ,12478,11066,3,18
26,5,UA,14771,11618,-4,-12
16,3,WN,14107,10423,0,-6
10,6,F9,14747,11292,-14,-2
30,5,DL,13487,11292,-6,4
13,4,DL,10397,12953,-6,-5
16,3,WN,13796,12889,4,-8
17,5,UA,11278,13930,-1,2
20,4,WN,15016,11278,14,12
8,1,DL,11433,12889,-2,0
11,2,WN,12191,15016,10,-2
31,4,B6,13204,11278,-4,-10
8,4,US,14100,14843,4,15
12,6,WN,10693,12953,-2,-6
24,3,US,14100,14107,0,12
29,4,US,11057,14057,-5,9
27,4,US,12889,11057,-2,2
17,5,DL,13204,10721,4,-6
8,4,WN,10423,11259,-5,-10
8,1,DL,12953,13495,43,5
24,1,MQ,14524,13930,-7,-21
27,1,AA,11298,13487,-4,-16
13,6,UA,11278,12266,-1,8
10,5,US,12953,10721,-7,-8
30,2,UA,11618,13204,-6,1
27,2,DL,11433,10721,14,9
27,7,B6,11057,12478,9,-1
22,1,WN,14107,13871,13,3
4,7,OO,14771,14869,-5,-6
11,7,WN,10821,15304,28,29
24,3,WN,10821,13232,46,47
15,2,AA,11697,11298,-5,-1
28,3,AA,11298,14100,-2,-3
28,2,WN,10693,12191,12,2
27,2,AA,12892,13930,-8,-20
18,7,AA,11298,11278,2,-10
16,2,OO,12892,15376,-1,-3
21,2,OO,12892,14679,-3,2
7,3,AA,13303,14107,-5,-1
1,2,OO,12264,10397,-6,-18
7,3,AS,14747,13930,152,127
30,1,WN,10821,13198,1,-28
25,2,US,12953,11057,-6,-29
28,7,EV,14492,12264,-14,13
2,3,DL,10397,13204,6,-1
17,3,UA,12889,11618,-2,6
8,7,UA,11292,10721,-5,-7
24,2,OO,14869,15376,-5,-12
22,4,FL,10397,14683,18,9
26,3,EV,13495,13244,0,7
15,6,WN,10693,12191,-2,-7
16,7,WN,15016,10693,-1,-2
5,3,DL,14747,12478,0,-8
17,1,WN,13232,13204,8,0
28,7,WN,12889,10800,20,56
21,3,OO,11298,14771,3,-1
15,6,FL,10397,12953,-2,-18
13,6,DL,10397,13244,-2,-21
31,5,FL,13232,10397,8,3
23,4,YV,13930,13851,10,26
5,1,WN,13495,12191,-4,-13
6,2,UA,12892,11042,-2,-6
24,3,DL,10397,14869,5,7
6,6,9E,11433,13232,-9,-18
15,3,UA,12892,12173,17,10
11,7,B6,11697,10529,-5,-16
20,7,UA,10821,13930,11,0
5,4,YV,13930,14307,-3,-15
23,2,EV,11193,11618,81,117
22,4,FL,11066,10397,-4,-16
13,5,OO,13342,11433,0,-5
8,4,DL,13204,10397,21,23
21,7,WN,10693,11292,-5,-13
23,1,WN,13198,14057,17,16
13,1,DL,10397,13198,-4,-22
23,7,AA,14570,11298,3,-15
17,2,UA,13930,14893,4,0
4,4,OO,10140,12266,-7,-20
1,7,OO,12954,14747,87,69
4,4,AA,11298,11066,53,44
18,4,AA,12478,12892,12,-23
28,3,B6,12451,14843,-7,-2
30,4,DL,10693,10397,-3,-17
26,7,F9,11292,14747,16,6
