Date,Airline,Aircraft_Type,Origin_Airport,Destination_Airport,Origin_Region,Destination_Region,Season,Delay_Minutes,Fuel_Consumption,Passenger_Count,Ticket_Revenue,Operating_Cost,Profit,Flight_Distance,Weather_Score,Aircraft_Age,Maintenance_Hours,Load_Factor,On_Time_Performance
2023-06-15,Delta Airlines,Airbus A320,DEN,DFW,West,Southwest,Spring,0.38674240120072484,2363.53300552491,115,213120.7759917399,101025.68710252264,154449.73532190826,1302.883829541281,8.06979381190377,19.866434974408932,137.5609944899527,0.7112396007623479,1
2023-06-15,Delta Airlines,Boeing 787,SEA,MIA,West,Southeast,Spring,1.1076267322538047,1184.3777621261822,219,129818.21308206726,90215.67742895693,58477.953734139504,354.8043957307441,6.882187320743385,12.807400120699038,105.89561500999483,0.7712113313070299,1
2023-06-15,Southwest Airlines,Boeing 777,SEA,LAS,West,West,Winter,3.4479583899651542,7324.49836404736,402,711289.4273013677,224634.92626698123,489755.34757534775,2805.112520238884,2.5760321227296297,4.487476399028727,163.70272924572367,0.9459128544580222,1
2023-06-15,American Airlines,Airbus A330,LAS,JFK,West,Northeast,Fall,18.145270389768147,4218.0236643396465,353,321148.49779570254,133218.98901803858,207373.8905530109,1394.6542837514767,8.50457329951012,6.750514639826186,136.15569807705708,0.9862644309668996,0
2023-06-15,JetBlue Airways,Airbus A330,JFK,SFO,Northeast,West,Spring,1.8034824825633342,4986.64213937371,289,183989.2983066468,122891.33807270427,76497.173999334,1215.5427330742937,9.965733955419928,6.504688453617566,116.08520718029413,0.8073456346326144,1
2023-06-15,Southwest Airlines,Boeing 787,DFW,ATL,Southwest,Southeast,Spring,51.126013465415376,1181.2434331104246,261,42463.72870817357,94057.57990176731,-58065.96839661191,407.55939016494744,7.873058935320636,18.8712854812321,104.0100403511656,0.9184324945622198,0
2023-06-15,American Airlines,Boeing 737,JFK,ATL,Northeast,Southeast,Fall,9.796591554045973,3799.5106632267007,120,1053796.9414442996,224581.4379821993,834428.8219586149,4557.383485734465,6.649691250555308,21.1544168831425,213.55142822181548,0.8955507558100207,1
2023-06-15,JetBlue Airways,Boeing 777,LAX,LAS,West,West,Summer,0.6987479020824411,8096.813214257843,345,91102.69882412537,155745.83234639314,-67313.70838046583,500.60970398274156,7.749919774677045,13.661234914415022,245.64625639652414,0.8120470193340406,1
2023-06-15,Delta Airlines,Airbus A330,DFW,LAS,Southwest,West,Fall,85.94729026245032,4888.162089692875,244,146744.00574415133,128919.31844641775,33809.25864653274,525.9643308353059,4.869632641015125,14.594912206056335,191.47962786389223,0.682606601006995,0
2023-06-15,JetBlue Airways,Airbus A320,SFO,SEA,West,West,Summer,0.9007687420224646,2744.5372622515683,154,474742.11974176264,119738.32006182756,349140.031226663,2797.721030684502,8.532989093542076,7.37483811105651,82.08807709384985,0.9514821044926429,1
2023-06-15,United Airlines,Boeing 737,DFW,SFO,Southwest,West,Spring,117.64453814903833,2930.3274763151844,85,114111.271857179,105782.98466871284,16092.836979708689,1314.2326454538352,6.379177634479612,12.627268729218622,136.60518708077024,0.6332544856611401,0
2023-06-15,Delta Airlines,Boeing 787,LAS,SEA,West,West,Winter,14.602854766488726,1091.4013232566083,213,99604.40672307283,81987.75947002106,20993.21441557792,395.78277041983154,3.3523832919717074,3.7825590747820637,63.64540800471824,0.7475904191628797,0
2023-06-15,American Airlines,Airbus A330,ATL,SEA,Southeast,West,Fall,3.7568347368286132,4211.3964516071,300,223165.2236054631,122624.65813783309,97436.5959153492,1113.8616297643257,5.655399445730872,4.523594738288919,147.03571929467537,0.8381055708067072,1
2023-06-15,American Airlines,Boeing 737,LAS,LAX,West,West,Summer,158.2761092338822,2728.127377554945,113,477251.2680040275,116949.66311343914,354919.2536154816,2854.641010870666,6.4674838172767,6.601043632236633,105.32214130639927,0.8379680155054728,0
2023-06-15,American Airlines,Boeing 787,DEN,SEA,West,West,Spring,15.95745625426023,1080.1077992066646,221,179632.48480974537,98762.52577964005,93647.48635103171,1096.1198171997444,8.002900404914136,14.990592215732644,125.33975655067304,0.7774986220277929,0
2023-06-15,United Airlines,Boeing 787,SFO,MIA,West,Southeast,Fall,3.3151936255579555,1165.7307330420026,216,2957837.9042876596,155903.33827517266,2833816.0694577876,5020.336622836079,8.524852246054587,19.31766535328446,139.91251708606825,0.758003366777542,1
2023-06-15,JetBlue Airways,Boeing 737,DFW,DEN,Southwest,West,Spring,14.86646839426095,4110.152352614665,79,50696.32356580441,124063.44323182513,-71312.29180437811,1282.6994389117317,8.297802673049416,17.92433410281312,199.58666765914873,0.5881188342101126,0
2023-06-15,JetBlue Airways,Airbus A330,ATL,LAS,Southeast,West,Summer,88.10530126731848,5994.168048119757,198,46084.23204855682,125237.12925193345,-88425.9751044581,417.0539076544864,8.30115921825877,15.352660935109522,207.11605931950572,0.5538106819786064,0
2023-06-15,American Airlines,Boeing 787,DFW,ORD,Southwest,Midwest,Fall,6.772631414326462,1238.4198203521107,206,1646400.8142304774,135081.53814899406,1526036.4014747809,4324.471516048085,7.817241543110808,11.171284041207006,76.14101450659795,0.726186922872166,1
2023-06-15,American Airlines,Airbus A320,ORD,ATL,Midwest,Southeast,Spring,17.489517931735445,2504.9152347871554,115,360518.583097342,136243.90833511774,253288.9419491137,2593.4962689042877,5.604035158692711,23.694943392537493,160.98460765956594,0.715225184399846,0
2023-06-15,Delta Airlines,Boeing 737,DFW,SFO,Southwest,West,Winter,19.55511484036342,3509.2354655843733,111,61738.543715692875,94401.25307912497,-4255.108856146578,481.6247569966787,2.8118746141493145,17.45301343787707,210.21157128431716,0.8275699030622783,0
2023-06-15,United Airlines,Airbus A330,LAX,MIA,West,Southeast,Winter,1.3477242562552987,5367.36975614398,231,1018937.7616490946,170732.3586187106,872522.0193630931,2687.9182481278267,4.38421267651092,3.480114729060769,125.01004123483463,0.6463887493949964,1
2023-06-15,Delta Airlines,Boeing 777,ORD,MIA,Midwest,Southeast,Winter,16.432850378528023,5014.043310773445,285,1757132.979954802,247508.08479539416,1523318.2034474788,2689.811263480293,2.5276970755827426,21.71355327250503,298.3946811611598,0.6717409726507609,0
2023-06-15,American Airlines,Boeing 737,LAX,ORD,West,Midwest,Fall,7.336156142583665,3906.2540691701415,115,30244.929408292173,92647.47187505083,-55993.71764063989,445.36128420542127,5.876011865386068,14.275058272947298,179.0974180386814,0.858392809378097,1
2023-06-15,Southwest Airlines,Airbus A330,SEA,LAS,West,West,Spring,10.600981126662441,6142.202712312013,318,43054.32677796616,112976.91149097444,-75258.31438228422,378.9793595831012,7.614869043538882,10.560590237400266,154.27974076636096,0.8904137906490864,0
2023-06-15,Delta Airlines,Airbus A330,DEN,JFK,West,Northeast,Fall,0.5282641765248589,4598.545235273477,260,1667426.7080260254,172719.263280423,1523202.811331759,2690.581795583539,6.888212163685624,6.475006102377656,149.42871491023936,0.7265608312324696,1
2023-06-15,JetBlue Airways,Airbus A330,DEN,DFW,West,Southwest,Spring,6.1230209365811845,4874.085316203713,285,1751238.2827880539,273442.2086394295,1499649.8592417215,4538.304192773193,7.741238137655348,14.114549018686041,228.0492028134856,0.7970870177639344,1
2023-06-15,Delta Airlines,Airbus A330,LAX,JFK,West,Northeast,Summer,4.7212207723075466,4629.998728627463,309,751196.293809055,166161.47352307456,610189.4875406798,1458.9563642018613,8.33476878101569,18.62534156971285,209.8351630621462,0.8656081761927574,1
2023-06-15,American Airlines,Boeing 737,DEN,ORD,West,Midwest,Fall,9.091061852455601,3895.5735225510825,101,24838.599274020056,87859.73326936284,-65439.41376532169,485.7887441752489,5.221894405151666,12.581119996759506,154.84352715776666,0.7495304497420783,1
2023-06-15,Southwest Airlines,Airbus A330,ATL,SEA,Southeast,West,Summer,22.219862941665156,5676.826395952624,277,56245.52831605207,110693.26321602263,-47817.94010672037,490.3054734752145,8.301103663637129,9.716834887328089,144.442557199412,0.7751682114918413,0
2023-06-15,Delta Airlines,Boeing 777,SFO,LAX,West,West,Fall,27.74071454573844,5603.354227538864,316,5569487.675316224,281207.77820122975,5328752.703845094,4309.629905065075,6.405298283099914,12.080744843852573,234.94472639101028,0.7452640421372165,0
2023-06-15,JetBlue Airways,Boeing 737,SFO,MIA,West,Southeast,Fall,2.6241749732084596,3534.4366589950014,127,346627.2736935641,122549.52644580581,232826.6615350773,2874.281942968617,6.3055111295145325,4.503500581709728,93.64070623091669,0.9446404978107784,1
2023-06-15,Southwest Airlines,Airbus A320,SEA,JFK,West,Northeast,Winter,33.74146768551205,2469.363957334782,145,20502.253401746322,70768.58546166914,-72493.79459982406,549.0905638432896,3.637652741796762,9.276387443860962,104.69224833726761,0.8952460627859934,0
2023-06-15,United Airlines,Airbus A320,DFW,SFO,Southwest,West,Fall,31.985868135098393,2297.2385401025517,149,705501.3103952555,127414.5319670937,588057.3067260073,2783.5093426944723,7.553881657713497,17.88137997144463,128.22924589663853,0.9226536324479229,0
2023-06-15,United Airlines,Boeing 777,MIA,ATL,Southeast,Southeast,Winter,7.352590189533107,6844.556635080059,321,1450075.2027352264,229136.91602459011,1213179.6336166332,2867.805001687865,2.011927649035299,9.175030741351435,165.47842276952164,0.7560438132747626,1
2023-06-15,Delta Airlines,Boeing 737,LAS,DEN,West,West,Winter,1.8296392811577367,2837.780252799393,91,1475634.491081319,184372.79669201485,1333886.2588355436,4523.005215829484,3.624252966367272,22.232895543073866,206.66011103314457,0.67871391413648,1
2023-06-15,JetBlue Airways,Airbus A320,SFO,DEN,West,West,Fall,3.2151906067736324,3203.923113399905,151,939171.2083619398,169815.45153710383,790799.9008377566,4662.140731069999,7.495725512363828,3.8922922259829913,93.13970426724745,0.9350788168876094,1
2023-06-15,American Airlines,Boeing 787,SEA,LAX,West,West,Summer,3.0687419849194244,1003.9148379700044,222,2138461.1960333344,144636.2357821955,2000365.4357811217,4337.519000202047,8.766571538605245,16.47661630358602,127.28374250358318,0.7816518634945815,1
2023-06-15,American Airlines,Boeing 787,DEN,ATL,West,Southeast,Summer,11.820834999124397,1259.6893086615864,145,58081.19858847351,91178.05261004469,-44009.16584882302,527.5565760421389,8.541755489497348,18.234842186722958,114.91613136033887,0.5090596535934175,0
2023-06-15,American Airlines,Boeing 777,SEA,JFK,West,Northeast,Fall,30.745658902832254,7358.150905262282,338,81947.3043556869,143073.32409856393,-39745.60415832588,394.54505382108647,5.1530371870189935,17.20629122210347,209.73107124284297,0.7964755927360675,0
2023-06-15,Delta Airlines,Boeing 787,LAS,LAX,West,West,Fall,0.6843042289301762,1125.1913732442156,237,399945.17950465804,87574.34886092851,343375.473919132,1389.1387849550338,6.199275175753182,6.092165286723937,71.77220646007136,0.8346893982036915,1
2023-06-15,American Airlines,Boeing 787,MIA,DEN,Southeast,West,Spring,14.258510074204894,1031.3723432468141,220,919242.7854166501,116479.7368826125,806986.9533854066,3039.7970755757074,7.62575117253542,14.998384666802655,89.23114461302184,0.7741713240121519,0
2023-06-15,JetBlue Airways,Boeing 777,MIA,ATL,Southeast,Southeast,Winter,22.839819517466907,7249.340566119451,381,825081.4790729301,258466.4575891211,563293.7159695296,2809.1673414051083,4.092742246392465,10.640094858671166,204.66403431856796,0.8967705264743496,0
2023-06-15,Delta Airlines,Boeing 787,DFW,SFO,Southwest,West,Summer,2.0560626454953277,987.2753240004712,257,205405.2207228076,84189.29181042785,163491.66250911186,441.5241316556691,6.849150146568252,13.086261340523672,81.25070736198751,0.9043648565409789,1
2023-06-15,Southwest Airlines,Airbus A330,DFW,SFO,Southwest,West,Summer,40.085148841491026,5744.94318624587,235,649293.100840697,223950.28858294728,421859.5720728263,3201.026645559472,8.965466984924877,12.706921700417183,190.94213070936163,0.6564536689251149,0
2023-06-15,Southwest Airlines,Boeing 787,ATL,LAX,Southeast,West,Winter,18.188155265249655,1306.6067145326035,158,614564.2792681827,126775.04693927563,495792.44964036375,4498.454155549052,2.1772636137642207,3.6773810925298527,74.3645687235246,0.556249375926886,0
2023-06-15,Southwest Airlines,Airbus A320,SEA,LAS,West,West,Summer,123.26343968815351,2243.690873721091,122,75180.28979906485,91862.69664645902,-43671.88501216228,1295.3125045376087,8.610468336077833,9.48162671961625,88.49532901487277,0.7574126780800337,0
2023-06-15,Delta Airlines,Airbus A320,DFW,SFO,Southwest,West,Summer,0.547892336755428,2062.404518580843,131,2795642.2200037907,133219.23668413487,2689382.7624873547,4542.363415794895,6.685108266436971,4.690965656075598,85.467684904034,0.8106431822609506,1
2023-06-15,United Airlines,Boeing 787,SFO,DEN,West,West,Summer,0.5971705739669464,927.5764499629067,103,55113.9773866491,83094.02118898161,-4290.131284750109,454.7946104213063,8.421901550366552,10.871909850498074,95.31712526770686,0.36258985811904076,1
2023-06-15,Southwest Airlines,Boeing 787,SFO,SEA,West,West,Spring,310.91302823268103,1274.3747872993229,213,1055450.5797870473,138083.24451046705,868626.8707719664,4773.941755593956,6.5357053602436315,11.853826023540716,79.73001718660713,0.7484424403844296,0
2023-06-15,JetBlue Airways,Airbus A330,SEA,ATL,West,Southeast,Summer,10.852098058652949,5252.763413242115,230,171302.70659134767,173438.7691947304,-5071.245696366938,1302.7421535338774,7.66902369841623,22.621187185836163,247.9228708337496,0.6438737861440995,0
2023-06-15,JetBlue Airways,Boeing 787,ATL,SEA,Southeast,West,Fall,36.99902060984646,1432.7684511703821,142,36549.63936493793,97390.86940653465,-56253.77491616308,629.2907655216584,6.266634133237703,24.988257460743874,121.97739292008607,0.5006296338208519,0
2023-06-15,Southwest Airlines,Airbus A320,SEA,MIA,West,Southeast,Spring,23.15809160452343,3428.349639834587,76,33777.29753722299,99618.4850597266,-71241.40084246779,1067.3904940953144,8.170480617241212,16.370546689559895,130.79746269169516,0.47063354789378165,0
2023-06-15,Southwest Airlines,Boeing 777,ORD,MIA,Midwest,Southeast,Winter,7.2476060631608945,7726.156382366744,375,55488.3438151419,126408.55397165034,-52248.902493480615,509.26594763361004,2.8841437202340976,3.3232545504089845,130.79988663883594,0.8824980195429784,1
2023-06-15,Southwest Airlines,Airbus A330,ATL,SEA,Southeast,West,Fall,31.142101511540318,5010.559349476396,276,1149043.5850315131,242253.8450952287,901277.5847097061,4543.2633763137,6.490996337903467,8.842822325089333,127.29434241899165,0.7730448244553523,0
2023-06-15,United Airlines,Boeing 737,LAS,ATL,West,Southeast,Summer,1.6639377512298528,3019.7652228141496,127,722586.8877287741,111512.49688183347,623117.3116315418,2559.864403228523,7.537202380175803,4.445286896996047,91.95841995716178,0.9446129834332901,1
2023-06-15,American Airlines,Boeing 737,MIA,SEA,Southeast,West,Spring,6.0689482039465625,2785.8096486135983,85,313277.29364763125,143981.2715628863,189509.29071110222,2710.328742027196,7.521382211104706,22.94126120611761,184.27420646974124,0.6325698839232328,1
2023-06-15,Delta Airlines,Boeing 777,LAS,JFK,West,Northeast,Winter,1.6866484438875404,7509.151304869286,377,205670.4490703498,146436.26978018513,84327.41564241392,450.304246089855,1.548416775246099,17.95164732017237,218.02233581455934,0.8888593502283754,1
2023-06-15,Delta Airlines,Airbus A330,ORD,SEA,Midwest,West,Fall,6.81196542221252,5350.15825269327,190,123224.83848019862,133056.98963742258,28465.78172643595,497.0842615816576,6.517197026840873,23.2265229005988,226.7410707850518,0.5334548773036976,1
2023-06-15,American Airlines,Airbus A330,ATL,LAS,Southeast,West,Winter,4.482997967159879,6040.963908792271,299,65073.837087302505,101835.81846121613,-32552.887984966546,449.4918754581705,5.374706158340506,3.2662685690743634,94.41893261940176,0.8372800672424116,1
2023-06-15,United Airlines,Airbus A330,MIA,DFW,Southeast,Southwest,Winter,8.306770658323805,3889.475339701398,294,293648.806870819,133961.81388468936,194797.65754925724,1193.3867385374178,3.491359945051596,14.279845451877819,193.40903580994078,0.8231508654072882,1
2023-06-15,Delta Airlines,Airbus A320,ATL,DEN,Southeast,West,Fall,0.31359005892956493,2188.58840202383,90,133843.05448867573,96193.00070638866,83620.63048527668,1119.6027601193023,7.76991455540159,24.039042054525606,154.92125250127614,0.5560707613198099,1
2023-06-15,American Airlines,Boeing 787,DEN,DFW,West,Southwest,Summer,5.663693636072439,1447.690712780804,174,693340.5366414891,109311.24561738783,597143.4806498336,2777.17000294635,8.527222442994109,7.094989750573655,71.0850851271019,0.6124342572677827,1
2023-06-15,Southwest Airlines,Boeing 787,DEN,JFK,West,Northeast,Spring,18.764375539297045,1195.318634117719,208,33924.975005684064,93924.16697673622,-47604.879635884834,534.2023153079731,7.326468170964984,18.908822025416193,106.85647895165282,0.7318694804234678,0
2023-06-15,Delta Airlines,Boeing 787,SFO,LAX,West,West,Spring,6.010671451011288,1171.4842422922375,144,91199.10855160664,85225.41069070916,47543.561918397536,412.847659015249,7.962060893251897,11.160702179470835,105.31152087656409,0.5058076260757767,1
2023-06-15,American Airlines,Boeing 737,ATL,DEN,Southeast,West,Fall,225.93226060614694,3200.6560735542243,86,23883.157843724126,85743.82792341127,-75661.00179101873,458.42474567032696,6.300837346461943,14.30479821254889,161.09598430094863,0.6429084692306177,0
2023-06-15,United Airlines,Boeing 737,SEA,JFK,West,Northeast,Spring,4.101611953642259,3319.825504255364,65,864418.3180127967,194796.9834621921,689514.631341405,4562.340360426244,7.051231775511369,17.76321624491812,176.4309292070731,0.4868577264391683,1
2023-06-15,Delta Airlines,Boeing 737,ATL,SEA,Southeast,West,Summer,2.8141386196042153,3271.617028557496,95,962577.9437174775,178777.86727998685,834772.4717901434,3238.503342597863,7.370439195220046,24.153293457627864,236.30535341899636,0.7097571402373523,1
2023-06-15,United Airlines,Airbus A320,SFO,ORD,West,Midwest,Summer,1.6838438665798872,2722.8738564685077,155,75362.85772634008,68106.94146211745,25491.53147076429,455.57974790728395,7.688188378044693,9.32792003896092,99.90558477881385,0.960697341219707,1
2023-06-15,Southwest Airlines,Boeing 737,DFW,SFO,Southwest,West,Summer,2.7461318818666514,3563.605399713085,91,544372.2802163846,159858.78939581738,373757.5210783549,4390.342540701879,9.416271389847601,5.230203746169501,98.12207032356838,0.6798844609402278,1
2023-06-15,JetBlue Airways,Airbus A320,MIA,DFW,Southeast,Southwest,Winter,23.419773130345643,2180.623239630786,90,16499.146846227974,78678.35396033734,-59772.89981154821,463.8941316910821,2.658395370076743,14.36937866081948,144.28854302381114,0.5591309829362325,0
2023-06-15,JetBlue Airways,Airbus A320,JFK,ORD,Northeast,Midwest,Spring,42.453700041866,2633.78518153062,142,28793.180455121415,74658.38903534535,-46136.06661412771,379.9280337827113,8.31877764375486,9.88396267270026,100.8912061056542,0.8786967540375334,0
2023-06-15,Delta Airlines,Boeing 737,DFW,ORD,Southwest,Midwest,Winter,2.491881349204272,2765.848185620042,117,66930.8299023028,80181.91552086799,22273.530434590546,563.9569610506107,4.337148044878926,7.72269300739581,129.5082876691815,0.8670243356797512,1
2023-06-15,Delta Airlines,Airbus A320,LAX,DEN,West,West,Winter,0.394977590409505,1937.1007969523478,146,2167845.6027041017,115488.50712821638,2087567.4935589249,4195.116932375805,3.931019659030496,3.3024021882495953,71.19279118668977,0.9057751931315876,1
2023-06-15,American Airlines,Airbus A320,JFK,ORD,Northeast,Midwest,Fall,2.495452704506259,2140.4456379834864,113,33383.598000128804,90723.98829406446,-34465.82265967775,488.57991621445257,5.191038850974513,19.343392860694657,170.37749004497584,0.7017037332401279,1
2023-06-15,JetBlue Airways,Airbus A320,MIA,JFK,Southeast,Northeast,Spring,9.00227469432656,2948.012232861701,146,31020.266188757036,79103.69438675011,-51603.84723578311,501.2949329928856,7.882862291621448,12.226571456673376,121.84805897685004,0.9031122308053467,1
2023-06-15,United Airlines,Airbus A320,SEA,ATL,West,Southeast,Spring,0.28114024320762543,2250.9994107919765,134,1891104.041240552,174858.36847063518,1728660.1006451335,4658.074379210342,7.84005129456889,20.91076508300556,175.34060015827956,0.8316648992310987,1
2023-06-15,JetBlue Airways,Airbus A330,MIA,ATL,Southeast,Southeast,Spring,1.1819868445856678,6170.924374414478,192,1326257.2683772254,253313.12528264234,1068794.675784386,4701.107045194912,8.137896738166829,4.708097071753188,142.27623488879433,0.5369767751755457,1
2023-06-15,Southwest Airlines,Boeing 787,ATL,LAS,Southeast,West,Fall,3.6590170843969534,1172.1712031934946,259,33343.45680554586,89002.03937210383,-62648.03771201034,395.89566362266993,8.052218483602507,14.910131423459912,99.27999742045856,0.9095201192489362,1
2023-06-15,United Airlines,Airbus A330,LAS,SEA,West,West,Summer,4.728225835861554,5142.314702530661,182,1076683.935037136,211576.84591548168,891242.0614731195,2700.888694594704,9.273360610353594,18.321455754794357,240.85690130980467,0.5089983318521282,1
2023-06-15,JetBlue Airways,Boeing 787,MIA,ATL,Southeast,Southeast,Summer,24.018206590106107,1344.7443839977914,138,35413.98364029154,91877.44671947665,-49693.645018064155,385.5145953000156,7.96025868159457,20.44067849860188,105.65335262050577,0.4847570634970486,0
2023-06-15,Delta Airlines,Boeing 737,ORD,DFW,Midwest,Southwest,Spring,7.003644893762051,3548.0520503053926,114,830742.4775190257,156869.8891352315,700588.5675673217,2850.059179534281,7.2023890378833055,22.41631728899164,205.57521267924437,0.850886064506118,1
2023-06-15,American Airlines,Boeing 787,JFK,DFW,Northeast,Southwest,Fall,4.352098481678361,1476.9454006912385,265,2082379.8407199187,153629.4980092184,1942246.0016790635,4542.256738455894,5.823953103385937,19.043164344100145,126.12538332293084,0.9305216823008415,1
2023-06-15,Delta Airlines,Airbus A330,LAX,SEA,West,West,Summer,71.35639333388015,4979.331135408379,269,217044.53198577755,121763.20763507336,113470.10443440861,564.8348628671481,6.432518715341324,14.463610191184532,184.9001874485259,0.7534349919066133,0
2023-06-15,United Airlines,Boeing 787,MIA,DFW,Southeast,Southwest,Spring,2.8120994591331283,1171.4127836442142,239,95499.48546544992,86092.38778232178,47356.83159437239,394.84177401731426,7.4076015613966515,18.760736463078178,109.579542655482,0.8394764699254366,1
2023-06-15,American Airlines,Airbus A320,ATL,SFO,Southeast,West,Winter,15.84664775817419,2718.3965755087006,91,54924.13438560266,86369.10462033423,-20956.568699053365,1057.7993475092467,4.826072875763491,8.929260970429997,93.44726758920278,0.5659871252349813,0
2023-06-15,Southwest Airlines,Boeing 737,LAS,ATL,West,Southeast,Winter,47.68195439675894,3404.780793528257,97,403748.4700250416,183487.84138013574,212821.28491795223,4392.231628761452,3.100835217978849,15.261417730606176,136.9919567331786,0.718849187458249,0
2023-06-15,United Airlines,Boeing 737,JFK,SFO,Northeast,West,Fall,6.760603179500529,3431.981914699221,79,95365.98785388685,102092.78909449052,8254.09489599013,1444.94597989581,5.27080576599975,9.688665993855992,124.16494895592963,0.585940121119625,1
2023-06-15,United Airlines,Boeing 787,DEN,ORD,West,Midwest,Winter,6.48154491428919,1014.6895977203827,248,85382.74836995969,79308.64051610522,-12164.25992158777,450.3850645901428,4.561090766928573,6.045580853246674,74.15453740979225,0.8735647990059802,1
2023-06-15,Delta Airlines,Airbus A320,DFW,SFO,Southwest,West,Winter,78.72949836379271,1949.4291746948977,113,176825.80528257886,93943.1283439231,88501.19335299854,1156.2391743243033,4.770492595897771,22.000111268525554,143.93853309619274,0.69856054487648,0
2023-06-15,American Airlines,Boeing 737,LAX,DEN,West,West,Spring,6.460123931533045,4069.832949164257,133,40410.45512168789,111987.57871874394,-41160.3903911682,418.8670146331226,8.346518091727338,20.661840566139013,232.68616444808978,0.9900788047986558,1
2023-06-15,United Airlines,Airbus A330,LAS,SEA,West,West,Spring,68.06557464632401,5414.158613337738,321,131665.6463197516,145079.1344633815,-4773.879454055661,359.5507732049979,8.122711223900268,21.985930289895187,286.54086166590264,0.8980334294352524,0
2023-06-15,JetBlue Airways,Airbus A330,ATL,LAX,Southeast,West,Fall,22.636244053312126,6678.559242209127,288,663421.7188443296,223522.6866857204,431233.53879381745,2727.3056853994053,8.66480693014987,12.156797294597686,156.9100215660866,0.8049633922165775,0
2023-06-15,JetBlue Airways,Airbus A330,MIA,SFO,Southeast,West,Fall,6.155607987347878,5329.3792084431925,214,43011.83216312621,131096.0660786568,-82037.02017963392,419.64764008113264,7.231684823913728,10.538193223495474,191.40958070011985,0.5996543287004407,1
2023-06-15,Delta Airlines,Boeing 737,SFO,MIA,West,Southeast,Summer,29.55234468161935,2754.9888637157756,108,994464.5484971191,127718.33296517923,893391.3788351947,2533.5630499800322,9.591081081482665,15.634326651984642,179.09498912462007,0.8061137655237113,0
2023-06-15,American Airlines,Boeing 787,SEA,JFK,West,Northeast,Summer,8.25645908885668,1280.6028998798336,235,2363014.6703043454,148985.35794724035,2214807.865699215,4439.118050732438,8.393725992592987,18.367673754601014,114.78213915143934,0.8270410467977801,1
2023-06-15,Southwest Airlines,Boeing 787,ORD,DFW,Midwest,Southwest,Winter,61.048849104783315,1462.9033662035145,255,111745.02915339732,112709.78387348179,14715.837042454483,1296.1956619555378,5.1581406769423275,15.292850781736748,101.69820236543131,0.897378672341386,0
