DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
22,2,UA,12892,11618,-7,-39
3,1,AA,11278,13930,-6,5
6,4,B6,11292,10721,20,4
13,4,9E,14524,11433,-4,-2
4,4,UA,14908,14771,15,2
21,1,US,15304,11278,-6,-10
31,4,WN,15016,11292,0,-3
3,5,WN,13204,13495,7,2
31,3,WN,14107,14908,14,10
4,3,WN,10821,11042,6,-2
16,2,DL,13851,10397,-4,-5
25,4,WN,15304,14843,-1,-17
20,6,WN,14107,14908,86,73
4,5,DL,12478,14843,-4,-39
18,2,WN,12953,11292,62,41
19,5,UA,13930,12266,37,22
4,7,WN,14107,13342,4,-10
7,7,WN,12191,11292,3,-9
2,2,UA,12266,12889,2,7
5,3,EV,13487,10423,-1,-13
6,1,WN,14730,13204,-2,-15
4,3,DL,13495,10397,-3,-12
23,7,F9,13232,11292,16,8
24,1,WN,13851,12191,-2,-5
4,6,AA,13930,12892,0,-22
14,7,AA,13930,11298,4,-12
15,4,OO,14107,14771,-5,25
24,6,9E,13495,12478,68,56
18,5,DL,10397,11278,-1,0
7,7,AS,14908,14747,-2,0
2,4,WN,13495,15304,0,2
30,7,FL,14635,12339,-11,-16
26,1,WN,14893,11292,-2,2
6,7,DL,10397,13930,-1,-20
6,6,FL,12339,10397,-10,-17
14,3,WN,13931,10821,0,-17
13,5,AA,11278,11298,5,-9
12,5,EV,11618,11278,8,20
22,7,B6,14843,15304,13,7
1,6,MQ,11618,13930,28,15
10,3,DL,14747,14869,-4,-5
21,6,AA,14771,12892,27,16
18,4,FL,12451,10397,-5,-3
13,7,WN,11697,15016,-4,10
22,1,WN,11292,12892,1,-14
3,3,EV,10693,11193,-8,-28
19,3,WN,10140,11259,27,20
5,1,AA,12478,14747,-3,-10
6,7,AA,11298,15376,87,69
13,1,WN,13232,11066,-1,3
28,2,WN,14843,13204,0,-19
7,5,WN,14908,14893,1,-4
5,4,DL,10397,10821,-5,-10
26,3,VX,12478,12892,85,106
4,6,WN,12889,13232,-5,-6
25,2,WN,13796,12892,0,0
27,5,EV,14492,12266,7,-5
25,2,WN,13204,10693,0,-7
29,3,DL,13931,10397,0,-11
8,7,AA,14107,11298,-14,-20
11,2,B6,10721,14122,25,22
31,3,EV,13930,13931,67,52
8,1,AA,12953,13303,-2,-10
16,2,AA,12892,11298,0,0
3,3,WN,14747,11292,2,-17
25,2,US,11057,12339,-4,-9
20,1,YV,10423,14107,43,3
14,5,DL,10397,11433,84,78
7,7,US,14570,14107,-6,-7
24,6,DL,15304,13487,-7,-15
20,7,YV,13830,12173,-9,-7
12,6,AA,12889,13930,-5,-10
11,4,YV,12173,13830,0,4
21,7,AA,11298,10721,-8,-19
29,3,YV,12264,11057,-4,-7
22,3,B6,10721,14747,14,2
26,5,AA,13303,14843,0,7
5,3,WN,14683,14107,2,13
9,2,AA,12892,11298,8,4
16,4,FL,15304,12339,-5,-13
24,3,B6,11697,14843,23,24
23,3,UA,11292,12173,5,3
21,7,WN,12191,11259,-8,-8
18,5,AA,11298,15016,2,-11
14,5,UA,14679,14771,-6,-15
25,7,DL,10397,10721,7,2
14,7,EV,10821,11193,-5,-23
17,1,WN,14771,11292,1,-7
6,1,FL,12339,14635,-4,1
3,3,WN,13851,12889,-1,-13
14,2,MQ,11278,14492,-6,-11
3,6,US,14100,14027,-4,-8
14,6,DL,11697,11433,-7,-7
24,4,UA,11618,11697,-2,-8
23,2,9E,13487,13232,-1,-8
29,4,9E,11433,13871,-7,-15
29,1,UA,12264,12892,5,-5
29,1,AA,11298,12266,12,5
2,2,WN,14843,13204,28,23
28,2,UA,12892,13204,31,28
24,2,UA,12266,14057,13,9
2,2,WN,14570,12889,4,-1
19,5,WN,13204,13495,13,20
10,3,MQ,10821,13930,-3,-29
16,2,OO,12892,14771,-1,7
5,5,FL,10792,10397,-3,-17
16,7,AA,11298,13930,44,48
25,3,UA,10721,12264,-6,-14
17,3,DL,14679,11433,-5,-19
25,5,WN,11259,12191,31,23
20,6,DL,10397,15304,-6,-17
18,5,AA,14057,11298,-11,-26
11,5,FL,11697,10821,-5,-4
2,2,WN,14057,14893,33,20
10,2,MQ,13930,14122,2,43
3,5,UA,14747,12266,4,-16
18,4,DL,11278,10397,-5,-10
22,1,EV,10693,12953,0,0
12,5,WN,13204,10423,11,4
3,3,UA,13930,14027,-2,-5
26,1,FL,14100,13204,5,-1
20,7,EV,11193,11433,50,45
14,3,YV,10423,11057,-14,-15
8,2,HA,13796,13830,-6,-26
4,7,WN,15016,14107,10,1
11,6,UA,12264,14771,4,-27
15,1,AA,12478,12892,44,26
28,2,B6,10721,11278,-8,39
24,5,WN,14771,11292,-2,-14
9,5,AA,14747,13930,1,-4
2,5,MQ,13930,14100,129,111
1,1,WN,12191,14107,28,22
4,7,WN,10821,15304,7,-7
19,6,AA,13930,14747,6,-10
6,5,AS,14057,10721,-1,-6
5,4,US,14107,13198,-3,-3
8,4,EV,11618,13198,4,0
10,2,US,11057,12266,3,-9
17,6,AS,14057,14771,-9,-5
11,7,OO,14771,14570,121,115
1,7,UA,12173,12892,-1,-20
23,3,US,12478,11057,6,23
16,2,OO,12892,14679,4,-1
10,4,AA,13303,12892,0,-4
2,4,WN,13796,10140,0,-1
1,7,OO,14570,14771,-1,-6
15,7,UA,11292,13930,20,20
16,1,AA,11298,11278,-6,-8
21,6,DL,12892,12478,-3,-15
31,5,EV,13198,11618,6,11
17,4,US,11057,12889,7,31
12,7,AA,11298,14122,3,-7
15,2,WN,15016,14730,16,-2
15,7,OO,12892,14747,-1,0
24,3,9E,11193,13198,-8,49
10,1,AA,10397,13303,56,44
23,7,FL,10397,11697,9,-1
20,6,9E,13487,11193,2,-7
18,5,OO,14771,13891,-9,-15
13,7,B6,14492,10721,-16,-22
1,3,AA,13930,11298,-6,-22
9,4,OO,14771,10140,23,15
8,3,AA,13930,14747,3,-22
17,4,DL,13931,10397,10,10
23,7,WN,11292,14831,4,2
14,3,OO,13871,11292,22,13
8,1,DL,11292,14869,-2,-8
7,2,WN,13198,13342,7,1
8,4,UA,11292,11618,43,64
9,5,WN,11292,13204,9,5
22,1,B6,11697,10529,-4,11
20,4,WN,10821,14107,12,4
9,4,UA,14027,11618,19,-3
2,1,WN,13796,13891,14,8
20,5,EV,13930,13871,-2,-6
26,5,US,11057,14122,-6,-11
5,4,WN,13796,14107,2,8
25,4,DL,10397,10721,-3,-14
23,2,EV,12266,12339,-6,-12
31,3,EV,14122,11193,-3,-5
8,2,FL,14100,10397,24,37
31,3,B6,14747,12954,-10,0
20,7,UA,13303,12266,0,-10
9,2,AS,13204,14679,5,-30
27,1,UA,14893,13930,-6,-18
30,7,AA,11298,14683,7,0
16,4,WN,13495,10693,8,9
5,6,US,14107,14831,-5,-10
5,7,UA,12892,13930,-6,13
21,7,AS,12266,14747,-10,-9
20,2,US,11298,14100,-8,-19
5,1,EV,13487,12266,23,19
9,4,MQ,10821,13930,-8,-23
8,1,UA,12266,14122,-2,-9
14,6,YV,12264,12339,-4,-6
11,3,UA,12264,11298,-11,-20
15,3,MQ,11066,13930,-10,-15
23,5,US,12953,10721,-6,-3
9,3,US,12478,11057,0,-9
24,3,WN,13204,10423,68,72
7,3,EV,10693,13930,7,8
27,6,AS,14747,14771,43,30
19,6,UA,14679,14771,2,-2
14,5,WN,13796,14679,2,1
23,7,DL,10397,13198,27,5
26,6,DL,10397,12266,-4,-11
2,7,DL,14107,11433,2,-7
24,4,DL,11433,10693,-4,-9
11,4,WN,10423,14107,29,23
23,3,WN,13342,15304,11,4
15,4,US,11057,12953,-7,-13
12,5,EV,13487,11618,-4,10
30,2,OO,13851,13244,96,82
21,5,OO,14908,11292,-4,-4
20,5,WN,14771,13232,31,13
6,6,B6,10792,12478,-6,-4
23,5,WN,15016,13342,37,33
11,7,AA,14100,13303,-4,-5
23,3,WN,10397,13931,-3,-24
24,3,WN,13204,15016,2,-1
30,7,FL,10721,10397,68,96
8,6,FL,13232,14635,-1,-4
21,6,WN,10140,12889,3,6
28,6,WN,15016,11292,12,17
20,4,WN,12339,13198,0,-6
6,6,US,14747,14107,10,4
8,3,B6,10721,14492,50,40
18,2,WN,15016,12191,1,2
2,2,AA,12892,13930,0,8
4,3,WN,12889,14908,-2,14
25,7,OO,12889,11292,-4,-8
30,5,EV,12264,12953,1,-4
17,3,AA,11298,14747,52,47
26,7,WN,13232,15304,2,0
23,4,WN,11292,13796,11,11
21,2,US,11278,11057,-4,8
10,1,YV,13930,13198,29,39
7,7,OO,13198,14869,-2,-1
17,3,OO,14869,14831,5,-16
29,7,UA,14771,11618,-3,-23
24,5,DL,14057,13487,-2,-16
1,4,US,14747,14107,-3,-9
30,2,DL,12892,10397,-6,2
11,3,F9,11292,10693,8,9
16,7,UA,13930,15304,0,-12
21,6,OO,14057,12892,96,91
25,5,WN,11259,14683,5,4
31,3,DL,10397,14107,40,26
22,3,WN,13495,15304,29,22
2,2,OO,11433,13930,-1,-4
24,2,DL,10693,12892,0,6
24,3,F9,12892,11292,61,64
16,1,EV,15016,11618,-8,-19
25,2,AA,13930,14100,44,77
7,7,UA,12892,11292,1,-15
22,1,DL,11433,12892,-1,0
1,1,AA,14107,13303,-7,3
5,5,WN,14893,14679,5,-5
16,1,FL,10397,12953,-2,-12
13,6,AA,11433,13303,56,49
3,6,DL,11433,13487,-1,-15
4,5,F9,11292,12892,-2,5
30,4,UA,14107,11042,5,1
1,3,DL,10397,14107,-6,-30
29,1,9E,12478,14730,-3,-23
9,4,WN,13204,10821,5,8
26,5,F9,11292,12889,2,-5
13,2,WN,14027,10821,16,4
17,1,EV,11433,11618,29,51
6,5,WN,14893,10800,10,14
4,7,MQ,13930,11618,45,50
21,7,WN,14679,14107,-2,5
11,2,FL,12339,13204,-4,-16
18,5,US,14893,14107,2,11
2,1,DL,14869,12889,-1,-5
13,5,US,14107,12339,-4,-2
29,7,AA,10423,11298,-1,-6
30,3,HA,12173,13830,-10,-9
10,4,UA,11618,11697,51,27
1,4,OO,14747,14057,-7,-5
21,7,UA,12266,12889,-4,-23
20,5,DL,11433,13487,-1,-7
19,5,YV,15016,11057,-3,5
14,2,WN,14771,14679,-4,-20
22,4,UA,14771,13930,156,160
21,5,UA,11618,14107,52,18
22,3,DL,14679,13487,-6,-3
20,1,DL,13232,10397,115,119
15,2,UA,11618,12889,3,10
6,4,UA,12892,13495,14,57
15,1,DL,12892,13487,-2,-39
24,3,DL,12892,13487,-5,-18
16,1,DL,12953,13244,-7,14
25,5,F9,12892,11292,0,3
5,5,AS,13796,13830,-2,-7
8,2,WN,11618,13232,-3,-15
10,4,WN,15304,13495,-2,-8
4,5,AS,14747,14831,15,8
3,3,WN,13495,11259,2,-5
29,7,UA,12266,11292,82,73
10,3,WN,10821,14307,1,15
29,3,WN,13495,10693,219,212
5,1,US,11057,10721,0,-5
26,6,FL,10397,14492,14,-10
21,1,WN,13232,12191,3,0
9,3,DL,14100,11433,-4,-13
9,7,DL,14869,12892,-3,-6
25,3,EV,10693,12953,-7,-24
5,3,WN,14307,10821,19,13
6,1,US,14831,14107,-5,-9
17,6,OO,13487,12266,-8,-16
22,6,YV,14683,13930,16,41
14,7,YV,11057,11042,13,28
20,4,DL,11433,13487,-5,-18
29,7,US,10693,11057,148,135
16,2,US,14100,14492,-6,-14
12,1,AS,11298,14747,39,31
20,6,WN,14908,14107,7,9
3,1,DL,12953,13303,-7,-10
21,1,AA,12953,13303,-5,-1
15,4,FL,10397,11278,2,-17
13,5,9E,11433,13931,-3,-19
3,2,AA,11298,13198,8,-4
29,1,US,12953,11057,0,0
19,7,US,14107,10397,0,-11
5,3,OO,14771,12892,95,86
29,6,WN,10693,13204,28,13
27,5,EV,13930,13871,32,24
15,4,WN,13232,14747,0,-10
8,1,VX,14100,12892,35,25
30,2,AA,11298,10423,-5,-16
11,4,DL,14747,14869,-1,-10
20,2,AS,10299,14057,-3,-17
3,3,AA,11298,14771,47,41
14,3,AA,13303,14843,3,-8
30,5,WN,13198,11259,1,-5
17,2,B6,14307,13204,-6,-2
12,3,UA,14893,12264,-1,-17
23,2,OO,13342,11292,-3,20
9,1,AA,13204,13303,-8,-19
10,6,B6,14843,12451,1,-11
11,6,WN,11697,10821,-3,-7
13,4,WN,14908,11292,24,19
14,3,EV,11193,11618,58,49
6,6,VX,14771,12478,59,24
26,1,DL,14100,10397,-5,-19
26,4,OO,14771,15376,3,6
7,7,WN,10821,10693,-4,-11
7,3,UA,12266,13930,12,-9
20,4,WN,13198,10693,19,12
22,1,MQ,14100,13930,-2,11
30,4,OO,11292,14869,137,146
16,3,UA,12889,12264,-5,-31
20,7,WN,12889,12191,-3,-15
29,6,AA,14893,11298,8,7
14,2,UA,14057,14771,-2,-16
10,2,WN,13891,14107,-1,-6
24,3,FL,10397,14683,34,24
26,7,UA,12266,13930,-1,15
6,4,B6,12478,12889,-3,-12
20,7,WN,12889,14893,-2,2
13,6,US,11057,11298,0,0
22,4,WN,11697,12451,36,34
22,4,YV,12173,13830,-10,-4
26,7,B6,11278,13204,-5,-7
21,6,B6,12954,12889,-5,1
5,3,AA,13930,12892,8,-26
10,3,UA,12478,12892,40,52
17,6,UA,14771,11292,-2,-14
27,2,AA,13930,14831,0,-7
30,4,DL,11433,14635,94,93
19,3,AA,12892,12173,-4,-2
17,3,DL,11298,10397,-2,14
18,4,AA,13930,14679,-6,-14
1,1,WN,13204,10397,20,6
21,6,US,14107,13930,-7,-12
21,7,UA,11618,10423,50,47
23,4,AA,11298,11066,6,17
9,5,9E,10821,14492,-5,-7
26,4,WN,11697,10821,-1,-9
18,7,WN,10821,11066,23,17
27,1,B6,10721,14122,-10,-19
30,5,WN,13198,10821,-3,-14
26,5,AS,14107,14747,23,33
30,1,DL,10397,13303,-1,-19
20,6,EV,14122,12266,-8,-18
22,3,US,11057,13303,-7,3
16,7,DL,10721,11433,-2,-8
19,5,UA,12892,11618,0,-21
22,1,DL,13303,10397,-4,-15
8,1,AA,11298,11292,16,8
6,6,AA,13891,11298,6,1
18,4,AA,12892,12889,7,15
8,1,US,14027,14100,-3,-4
14,5,UA,12266,13495,-1,-12
2,2,OO,12892,14869,-7,1
25,4,WN,13232,12191,8,11
18,4,DL,12953,14027,23,19
22,7,US,11298,14100,-3,-6
7,7,OO,12892,14831,5,7
25,3,UA,14057,14771,-3,-16
1,2,B6,12954,10721,-9,-24
9,3,AA,15016,11278,-5,9
18,7,UA,11618,13930,2,-7
27,2,B6,10423,14771,18,3
11,6,WN,14107,14057,57,42
9,1,WN,10423,10397,16,4
25,4,AA,11298,14679,51,41
20,6,WN,12889,13891,5,6
12,5,FL,12339,13204,-4,8
7,7,9E,11193,10529,0,-7
19,3,WN,13871,12889,-4,-12
5,4,VX,11618,14771,-9,-42
25,5,WN,15016,14100,5,0
28,3,HA,12173,13830,-5,-6
14,7,OO,12892,13796,7,1
18,7,DL,14524,10397,24,55
20,7,OO,12892,14679,58,54
14,5,WN,11292,14057,18,15
22,1,US,11057,12266,31,30
3,3,EV,13871,13487,-4,-9
30,4,WN,13204,13232,70,52
13,1,FL,10821,13204,0,0
28,7,FL,10397,13487,31,28
30,7,B6,12478,14843,48,44
19,6,AA,13204,13303,-6,-19
31,4,DL,14831,13487,-7,6
29,1,EV,13871,12266,48,46
7,3,MQ,12953,14492,29,11
6,4,DL,11066,10397,-4,-8
1,6,AA,11298,13303,42,17
23,1,WN,12889,14908,14,22
12,1,WN,10800,12889,-2,-5
3,2,FL,13204,10792,-2,4
22,1,AA,10423,11298,-4,-11
19,3,AA,13303,12953,124,100
19,1,WN,14679,13796,17,6
16,1,WN,10693,13495,-1,-10
16,3,WN,12191,13495,42,28
17,1,US,14100,13930,23,34
1,3,UA,12266,15304,-5,-4
17,1,EV,10792,12264,-5,-23
19,6,UA,13930,12892,11,3
8,7,US,14107,14908,56,53
27,4,FL,10721,10397,45,47
27,1,YV,11057,13931,54,46
18,3,9E,14122,11193,6,-1
6,7,WN,11292,12892,-3,-21
22,4,F9,12892,11292,-3,4
29,7,DL,10397,11697,1,-23
16,4,WN,11292,14771,138,120
27,7,DL,10821,11433,-3,-13
22,1,DL,11433,12953,324,339
22,3,DL,15304,11433,-5,8
25,4,DL,11433,12889,3,-4
3,2,US,14307,14100,-7,-12
30,1,OO,13930,11298,146,138
13,2,WN,11292,13198,24,20
25,2,UA,12889,11042,-2,9
14,5,OO,14869,13930,-4,-9
19,4,YV,12264,12451,161,149
24,5,WN,14771,14679,-2,-15
29,1,DL,13487,14893,-3,-3
4,6,UA,12892,14771,-7,-11
5,5,US,11057,15304,-3,7
26,4,US,11057,14122,39,30
12,6,WN,10140,14747,26,-8
28,5,DL,13198,10397,0,-8
9,2,US,10397,11057,-3,-9
18,7,B6,14893,12478,0,13
27,1,9E,13871,13487,-5,-8
4,7,WN,11259,12191,7,0
24,4,US,12173,14107,-16,-27
23,1,US,11057,13303,2,-1
20,1,UA,14107,12266,-3,-9
7,5,B6,10140,12478,13,21
27,2,UA,12264,14679,-4,-41
19,4,EV,12266,13851,65,76
20,6,B6,10721,11618,1,-2
31,4,AS,14831,14747,-2,7
23,4,OO,14107,14869,-2,-5
30,7,AA,11298,13303,32,12
21,1,WN,12889,10800,-1,-1
25,4,WN,13891,14831,18,13
16,7,OO,12892,14771,-6,-7
13,2,WN,10800,14831,121,117
11,7,WN,11292,10140,-1,-1
29,7,EV,14730,13930,-1,4
4,3,EV,10693,11042,-9,-15
6,2,DL,10397,12892,8,3
9,7,9E,14307,11433,-8,-8
2,7,WN,14057,13198,1,-8
8,1,DL,14771,13487,2,-13
28,2,B6,12954,14747,-8,16
4,3,WN,14747,11292,13,10
7,1,DL,12889,12478,-6,-8
22,3,DL,12451,10397,0,-12
22,4,DL,12478,14843,34,7
2,2,OO,13891,14107,139,145
17,3,HA,12173,13830,-6,-6
26,1,US,13198,11057,-7,-16
11,7,WN,10397,13232,1,-4
5,3,YV,12264,11057,-3,13
29,1,WN,12892,14570,-1,-9
7,7,AA,13930,13198,-3,-9
23,7,9E,12478,11193,40,58
24,3,WN,10397,13931,48,22
30,4,9E,11278,11193,-6,-22
6,7,9E,10792,11433,1,33
4,2,DL,13930,10397,0,22
26,3,AA,13204,13930,108,126
26,5,UA,13930,14107,10,8
3,3,WN,10529,11292,-2,-12
28,3,UA,11618,14107,-3,-10
8,6,DL,13303,12953,52,27
4,4,UA,12264,10721,-5,-17
30,3,DL,11292,11433,41,18
10,3,WN,12892,10821,4,27
23,3,UA,14747,14771,180,159
13,1,WN,14771,12892,-1,1
24,6,WN,10140,14747,-1,-13
22,6,YV,14107,13796,-5,-6
13,7,DL,10397,14908,-4,1
1,1,AA,13930,15016,-4,-17
2,2,WN,10423,11259,-1,-7
27,2,OO,10693,11193,-4,-6
26,7,US,11057,13204,12,-4
17,4,DL,14747,13487,-5,-13
17,4,DL,10397,14122,2,-10
7,3,EV,14524,12264,-5,3
6,6,AA,13930,15016,-3,-7
2,1,FL,11278,14635,-8,-16
9,2,FL,10792,10397,21,18
24,3,9E,11042,13487,-5,-16
6,2,9E,13487,11066,-6,-8
15,6,US,14107,14771,10,3
20,6,B6,11618,11697,0,0
4,3,WN,12191,12889,-2,-19
22,3,DL,14524,10397,-4,-19
11,6,EV,13931,12266,-1,20
4,6,OO,11292,13342,-8,-13
22,6,AA,14747,13930,-2,46
11,2,UA,13930,14122,16,7
10,3,US,11057,12266,4,9
18,5,WN,14831,14747,-4,-6
21,5,OO,14771,13891,-5,-20
13,6,US,11057,12892,1,6
22,6,F9,13487,11292,-8,-10
10,5,AA,11298,10423,3,21
21,1,WN,12889,12191,-3,-3
22,4,AA,14100,11298,129,132
6,6,UA,13930,11292,1,-7
27,4,EV,10397,11042,161,180
27,5,WN,10423,11259,101,99
18,4,DL,11433,13342,1,-1
21,3,MQ,11433,12953,-6,-15
20,7,AA,11298,10423,4,1
16,5,AS,14057,14831,-5,6
25,4,VX,14771,12892,10,0
17,2,B6,10721,11298,-10,-31
10,1,DL,14683,10397,76,75
14,5,US,15304,11278,-10,-9
8,3,WN,11292,12889,-3,-17
9,2,YV,14107,13796,30,24
15,1,B6,10721,10792,24,6
19,4,OO,13930,15016,219,217
17,3,UA,12173,12892,3,-9
29,2,DL,11278,11433,-9,-23
4,4,WN,12892,13342,13,17
18,2,US,14107,13487,-1,-7
24,5,WN,13891,13796,-1,-10
25,5,WN,14107,13796,-3,-10
20,1,WN,14107,11292,15,6
21,5,UA,14747,11292,-3,-9
21,1,AA,13930,12953,-4,-33
7,5,US,14100,10397,16,26
24,3,WN,13204,13495,-3,-5
1,7,OO,12892,13796,-11,-24
21,2,AA,12889,13303,3,-4
2,2,AA,13930,11278,15,14
25,5,DL,10397,14771,-4,-18
28,7,MQ,12191,11298,-2,-9
1,6,YV,14307,12264,0,0
10,6,DL,14771,13487,-9,-11
28,2,WN,12889,10800,6,-8
18,4,WN,12191,14107,4,-4
18,7,UA,11618,12892,24,3
14,5,AA,11298,12173,154,168
25,5,EV,11292,12266,6,-4
18,3,WN,14831,13891,139,142
13,2,WN,11042,10693,-6,-12
26,3,AA,14908,11298,-5,-15
14,3,US,14100,14107,6,40
18,4,WN,12892,15376,0,2
31,4,B6,11298,10721,0,-25
4,2,DL,13487,11278,-2,-18
14,7,DL,13204,14869,9,8
16,5,WN,14057,14893,11,9
13,1,UA,13204,12266,0,5
10,2,UA,14771,14679,-6,-4
4,3,WN,10821,10529,1,-6
27,7,AA,14683,11298,5,0
20,4,EV,11618,11057,-6,-13
2,4,DL,10397,15304,-1,-9
7,7,UA,13871,11292,24,12
27,1,US,11057,11292,0,-16
21,3,UA,13930,13198,-2,-17
2,2,UA,12892,13830,-1,-16
16,3,WN,13796,14908,-3,-13
1,1,UA,13930,11292,-2,-10
23,2,WN,13487,13198,4,2
27,4,WN,11292,14107,-4,-15
10,4,WN,14679,14831,12,15
4,3,WN,14492,13232,0,-4
28,6,B6,12478,15304,-7,-42
9,7,MQ,12892,11292,218,225
8,4,US,12339,11057,-3,4
31,3,EV,11193,14492,89,87
17,5,AA,12889,13303,22,13
26,6,DL,10397,12478,0,4
25,7,AA,11298,12889,-1,2
12,1,OO,14869,11292,-4,-12
14,5,EV,11433,14100,-2,-14
19,6,DL,11066,10397,-6,-1
8,1,EV,10693,13930,44,72
9,5,DL,10397,12889,4,-1
24,3,WN,12889,13851,1,-14
14,2,DL,11298,14869,-3,-9
23,5,VX,14771,10721,14,12
6,5,WN,11259,13495,10,1
1,3,WN,14057,13796,13,6
13,6,9E,14122,11433,-4,-12
10,6,DL,11066,10397,-5,-5
8,1,HA,12173,14057,32,24
22,4,DL,13487,14869,-2,-10
24,5,WN,12191,11259,17,11
22,4,YV,12339,11057,-1,1
28,5,US,11278,12953,44,53
5,4,B6,14771,12954,10,2
18,3,OO,14831,14869,-10,-3
28,1,DL,13487,12892,-4,10
16,7,HA,12892,12173,-1,15
27,6,YV,14492,11057,-4,-18
30,2,DL,12892,10397,-1,7
1,2,WN,13204,10693,2,-8
14,3,US,11298,14100,3,17
23,1,AA,11697,11298,27,24
5,5,AA,13303,12266,16,32
11,2,9E,13244,13871,-1,-1
5,5,WN,12264,13232,-4,-19
28,7,UA,14747,14771,9,-7
12,5,WN,14492,14107,9,-5
25,4,UA,13930,11292,-2,-25
15,3,WN,10821,14307,17,15
17,3,MQ,10397,12953,-8,-10
20,6,US,11618,11057,-12,-8
18,2,UA,14771,14908,0,0
2,1,AA,13303,14100,67,63
18,3,DL,10397,10792,-8,-21
17,3,WN,11292,12892,11,59
19,3,WN,11292,12264,5,-9
30,2,US,14107,14100,27,27
4,6,WN,12451,10821,24,23
13,4,DL,14771,10397,92,83
27,6,DL,12889,11433,2,3
20,6,WN,14107,13891,15,16
6,6,WN,11433,10693,0,0
21,7,WN,13232,13204,0,4
10,3,AA,11298,12264,8,4
16,2,AA,11298,10423,289,286
29,1,AS,12892,14747,-3,-2
30,4,WN,11433,13232,129,134
2,2,WN,11292,14679,4,-13
18,3,WN,14570,12892,-2,-4
13,7,US,11057,10693,-3,-6
26,6,AA,14100,13930,-2,-2
26,6,F9,11292,14107,-4,-11
10,1,9E,11193,13487,-4,-13
18,7,WN,13796,14869,21,19
2,5,AA,11298,11057,0,-9
10,6,FL,13204,14122,-1,0
10,1,OO,12892,14893,11,6
2,4,B6,12478,11697,0,-14
17,1,WN,14492,13232,-1,4
30,2,WN,14122,14107,15,-9
13,6,WN,14107,14570,16,9
5,5,WN,12892,15376,-2,-6
6,6,DL,10397,11193,11,4
6,7,AA,13303,11618,21,17
12,3,DL,14100,11433,-6,-9
28,7,UA,12266,13930,-3,-16
28,5,OO,11292,14893,-2,2
25,5,WN,15304,12889,7,-1
9,7,WN,13342,14107,16,-5
5,5,EV,12451,11618,-7,-22
11,4,UA,14771,10299,-3,-19
18,2,WN,13232,11618,108,95
