product_category,customer_age,region,sales_rep,quarter,sales_amount,profit_margin,units_sold,discount_rate,customer_satisfaction,sale_date,profit_amount,month
Clothing,27,West,Bob,Q2,120.96427372922226,0.11531312342600779,5,0.23376835728195616,4.437357271160707,2023-05-09,13.948768226675197,2023-05
Electronics,69,South,Alice,Q2,324.9249095733325,0.19393983126678802,9,0.17743499499303345,3.2142403798264843,2023-01-06,63.01588213702846,2023-01
Clothing,74,East,Eve,Q1,209.130197173879,0.24401747168584445,6,0.25250290155603117,2.895068008585049,2023-11-30,51.03142196753208,2023-11
Sports,70,North,Alice,Q4,274.9800846229725,0.3122662929709744,8,0.17878085321006132,3.706992448588341,2023-07-02,85.86701166606048,2023-07
Clothing,43,North,Diana,Q1,325.0208961137953,0.45,7,0.10955142243753352,3.744932109199227,2023-02-07,146.25940325120789,2023-02
Home,58,East,Diana,Q4,174.01078667079105,0.12505637690142088,4,0.05896074581628373,5.0,2023-04-26,21.76115852281519,2023-04
Home,52,North,Bob,Q3,323.9069805654976,0.26738579107404103,7,0.15114596501579608,1.1392338372766286,2023-04-12,86.6081242329096,2023-04
Home,69,West,Bob,Q3,304.9217208366796,0.11331923648065233,9,0.24675675748134526,3.5433078452608946,2023-01-08,34.55349659157915,2023-01
Home,42,West,Bob,Q1,226.51536912652875,0.21973087253995938,10,0.15034042935542236,3.643904076223643,2023-08-06,49.77241970188314,2023-08
Sports,43,West,Diana,Q1,273.7566971405422,0.19083182871056054,6,0.11003473333322136,4.912436118254894,2023-07-26,52.241491137092744,2023-07
Books,28,West,Alice,Q1,103.74294765208573,0.14045229539988802,9,0.22013115994032856,4.142922807502609,2023-03-19,14.570935129285864,2023-03
Electronics,55,North,Alice,Q2,330.1815519725477,0.37304736244238235,10,0.09232649746843954,2.761628586488145,2023-02-24,123.17335709049131,2023-02
Home,19,East,Bob,Q2,135.67154204271858,0.3004518163080344,5,0.18569465259930445,1.9481159975464015,2023-10-31,40.76276122804665,2023-10
Clothing,24,East,Eve,Q2,124.02855771599076,0.34366845037232363,8,0.23184671147071115,4.034365356469053,2023-08-16,42.62470223216884,2023-08
Home,35,East,Alice,Q1,145.30888739306315,0.23746769402660045,8,0.009712929035490259,4.040580522730803,2023-03-29,34.50616641080166,2023-03
Clothing,44,East,Diana,Q4,167.31859717887778,0.27434268193759337,7,0.1390904070197725,4.281459134300223,2023-01-10,45.90263268808918,2023-01
Clothing,51,South,Charlie,Q3,221.18616049560248,0.35757125129730516,7,0.25342546378637465,4.06649241154092,2023-11-04,79.08981217805915,2023-11
Home,44,East,Charlie,Q1,219.2485618995744,0.279782384391271,5,0.1363757545302495,3.4801421071178953,2023-10-17,61.3418854226201,2023-10
Sports,34,South,Charlie,Q2,172.4453618265876,0.2946365239327553,7,0.12778801264410583,3.9140804555497133,2023-06-13,50.808701976912026,2023-06
Clothing,60,South,Eve,Q2,258.76952920485127,0.1806034957826617,6,0.22950116487997652,3.8495754859274505,2023-08-27,46.73468157642971,2023-08
Clothing,61,West,Bob,Q1,265.3711776482468,0.3172813874691408,6,0.19146281112868893,2.676380130239944,2023-11-13,84.1973354385556,2023-11
Home,68,South,Diana,Q1,237.32341085997032,0.1860864512155759,10,0.16054093618672302,1.2529501612003648,2023-05-24,44.16267131730795,2023-05
Clothing,71,North,Eve,Q2,296.843080502485,0.14828620991522617,8,0.1455345035875567,3.6628072420309734,2023-12-01,44.01773534727388,2023-12
Clothing,41,South,Diana,Q4,281.02518824662604,0.22939336896631668,10,0.20842011676672095,2.8431189331837605,2023-01-18,64.4653146962869,2023-01
Home,42,West,Diana,Q2,172.5066436488089,0.22237574859168305,9,0.15311528228641147,3.2636202519009574,2023-03-12,38.361294018442585,2023-03
Home,24,South,Bob,Q2,264.52228684720706,0.10001749124821903,8,0.25190219050949,1.8345498782031018,2023-06-24,26.456855509699416,2023-06
Electronics,69,North,Charlie,Q1,330.7398630965761,0.3153194281338539,8,0.26553774715461775,2.7724470027943724,2023-12-08,104.28870449268149,2023-12
Sports,23,North,Bob,Q4,173.83324349224245,0.22851788120373429,6,0.3015771853925851,1.0,2023-10-15,39.72400448562008,2023-10
Sports,70,North,Eve,Q2,272.4555212368463,0.45,7,0.21843083884716555,4.16215075617133,2023-10-26,122.60498455658085,2023-10
Clothing,41,West,Eve,Q2,140.92466568631832,0.14284462132690662,7,0.10683900331307593,4.433892281438261,2023-12-05,20.13033050558305,2023-12
Sports,50,West,Eve,Q3,276.1611608147089,0.16296600460398886,8,0.16492529794653069,3.7191635206186526,2023-09-05,45.00488100477276,2023-09
Clothing,66,East,Bob,Q1,345.141300408583,0.3495640885318233,12,0.3042704794435253,3.7434754103601726,2023-07-12,120.64900409201452,2023-07
Electronics,46,West,Diana,Q3,200.77297047919188,0.2493582495487929,7,0.05499369783961995,4.91709937852204,2023-11-21,50.06439647540276,2023-11
Home,60,North,Diana,Q3,379.1686112487769,0.36793618474097745,12,0.08171383633486476,2.0690421953801525,2023-11-02,139.50985219640984,2023-11
Home,39,North,Alice,Q2,197.90266941520207,0.33043128431183205,7,0.09889511062466945,3.7689260008007923,2023-09-25,65.39323322360515,2023-09
Home,43,West,Eve,Q1,106.55438971988843,0.21341542976550545,5,0.22011784131606213,3.2065690103658464,2023-07-23,22.740350875471147,2023-07
Sports,45,South,Diana,Q4,219.09583222120892,0.11967260855362945,4,0.16818059054314402,3.7248166745642313,2023-12-07,26.21976976514041,2023-12
Electronics,67,West,Alice,Q2,313.1654228291103,0.34568664645824254,9,0.19822994592956186,4.429743623151211,2023-05-03,108.25710480447269,2023-05
Sports,38,West,Diana,Q4,134.2468024037041,0.15692398515285605,3,0.07735903019638679,4.159532584349703,2023-02-27,21.06654322721726,2023-02
Sports,66,North,Eve,Q4,237.37646010216167,0.3447124768931329,8,0.21943292611843407,4.194276841943873,2023-12-05,81.82662751794008,2023-12
Electronics,24,East,Charlie,Q1,155.0191584896764,0.35351990058054794,8,0.13500586914771517,4.313395190689828,2023-07-20,54.80235749735061,2023-07
Electronics,34,North,Eve,Q3,196.9998544569935,0.28984657567760314,6,0.18947257501309833,3.4024300608528626,2023-04-22,57.099733223345766,2023-04
Electronics,37,East,Bob,Q1,329.2648873898001,0.2556681971449758,7,0.27600840494730083,1.0,2023-05-08,84.18256014209366,2023-05
Electronics,58,North,Diana,Q4,363.9351533196988,0.22130191162711838,12,0.17306876683145922,3.9246825495403774,2023-02-05,80.53954513795776,2023-02
Home,66,West,Diana,Q2,616.723073252988,0.2970194173363442,15,0.01253015031694217,4.527087452025365,2023-08-22,183.178727875482,2023-08
Books,37,North,Bob,Q4,129.48162438544287,0.05632569351347104,5,0.25493173457042495,2.9522395815062823,2023-11-06,7.293142290760833,2023-11
Books,71,North,Bob,Q2,267.0370839406577,0.3572581071245448,8,0.3203646651764971,2.596044993592362,2023-02-16,95.40116314069755,2023-02
Electronics,39,North,Charlie,Q2,426.4832808912344,0.3095581072780571,11,0.19161097148376835,5.0,2023-04-25,132.02135721842652,2023-04
Books,45,West,Diana,Q1,156.8430530286214,0.24217474402242542,6,0.12413066363966561,2.392836867738834,2023-09-12,37.98342621890208,2023-09
Books,57,West,Diana,Q4,164.88880000336547,0.2793841819731078,7,0.09184964242598156,2.3289916828882506,2023-08-11,46.067322505467644,2023-08
Electronics,66,West,Charlie,Q3,433.1527846127312,0.1501154886454297,10,0.24903764838931403,4.16853944929834,2023-05-04,65.0229419202687,2023-05
Books,24,West,Alice,Q4,73.5150874730122,0.06696058495392936,4,0.12416079523943635,3.0787897101324497,2023-06-09,4.922613260132182,2023-06
Sports,18,East,Charlie,Q4,84.93205486877137,0.3174860055963169,4,0.1749925304775336,3.3196743071647323,2023-04-06,26.964738847373443,2023-04
Clothing,49,East,Eve,Q3,193.74361501426492,0.38532369377477516,6,0.17648934107341355,4.007699936516113,2023-04-17,74.65400538257454,2023-04
Clothing,30,South,Diana,Q1,117.73077321715344,0.09084784224506103,2,0.1254097754257482,5.0,2023-04-30,10.695586712621012,2023-04
Electronics,47,West,Bob,Q4,183.61741377915664,0.17580159384028698,7,0.3212825999524098,2.952027097724672,2023-04-11,32.28023399920721,2023-04
Home,40,East,Eve,Q4,472.88807772148004,0.34018599144219497,12,0.15469467347116686,4.21212996624681,2023-04-13,160.86989956087544,2023-04
Electronics,68,North,Diana,Q2,452.47224888226503,0.3287111807957482,11,0.1256276632125933,4.947200659168192,2023-06-15,148.732687207397,2023-06
Home,73,West,Charlie,Q4,296.37935366323705,0.45,7,0.19955322501079042,2.88943103849916,2023-07-05,133.37070914845668,2023-07
Clothing,36,South,Eve,Q3,283.93378611191474,0.31605259750607184,9,0.15938339325153264,3.3116993164956763,2023-02-01,89.73801062040408,2023-02
Electronics,49,South,Diana,Q2,326.6835104573193,0.29683395775144383,11,0.117049207194464,4.875923385867295,2023-03-07,96.97075934118128,2023-03
Sports,47,South,Alice,Q1,449.77656470379543,0.1688969040004094,13,0.2425670059745539,1.019396221641737,2023-06-28,75.96586927041086,2023-06
Books,46,North,Alice,Q2,185.76134713551352,0.34198446371125457,9,0.0615755336056024,4.269259383904565,2023-09-24,63.52749467841878,2023-09
Home,66,East,Bob,Q3,207.63808852937024,0.3996330929980296,9,0.2289399630921299,1.6967993746240333,2023-02-06,82.97905154319092,2023-02
Books,62,North,Diana,Q3,162.68003450575318,0.28684873879416756,5,0.13252797534650462,1.0,2023-07-20,46.66456272496696,2023-07
Books,46,West,Alice,Q2,164.89539044963084,0.2506228341010294,6,0.1312028515333872,2.407382046695256,2023-12-24,41.3265500846823,2023-12
Electronics,47,South,Charlie,Q1,415.51745751359266,0.24130828212855462,11,0.3243123735282056,3.8221863988940776,2023-02-18,100.26780386702973,2023-02
Books,33,North,Diana,Q2,68.06490197683253,0.24684010548222118,3,0.14743453682406463,4.2077297295058305,2023-10-02,16.801147583598386,2023-10
Sports,57,North,Charlie,Q1,285.6700294954141,0.3215170811298651,8,0.1277815418570262,2.467403690447918,2023-06-17,91.84779404964802,2023-06
Books,36,East,Charlie,Q2,86.09137890693025,0.29951777106205446,6,0.06316203223398453,4.2490845220674,2023-09-20,25.785897917862517,2023-09
Electronics,35,East,Alice,Q3,384.75526746943626,0.3983989130544525,9,0.16701379313759268,4.109269017503578,2023-05-13,153.28608035179857,2023-05
Sports,18,South,Diana,Q4,110.20427717720666,0.21484860459914376,8,0.08221904380962303,4.961743804463158,2023-10-25,23.67723517238012,2023-10
Clothing,31,North,Eve,Q4,144.84062047757726,0.3539782836850805,4,0.2644449253139327,5.0,2023-12-10,51.270434244534925,2023-12
Books,68,North,Alice,Q1,234.52465874070128,0.2872347774406359,9,0.13625672185448082,5.0,2023-06-25,67.36363815772643,2023-06
Electronics,64,East,Alice,Q1,274.62524427529553,0.3311807553425795,7,0.12158241796652347,4.628797454026285,2023-01-11,90.95059583523279,2023-01
Clothing,67,North,Diana,Q1,248.17633307398899,0.2799953235366482,9,0.09073764214275076,4.011456368273929,2023-07-20,69.4882126731905,2023-07
Clothing,19,North,Diana,Q3,219.56996606920853,0.34587783895561647,7,0.16932545869146393,5.0,2023-10-24,75.94438536357588,2023-10
Home,71,North,Charlie,Q2,391.8188830458221,0.3582588663270758,13,0.2007791519916982,2.672102965951002,2023-01-03,140.37258884553734,2023-01
Sports,45,East,Diana,Q3,165.7644078771964,0.19466750935537527,8,0.2077978361895439,2.82458188926815,2023-08-02,32.26894442122237,2023-08
Books,66,South,Charlie,Q4,205.43990613530667,0.31819003365364806,5,0.16924464418984056,4.469814438799521,2023-10-23,65.36893064699552,2023-10
Electronics,67,West,Alice,Q1,379.9336548275266,0.2466818090441583,12,0.19311397060265162,4.671354777750575,2023-11-03,93.72272128961306,2023-11
Home,47,South,Bob,Q2,401.49637842816543,0.19241626442990806,10,0.29396880422058236,4.3386378481496575,2023-02-01,77.25443331928432,2023-02
Sports,55,West,Eve,Q4,231.10144742290566,0.20319935106639825,8,0.233690672653178,5.0,2023-02-17,46.959664146839785,2023-02
Home,68,North,Alice,Q4,251.5931332952197,0.32385602224785925,6,0.12450710904766789,2.6040600117659465,2023-11-23,81.47995137386529,2023-11
Sports,21,South,Diana,Q4,36.763983228239425,0.22963026488771823,5,0.14367040150228938,4.684732330280391,2023-09-09,8.44212320702825,2023-09
Sports,18,West,Eve,Q3,140.71114605416918,0.2896645748433349,6,0.19513787799679994,3.319186181166965,2023-07-18,40.75903429749932,2023-07
Books,25,East,Bob,Q1,62.02800646676378,0.31121766274547835,5,0.24382418644542286,2.777246870311667,2023-03-30,19.30421119734764,2023-03
Sports,46,East,Bob,Q4,283.77124956257774,0.3286867716280143,10,0.20970948541573672,4.195536271368121,2023-04-19,93.27185589957124,2023-04
Home,72,South,Charlie,Q1,305.3396138514758,0.45,10,0.07398306293846382,3.4140094751534975,2023-10-18,137.40282623316412,2023-10
Sports,56,South,Eve,Q3,200.02088351411015,0.23317534058654807,7,0.26241881820990925,4.060209095695709,2023-04-18,46.63993763782489,2023-04
Books,20,North,Charlie,Q4,43.33124141826222,0.24123412907419411,2,0.201577918464299,4.266785754764249,2023-02-09,10.452974285238135,2023-02
Books,49,South,Alice,Q3,156.10949696118362,0.06841493341294129,8,0.08284008901615368,3.0242019586808047,2023-02-21,10.680220839727138,2023-02
Home,27,North,Eve,Q3,187.63979799125113,0.2043746561447531,9,0.23588552302739907,5.0,2023-04-22,38.34881919353288,2023-04
Clothing,27,North,Alice,Q1,96.57096455925497,0.39882789206023284,6,0.2134067746495121,3.809521271248532,2023-10-22,38.51519422939111,2023-10
Clothing,36,East,Charlie,Q4,91.56379974646757,0.33759396054184854,7,0.2188833723358081,3.578657830101938,2023-03-09,30.911385798670693,2023-03
Sports,63,East,Eve,Q3,226.21590937155366,0.1720011162788005,8,0.15541809105835347,3.222853348234599,2023-07-08,38.9093889319312,2023-07
Electronics,51,West,Charlie,Q4,231.94560662917462,0.45,7,0.1434004053732101,5.0,2023-11-28,104.37552298312858,2023-11
Sports,50,East,Eve,Q1,166.93250041901354,0.30614115821292065,8,0.1726061992576276,5.0,2023-07-28,51.104909021655665,2023-07
Home,40,East,Charlie,Q3,168.33702712682089,0.3168253375904271,9,0.22305424031019055,2.796812899465097,2023-03-06,53.333435448423906,2023-03
Home,72,South,Bob,Q1,408.31904113379363,0.40953801439488646,11,0.2739479929584005,1.2792915657557344,2023-03-03,167.2221693455578,2023-03
Home,45,East,Charlie,Q4,329.90911023403834,0.4191564576662571,7,0.31951458107740927,5.0,2023-09-15,138.28353399752623,2023-09
Home,49,West,Bob,Q4,253.4635852435502,0.3224909980665729,8,0.16795574691410586,3.585790713489869,2023-05-14,81.73972457872438,2023-05
Home,67,South,Charlie,Q1,623.4833189051767,0.2963371152661004,13,0.17737008317156674,2.162468840461506,2023-05-02,184.7612481408942,2023-05
Books,24,West,Eve,Q2,52.32722201856068,0.33382280769366934,1,0.10361223703284007,4.018837020950137,2023-11-27,17.46802017304592,2023-11
Clothing,46,East,Eve,Q3,182.2809292353691,0.2607226294630387,5,0.22983239523672572,3.8442445190873515,2023-06-20,47.52476317121151,2023-06
Home,25,West,Eve,Q4,471.8857889881577,0.28294343180353576,13,0.25334473093236287,4.672023202866441,2023-07-29,133.51698455562845,2023-07
Electronics,18,South,Diana,Q4,144.31775897016556,0.275945639525977,5,0.19210530583840718,3.3155758988963937,2023-10-23,39.82385629397814,2023-10
Electronics,74,North,Alice,Q3,673.0481328783599,0.2898573924497271,20,0.15942610464323945,4.062396898877487,2023-03-30,195.08797678927883,2023-03
Electronics,72,West,Eve,Q1,319.7519387164262,0.18276643922275576,13,0.10433453145361353,2.9378609989493376,2023-06-16,58.439923273774035,2023-06
Electronics,20,West,Bob,Q1,211.95397224354338,0.23870956789530656,7,0.2474925714596876,5.0,2023-01-28,50.59544112795004,2023-01
Books,41,South,Eve,Q1,131.41350525026044,0.15096539136752635,6,0.22183949470121797,4.961755763744264,2023-08-26,19.838891251084046,2023-08
Electronics,40,South,Diana,Q2,344.2105912141638,0.23514980566977847,10,0.06974268726579264,3.7887784834758764,2023-12-02,80.94105363349017,2023-12
Home,25,West,Bob,Q2,118.58091430474792,0.11756342783947894,2,0.23675106682387792,4.038685614383665,2023-03-04,13.94077876200567,2023-03
Sports,71,East,Diana,Q4,356.0453268535216,0.30728308084060385,10,0.05614751827019765,3.9915982109254444,2023-09-12,109.40670495444989,2023-09
Electronics,74,West,Bob,Q1,380.86441404786706,0.12949804035454682,11,0.2193647735321069,4.46774361454449,2023-02-10,49.321195259981515,2023-02
Books,64,South,Charlie,Q3,180.777655977051,0.1977221552005596,8,0.22562332847016564,1.8111300215672173,2023-01-29,35.74374775188785,2023-01
Books,54,North,Alice,Q4,169.03955552459715,0.34032808595846764,4,0.18400814733956458,4.6206814996396774,2023-10-06,57.52890838295626,2023-10
Electronics,20,North,Alice,Q3,130.39446981137013,0.3632917369210024,6,0.08023902452817792,2.5045793174532904,2023-03-21,47.37123342266587,2023-03
Sports,68,East,Diana,Q4,456.6456952005189,0.3337887367106801,13,0.08475074261809672,3.1403098118767856,2023-02-20,152.42318972535148,2023-02
Electronics,50,West,Alice,Q2,274.9274190723008,0.28557871315791045,9,0.15285459923878703,3.7993699210510274,2023-04-22,78.51341855049323,2023-04
Books,45,North,Diana,Q4,148.03321293868373,0.21045813478020065,5,0.1313262159273936,5.0,2023-12-27,31.154793880595644,2023-12
Clothing,64,West,Diana,Q2,303.18230497136165,0.3384486683893406,11,0.08685521217270278,4.451421105096817,2023-10-28,102.61164739676832,2023-10
Home,25,South,Diana,Q4,134.60285927829048,0.14228789083959112,5,0.14382287266607963,3.9106738195500323,2023-03-31,19.15235694768624,2023-03
Books,51,North,Alice,Q1,170.12888524581555,0.387566065636346,7,0.14823588897426185,3.8152221072170676,2023-08-17,65.93618270581813,2023-08
Electronics,52,East,Diana,Q3,243.6789043524667,0.3302163805985364,8,0.0,4.526610597738988,2023-05-30,80.4667658234885,2023-05
Home,49,South,Alice,Q1,180.46283499402756,0.338712121179163,7,0.12141648363616499,3.001526109654443,2023-08-31,61.12494963483236,2023-08
Electronics,41,East,Diana,Q4,203.09151960813645,0.28198947872130375,6,0.08998871349447145,4.552800636110621,2023-05-18,57.269671747015835,2023-05
Electronics,31,South,Eve,Q4,270.5778686650625,0.16449887142311834,7,0.23391368501948717,4.066814751886685,2023-05-15,44.509754027475516,2023-05
Clothing,49,North,Diana,Q4,172.38778281532439,0.19658779806726,4,0.15480296185890238,4.216227627782036,2023-03-30,33.889334637361664,2023-03
Home,73,East,Bob,Q2,315.0273031200985,0.1854736532341659,9,0.166394861453606,1.080265952897427,2023-01-15,58.429264778191616,2023-01
Home,63,East,Diana,Q3,317.0096405490471,0.14905802011143895,11,0.14192358784982836,4.118165048792761,2023-11-29,47.252829376479895,2023-11
Clothing,60,South,Charlie,Q3,238.59549661106405,0.3053602333549252,6,0.1763018077299654,3.3093704715222003,2023-12-28,72.85757652258877,2023-12
Books,33,East,Diana,Q4,113.16118199947674,0.36539335624259195,4,0.12632122040623683,1.9919709796618885,2023-06-23,41.34834408716759,2023-06
Electronics,21,South,Bob,Q4,335.78381843964905,0.27429599402054783,10,0.21930864906531347,1.752191707134444,2023-03-31,92.10415625491869,2023-03
Sports,69,South,Bob,Q2,180.72118440843624,0.2273567270341377,6,0.24690850386161595,2.8173145484531625,2023-08-01,41.0881769928349,2023-08
Electronics,54,South,Alice,Q1,249.7235308577425,0.39487675491700097,8,0.20751634112891698,3.8237877655905326,2023-12-09,98.61001749152092,2023-12
Electronics,71,South,Eve,Q1,425.6910584590928,0.2221481213628794,13,0.20560928795457126,4.686998389536919,2023-03-02,94.56646891766313,2023-03
Books,38,North,Diana,Q3,177.35129538709532,0.3176733446515115,5,0.11787866471910531,3.235263391032707,2023-12-30,56.33977918389675,2023-12
Electronics,31,South,Alice,Q2,320.26736569606936,0.22617187893367047,7,0.12603983129018917,4.1580708486050115,2023-08-08,72.43547186061697,2023-08
Clothing,48,West,Eve,Q4,178.19539861214616,0.23293535468292417,7,0.2526127966871982,3.5004990294757485,2023-03-02,41.50800837858532,2023-03
Clothing,72,East,Diana,Q3,292.2818199665264,0.3304779591864878,9,0.05596060916663949,3.752102661155398,2023-11-03,96.5926993698501,2023-11
Home,65,West,Charlie,Q2,288.5386367037387,0.20932026486363817,9,0.1399015199108541,4.67240439353556,2023-06-15,60.39698385821965,2023-06
Sports,35,North,Diana,Q1,174.17660581749155,0.24395377387882883,5,0.05308943091073061,4.095203801726023,2023-01-12,42.491040310582235,2023-01
Electronics,24,West,Bob,Q2,281.3995521575677,0.31451755083274835,7,0.2600342587525083,5.0,2023-08-04,88.50509795003042,2023-08
Electronics,27,East,Bob,Q1,208.55803750268205,0.24019133067501286,7,0.3089873803207722,4.134455807002535,2023-03-18,50.09383255073844,2023-03
Books,24,West,Charlie,Q2,75.615851888833,0.27067856224601433,7,0.16356022912152757,3.789642261506001,2023-08-20,20.467590072276884,2023-08
Clothing,50,North,Alice,Q3,248.00451868965305,0.27269375041891786,5,0.09652972326125694,3.904306509298434,2023-04-22,67.6292823223201,2023-04
Sports,40,South,Eve,Q1,208.24165336829645,0.22907589614186816,12,0.28182232418524855,4.58214462302951,2023-03-07,47.70314335940679,2023-03
Home,38,West,Diana,Q3,268.02496876910163,0.2061368705226701,9,0.14256415333241998,4.605151244965448,2023-07-01,55.249828283999,2023-07
