,gender,age,num_friends,num_liked,num_calls,event,time
162,1,30.0,41.0,118.0,638.0,True,499
163,1,22.0,21.0,204.0,315.0,False,500
164,1,18.0,50.0,152.0,778.0,False,500
165,1,23.0,29.0,128.0,352.0,False,500
166,0,22.0,30.0,162.0,537.0,False,500
167,1,34.0,40.0,170.0,544.0,True,384
168,0,33.0,37.0,100.0,447.0,False,500
169,0,30.0,23.0,120.0,393.0,True,84
170,1,21.0,18.0,169.0,233.0,False,500
171,0,16.0,20.0,145.0,256.0,False,500
172,1,30.0,19.0,38.0,217.0,True,3
173,1,33.0,10.0,142.0,173.0,True,2
174,1,21.0,21.0,167.0,370.0,False,500
175,1,16.0,31.0,80.0,461.0,False,500
176,1,24.0,34.0,146.0,486.0,False,500
177,1,27.0,24.0,62.0,291.0,False,500
178,0,24.0,24.0,95.0,429.0,False,500
179,0,27.0,5.0,86.0,80.0,True,11
180,1,20.0,30.0,270.0,385.0,False,500
181,0,26.0,23.0,143.0,329.0,False,500
182,0,25.0,29.0,183.0,370.0,False,500
183,0,35.0,44.0,103.0,670.0,False,500
184,1,23.0,111.0,157.0,1441.0,False,500
185,1,19.0,29.0,61.0,389.0,False,500
186,0,22.0,8.0,212.0,133.0,False,500
187,0,18.0,40.0,215.0,650.0,False,500
188,1,19.0,9.0,118.0,121.0,True,5
189,1,36.0,117.0,83.0,1723.0,False,500
190,1,22.0,20.0,130.0,320.0,False,500
191,0,24.0,10.0,133.0,134.0,False,500
192,1,16.0,31.0,125.0,442.0,False,500
193,0,21.0,28.0,144.0,464.0,False,500
194,0,32.0,29.0,293.0,444.0,False,500
195,0,15.0,17.0,173.0,287.0,False,500
196,1,22.0,25.0,167.0,414.0,False,500
197,0,28.0,17.0,142.0,267.0,False,500
198,0,22.0,45.0,173.0,760.0,False,500
199,1,28.0,13.0,143.0,190.0,False,500
200,1,18.0,53.0,147.0,639.0,False,500
201,0,32.0,25.0,103.0,435.0,True,319
202,1,27.0,8.0,119.0,113.0,True,2
203,0,25.0,3.0,148.0,54.0,True,1
204,0,18.0,51.0,281.0,897.0,False,500
205,0,23.0,31.0,105.0,378.0,False,500
206,0,26.0,25.0,133.0,323.0,False,500
207,1,16.0,29.0,170.0,386.0,False,500
208,0,32.0,24.0,89.0,361.0,True,194
209,0,24.0,28.0,225.0,419.0,False,500
210,0,23.0,41.0,222.0,514.0,False,500
211,1,20.0,43.0,80.0,672.0,False,500
212,1,19.0,34.0,141.0,575.0,False,500
213,1,21.0,15.0,39.0,221.0,True,438
214,1,19.0,7.0,173.0,126.0,True,23
215,1,27.0,29.0,162.0,480.0,False,500
216,1,24.0,33.0,114.0,500.0,False,500
217,1,12.0,19.0,103.0,287.0,False,500
218,1,23.0,40.0,163.0,628.0,False,500
219,0,25.0,10.0,85.0,130.0,True,281
220,0,27.0,32.0,251.0,546.0,False,500
221,1,13.0,15.0,131.0,269.0,False,500
222,0,21.0,23.0,83.0,340.0,False,500
223,0,18.0,54.0,54.0,877.0,False,500
224,0,19.0,48.0,116.0,701.0,False,500
225,1,26.0,28.0,213.0,394.0,False,500
226,1,30.0,11.0,226.0,159.0,True,1
227,1,36.0,19.0,192.0,255.0,True,2
228,1,20.0,91.0,135.0,1260.0,False,500
229,1,24.0,17.0,134.0,243.0,False,500
230,0,21.0,30.0,98.0,387.0,False,500
231,0,26.0,15.0,190.0,225.0,False,500
232,0,27.0,38.0,113.0,667.0,False,500
233,1,23.0,28.0,128.0,340.0,False,500
234,0,21.0,86.0,37.0,1353.0,False,500
235,1,25.0,18.0,138.0,232.0,False,500
236,1,17.0,29.0,124.0,509.0,False,500
237,1,23.0,41.0,189.0,525.0,False,500
238,1,24.0,5.0,91.0,78.0,True,5
239,0,17.0,24.0,179.0,331.0,False,500
240,0,28.0,6.0,75.0,90.0,True,13
241,0,20.0,25.0,177.0,398.0,False,500
242,1,24.0,54.0,185.0,793.0,False,500
243,1,24.0,16.0,172.0,238.0,False,500
244,1,22.0,25.0,140.0,352.0,False,500
245,0,16.0,47.0,159.0,672.0,False,500
246,0,21.0,13.0,373.0,206.0,False,500
247,1,26.0,14.0,74.0,165.0,True,189
248,1,13.0,55.0,142.0,841.0,False,500
249,0,26.0,30.0,143.0,447.0,False,500
250,1,29.0,9.0,191.0,158.0,True,9
251,0,19.0,32.0,253.0,559.0,False,500
252,0,18.0,16.0,117.0,259.0,False,500
253,0,23.0,22.0,171.0,339.0,False,500
254,1,32.0,72.0,122.0,1286.0,True,457
255,0,21.0,29.0,110.0,422.0,False,500
256,1,17.0,10.0,118.0,129.0,True,15
257,0,21.0,30.0,125.0,531.0,False,500
258,1,21.0,40.0,203.0,690.0,False,500
259,1,39.0,47.0,126.0,695.0,True,409
260,1,25.0,30.0,133.0,416.0,False,500
261,0,27.0,53.0,127.0,698.0,False,500
262,0,18.0,46.0,264.0,743.0,False,500
263,1,22.0,72.0,98.0,1323.0,False,500
264,1,19.0,15.0,175.0,247.0,False,500
265,1,20.0,34.0,138.0,353.0,False,500
266,0,27.0,28.0,153.0,413.0,False,500
267,1,24.0,39.0,164.0,664.0,False,500
268,1,25.0,58.0,105.0,798.0,False,500
269,1,26.0,18.0,104.0,325.0,False,500
270,0,13.0,66.0,154.0,999.0,False,500
271,0,19.0,39.0,281.0,697.0,False,500
272,0,18.0,22.0,117.0,321.0,False,500
273,0,17.0,17.0,178.0,271.0,False,500
274,1,19.0,16.0,83.0,291.0,False,500
275,1,31.0,17.0,46.0,232.0,True,1
276,0,25.0,43.0,130.0,547.0,False,500
277,0,37.0,17.0,131.0,182.0,True,20
278,1,26.0,31.0,192.0,560.0,False,500
279,1,19.0,26.0,261.0,364.0,False,500
280,0,37.0,14.0,76.0,208.0,True,5
281,1,22.0,41.0,139.0,665.0,False,500
282,1,20.0,53.0,132.0,764.0,False,500
283,0,18.0,22.0,175.0,369.0,False,500
284,0,23.0,96.0,110.0,1273.0,False,500
285,0,36.0,7.0,102.0,134.0,True,2
286,0,27.0,64.0,156.0,871.0,False,500
287,1,47.0,17.0,117.0,237.0,True,1
288,1,28.0,5.0,182.0,73.0,True,4
289,0,21.0,14.0,105.0,194.0,True,32
290,1,18.0,20.0,71.0,389.0,False,500
291,0,28.0,15.0,132.0,201.0,False,500
292,0,18.0,34.0,205.0,362.0,False,500
293,1,21.0,58.0,74.0,913.0,False,500
294,0,23.0,40.0,156.0,492.0,False,500
295,0,27.0,9.0,249.0,162.0,False,500
296,1,35.0,57.0,180.0,845.0,False,500
297,0,29.0,44.0,72.0,545.0,False,500
298,0,28.0,45.0,134.0,855.0,False,500
299,1,26.0,60.0,64.0,606.0,False,500
300,0,30.0,41.0,63.0,619.0,True,198
301,0,35.0,30.0,168.0,486.0,True,81
302,0,18.0,23.0,152.0,352.0,False,500
303,1,28.0,11.0,201.0,157.0,True,28
304,0,16.0,29.0,249.0,445.0,False,500
305,0,33.0,31.0,75.0,520.0,True,392
306,0,27.0,56.0,72.0,861.0,False,500
307,1,25.0,60.0,61.0,924.0,False,500
308,1,16.0,37.0,119.0,647.0,False,500
309,1,20.0,34.0,91.0,545.0,False,500
310,1,19.0,20.0,95.0,282.0,False,500
311,1,16.0,4.0,129.0,62.0,True,1
312,1,22.0,10.0,147.0,130.0,True,41
313,1,19.0,13.0,213.0,242.0,False,500
314,0,30.0,11.0,220.0,166.0,True,7
315,1,23.0,28.0,166.0,403.0,False,500
316,1,38.0,6.0,168.0,106.0,True,1
317,1,25.0,59.0,94.0,816.0,False,500
318,1,27.0,9.0,95.0,139.0,True,20
319,0,24.0,10.0,212.0,163.0,False,500
320,1,14.0,37.0,176.0,659.0,False,500
321,0,21.0,29.0,105.0,461.0,False,500
322,0,25.0,34.0,132.0,471.0,False,500
323,0,24.0,25.0,198.0,346.0,False,500
324,1,22.0,56.0,162.0,792.0,False,500
325,1,17.0,12.0,199.0,150.0,True,136
326,0,26.0,24.0,107.0,350.0,False,500
327,0,23.0,26.0,43.0,377.0,False,500
328,1,27.0,56.0,269.0,851.0,False,500
329,1,28.0,20.0,179.0,261.0,False,500
330,0,28.0,33.0,131.0,528.0,False,500
331,1,26.0,21.0,87.0,287.0,False,500
332,0,16.0,6.0,113.0,84.0,True,11
333,1,24.0,40.0,207.0,568.0,False,500
334,0,24.0,10.0,103.0,156.0,False,500
335,0,25.0,29.0,150.0,451.0,False,500
336,0,22.0,30.0,38.0,422.0,False,500
337,1,19.0,38.0,190.0,643.0,False,500
338,0,19.0,41.0,63.0,613.0,False,500
339,1,30.0,61.0,152.0,1037.0,False,500
340,0,20.0,42.0,68.0,736.0,False,500
341,1,30.0,34.0,284.0,532.0,True,431
342,1,17.0,27.0,122.0,444.0,False,500
343,1,14.0,32.0,89.0,501.0,False,500
344,0,15.0,26.0,75.0,427.0,False,500
345,0,26.0,40.0,64.0,572.0,False,500
346,1,24.0,34.0,295.0,404.0,False,500
347,0,31.0,37.0,143.0,602.0,False,500
348,1,24.0,60.0,161.0,675.0,False,500
349,0,24.0,53.0,134.0,902.0,False,500
350,0,31.0,12.0,109.0,169.0,True,2
351,1,25.0,24.0,97.0,332.0,False,500
352,1,27.0,21.0,173.0,271.0,False,500
353,1,37.0,17.0,86.0,346.0,True,10
354,1,18.0,27.0,126.0,412.0,False,500
355,1,26.0,32.0,89.0,434.0,False,500
356,0,37.0,20.0,86.0,279.0,True,38
357,1,23.0,31.0,188.0,455.0,False,500
358,1,25.0,39.0,97.0,606.0,False,500
359,0,26.0,28.0,109.0,390.0,False,500
360,1,20.0,39.0,132.0,682.0,False,500
361,1,20.0,18.0,171.0,308.0,False,500
362,1,20.0,11.0,164.0,171.0,False,500
363,1,37.0,14.0,138.0,239.0,True,1
364,1,25.0,6.0,80.0,106.0,True,6
365,0,18.0,14.0,40.0,176.0,True,103
366,1,23.0,26.0,163.0,321.0,False,500
367,0,24.0,35.0,212.0,444.0,False,500
368,0,33.0,13.0,115.0,174.0,True,1
369,1,30.0,39.0,58.0,696.0,True,68
370,1,14.0,40.0,230.0,679.0,False,500
371,1,33.0,36.0,141.0,661.0,True,487
372,0,13.0,40.0,199.0,659.0,False,500
373,1,28.0,37.0,209.0,710.0,False,500
374,0,44.0,25.0,133.0,373.0,True,14
375,1,23.0,47.0,248.0,865.0,False,500
376,1,16.0,33.0,162.0,418.0,False,500
377,1,23.0,68.0,103.0,1341.0,False,500
378,0,28.0,31.0,198.0,403.0,False,500
379,0,29.0,7.0,187.0,112.0,True,493
380,0,30.0,40.0,132.0,706.0,False,500
381,0,27.0,29.0,182.0,526.0,False,500
382,1,17.0,18.0,100.0,212.0,False,500
383,0,18.0,12.0,84.0,205.0,False,500
384,0,24.0,27.0,150.0,446.0,False,500
385,1,22.0,59.0,118.0,888.0,False,500
386,0,24.0,49.0,185.0,836.0,False,500
387,0,30.0,31.0,28.0,494.0,True,92
388,1,21.0,7.0,148.0,87.0,True,2
389,1,32.0,23.0,111.0,430.0,True,6
390,1,30.0,22.0,267.0,393.0,True,40
391,1,23.0,29.0,90.0,499.0,False,500
392,1,15.0,4.0,74.0,69.0,True,1
393,1,28.0,16.0,176.0,253.0,False,500
394,0,18.0,35.0,253.0,523.0,False,500
395,0,22.0,33.0,103.0,415.0,False,500
396,0,36.0,11.0,101.0,151.0,True,2
397,0,32.0,43.0,199.0,673.0,False,500
398,0,19.0,25.0,253.0,413.0,False,500
399,0,27.0,8.0,183.0,103.0,True,82
400,1,25.0,100.0,90.0,1622.0,False,500
401,0,17.0,11.0,88.0,173.0,False,500
402,1,28.0,43.0,114.0,754.0,False,500
403,1,21.0,23.0,186.0,361.0,False,500
404,0,17.0,26.0,164.0,354.0,False,500
405,1,22.0,38.0,114.0,465.0,False,500
406,1,27.0,24.0,148.0,387.0,False,500
407,0,32.0,24.0,78.0,325.0,True,31
408,0,21.0,26.0,160.0,388.0,False,500
409,0,15.0,54.0,323.0,801.0,False,500
410,1,23.0,19.0,53.0,311.0,False,500
411,0,19.0,24.0,71.0,310.0,False,500
412,1,27.0,20.0,108.0,306.0,False,500
413,0,21.0,26.0,178.0,394.0,False,500
414,0,21.0,25.0,132.0,410.0,False,500
415,1,29.0,31.0,202.0,448.0,False,500
416,0,32.0,12.0,60.0,182.0,True,1
417,0,25.0,17.0,212.0,269.0,False,500
418,1,26.0,45.0,512.0,593.0,False,500
419,0,34.0,31.0,40.0,490.0,True,20
420,0,26.0,28.0,56.0,494.0,False,500
421,1,18.0,27.0,90.0,388.0,False,500
422,1,19.0,39.0,71.0,644.0,False,500
423,0,24.0,45.0,117.0,684.0,False,500
424,0,15.0,9.0,82.0,133.0,False,500
425,1,17.0,4.0,152.0,57.0,True,1
426,1,27.0,28.0,174.0,460.0,False,500
427,0,33.0,31.0,139.0,481.0,False,500
428,0,22.0,23.0,225.0,292.0,False,500
429,1,25.0,24.0,150.0,436.0,False,500
430,0,21.0,38.0,179.0,549.0,False,500
431,1,16.0,19.0,170.0,283.0,False,500
432,0,30.0,41.0,276.0,588.0,False,500
433,0,22.0,16.0,204.0,290.0,False,500
434,1,25.0,23.0,103.0,379.0,False,500
435,0,15.0,26.0,150.0,355.0,False,500
436,0,16.0,16.0,241.0,242.0,False,500
437,1,29.0,34.0,81.0,484.0,False,500
438,0,27.0,36.0,217.0,493.0,False,500
439,0,21.0,29.0,124.0,492.0,False,500
440,1,22.0,25.0,84.0,345.0,False,500
441,0,35.0,8.0,120.0,117.0,True,1
442,0,23.0,5.0,142.0,88.0,True,25
443,1,31.0,19.0,129.0,284.0,True,1
444,0,30.0,27.0,74.0,433.0,True,178
445,1,17.0,11.0,211.0,192.0,False,500
446,0,17.0,19.0,163.0,280.0,False,500
447,1,30.0,21.0,102.0,332.0,True,1
448,1,27.0,8.0,280.0,131.0,True,12
449,1,23.0,31.0,100.0,511.0,False,500
450,1,21.0,30.0,142.0,551.0,False,500
451,0,15.0,39.0,162.0,637.0,False,500
452,0,54.0,17.0,161.0,225.0,True,1
453,0,20.0,38.0,189.0,494.0,False,500
454,1,20.0,29.0,158.0,481.0,False,500
455,0,19.0,62.0,47.0,739.0,False,500
456,1,14.0,43.0,111.0,627.0,False,500
457,0,32.0,10.0,80.0,139.0,True,1
458,0,21.0,4.0,187.0,70.0,True,10
459,0,23.0,35.0,163.0,587.0,False,500
460,0,35.0,27.0,239.0,511.0,False,500
461,1,27.0,8.0,187.0,110.0,True,18
462,1,18.0,14.0,221.0,262.0,False,500
463,1,19.0,25.0,179.0,360.0,False,500
464,0,18.0,32.0,124.0,431.0,False,500
465,0,28.0,29.0,117.0,369.0,False,500
466,0,28.0,41.0,204.0,633.0,False,500
467,0,20.0,53.0,252.0,881.0,False,500
468,0,18.0,7.0,252.0,93.0,True,147
469,0,15.0,3.0,140.0,42.0,True,1
470,1,38.0,22.0,137.0,361.0,True,18
471,0,14.0,20.0,215.0,333.0,False,500
472,1,18.0,29.0,123.0,526.0,False,500
473,1,27.0,42.0,193.0,620.0,False,500
474,0,24.0,16.0,147.0,296.0,False,500
475,0,24.0,29.0,163.0,430.0,False,500
476,1,48.0,62.0,21.0,905.0,True,33
477,1,17.0,71.0,261.0,1111.0,False,500
478,0,18.0,79.0,110.0,1166.0,False,500
479,1,17.0,49.0,121.0,835.0,False,500
480,0,27.0,23.0,142.0,295.0,False,500
481,0,24.0,55.0,83.0,840.0,False,500
482,1,29.0,30.0,277.0,471.0,False,500
483,0,23.0,44.0,130.0,796.0,False,500
484,0,31.0,40.0,93.0,774.0,False,500
485,0,21.0,77.0,121.0,1125.0,False,500
486,1,21.0,25.0,123.0,446.0,False,500
487,0,19.0,27.0,189.0,333.0,False,500
488,1,19.0,68.0,73.0,1323.0,False,500
489,1,15.0,24.0,71.0,408.0,False,500
490,1,19.0,32.0,88.0,460.0,False,500
491,1,31.0,15.0,117.0,224.0,True,2
492,0,25.0,14.0,53.0,195.0,False,500
493,0,26.0,12.0,122.0,167.0,False,500
494,0,20.0,74.0,275.0,1061.0,False,500
495,1,26.0,106.0,125.0,1667.0,False,500
496,1,24.0,23.0,29.0,384.0,False,500
497,1,34.0,51.0,79.0,710.0,True,458
498,0,32.0,36.0,165.0,637.0,False,500
499,0,21.0,43.0,189.0,691.0,False,500
500,0,17.0,32.0,73.0,520.0,False,500
501,0,18.0,17.0,119.0,262.0,False,500
502,1,19.0,44.0,197.0,676.0,False,500
503,0,21.0,40.0,204.0,734.0,False,500
504,0,20.0,17.0,212.0,244.0,False,500
505,1,30.0,32.0,217.0,574.0,True,8
506,0,15.0,14.0,70.0,195.0,False,500
507,0,20.0,5.0,105.0,89.0,True,6
508,0,15.0,30.0,129.0,561.0,False,500
509,1,23.0,22.0,195.0,293.0,False,500
510,1,21.0,27.0,138.0,435.0,False,500
511,1,25.0,34.0,157.0,434.0,False,500
512,1,28.0,44.0,195.0,545.0,False,500
513,0,33.0,39.0,95.0,506.0,True,65
514,0,20.0,32.0,125.0,499.0,False,500
515,1,20.0,19.0,160.0,266.0,False,500
516,1,27.0,44.0,116.0,788.0,False,500
517,0,26.0,35.0,263.0,469.0,False,500
518,1,21.0,54.0,119.0,806.0,False,500
519,1,27.0,71.0,208.0,737.0,False,500
520,0,13.0,22.0,216.0,311.0,False,500
521,1,29.0,33.0,148.0,515.0,False,500
522,1,17.0,36.0,108.0,438.0,False,500
523,1,28.0,30.0,176.0,381.0,False,500
524,0,17.0,33.0,140.0,464.0,False,500
525,1,26.0,10.0,91.0,169.0,True,52
526,0,19.0,38.0,134.0,462.0,False,500
527,0,26.0,43.0,152.0,571.0,False,500
528,0,35.0,54.0,112.0,770.0,False,500
529,1,27.0,10.0,165.0,144.0,True,135
530,1,23.0,25.0,70.0,398.0,False,500
531,0,45.0,4.0,137.0,57.0,True,1
532,0,17.0,39.0,129.0,552.0,False,500
533,1,20.0,73.0,269.0,1182.0,False,500
534,0,28.0,20.0,222.0,259.0,False,500
535,1,22.0,13.0,107.0,180.0,False,500
536,0,23.0,14.0,96.0,209.0,False,500
537,0,21.0,33.0,69.0,376.0,False,500
538,1,15.0,22.0,113.0,286.0,False,500
539,1,20.0,40.0,134.0,621.0,False,500
540,0,21.0,40.0,134.0,625.0,False,500
541,1,30.0,38.0,74.0,637.0,True,84
542,0,16.0,26.0,174.0,425.0,False,500
543,1,25.0,15.0,74.0,305.0,False,500
544,1,24.0,34.0,176.0,486.0,False,500
545,0,33.0,21.0,198.0,350.0,True,131
546,0,28.0,27.0,65.0,479.0,False,500
547,0,23.0,26.0,106.0,373.0,False,500
548,0,21.0,18.0,176.0,261.0,False,500
549,1,29.0,18.0,177.0,262.0,False,500
550,1,28.0,40.0,291.0,639.0,False,500
551,1,21.0,38.0,80.0,604.0,False,500
552,1,20.0,29.0,218.0,479.0,False,500
553,1,24.0,31.0,129.0,449.0,False,500
554,1,31.0,14.0,139.0,255.0,True,1
555,0,23.0,41.0,62.0,667.0,False,500
556,1,19.0,36.0,183.0,546.0,False,500
557,1,25.0,4.0,167.0,51.0,True,2
558,1,22.0,48.0,93.0,698.0,False,500
559,1,18.0,19.0,82.0,324.0,False,500
560,0,25.0,87.0,130.0,1229.0,False,500
561,1,23.0,42.0,52.0,507.0,False,500
562,0,32.0,8.0,87.0,103.0,True,1
563,0,28.0,11.0,86.0,186.0,False,500
564,1,20.0,32.0,60.0,424.0,False,500
565,1,19.0,24.0,31.0,384.0,False,500
566,1,27.0,59.0,107.0,981.0,False,500
567,1,30.0,25.0,103.0,336.0,True,14
568,1,20.0,24.0,101.0,343.0,False,500
569,0,19.0,40.0,66.0,647.0,False,500
570,0,26.0,8.0,101.0,117.0,True,6
571,0,35.0,29.0,209.0,411.0,True,106
572,1,30.0,13.0,189.0,225.0,True,2
573,0,19.0,19.0,192.0,290.0,False,500
574,0,27.0,29.0,122.0,518.0,False,500
575,0,17.0,10.0,56.0,157.0,False,500
576,1,29.0,22.0,114.0,308.0,False,500
577,0,43.0,56.0,130.0,877.0,False,500
578,1,22.0,52.0,184.0,693.0,False,500
579,0,16.0,72.0,137.0,1022.0,False,500
