YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,12,18,5,OO,5427,N939SW,SFO,RDD,1432,,,,,64.0,,,199,,,1536,,,0,1,B,,,,,
2015,1,25,7,WN,555,N215WN,DEN,TUS,2105,2112.0,7.0,8.0,2120.0,115.0,99.0,87.0,639,2247.0,4.0,2300,2251.0,-9.0,0,0,,,,,,
2015,2,5,4,HA,388,N483HA,HNL,KOA,1807,1811.0,4.0,10.0,1821.0,43.0,46.0,29.0,163,1850.0,7.0,1850,1857.0,7.0,0,0,,,,,,
2015,6,25,4,WN,1996,N910WN,ATL,LAS,1000,1000.0,0.0,26.0,1026.0,265.0,254.0,225.0,1747,1111.0,3.0,1125,1114.0,-11.0,0,0,,,,,,
2015,5,8,5,EV,4607,N15986,XNA,ORD,1839,,,,,111.0,,,522,,,2030,,,0,1,C,,,,,
2015,3,19,4,MQ,3348,N699MQ,DFW,ABI,1435,1501.0,26.0,11.0,1512.0,47.0,44.0,30.0,158,1542.0,3.0,1522,1545.0,23.0,0,0,,0.0,0.0,5.0,18.0,0.0
2015,7,24,5,EV,5252,N691CA,IND,DTW,1533,1533.0,0.0,21.0,1554.0,76.0,70.0,41.0,231,1635.0,8.0,1649,1643.0,-6.0,0,0,,,,,,
2015,8,7,5,AA,1062,N468AA,DFW,MCI,710,707.0,-3.0,26.0,733.0,100.0,110.0,73.0,460,846.0,11.0,850,857.0,7.0,0,0,,,,,,
2015,1,30,5,EV,4962,N861AS,ROA,ATL,1400,1419.0,19.0,9.0,1428.0,89.0,71.0,56.0,357,1524.0,6.0,1529,1530.0,1.0,0,0,,,,,,
2015,6,20,6,US,861,N190UW,CLT,ATL,2020,2023.0,3.0,19.0,2042.0,75.0,67.0,39.0,226,2121.0,9.0,2135,2130.0,-5.0,0,0,,,,,,
2015,5,15,5,MQ,3318,N817MQ,DAY,ORD,1838,1833.0,-5.0,12.0,1845.0,77.0,68.0,46.0,240,1831.0,10.0,1855,1841.0,-14.0,0,0,,,,,,
2015,10,16,5,B6,148,N608JB,12954,13796,700,654.0,-6.0,11.0,705.0,78.0,68.0,52.0,353,757.0,5.0,818,802.0,-16.0,0,0,,,,,,
2015,9,11,5,AS,471,N303AS,LAX,SEA,2025,2016.0,-9.0,15.0,2031.0,156.0,145.0,124.0,954,2235.0,6.0,2301,2241.0,-20.0,0,0,,,,,,
2015,4,24,5,DL,1142,N320NB,PIT,ATL,1910,1908.0,-2.0,14.0,1922.0,108.0,98.0,71.0,526,2033.0,13.0,2058,2046.0,-12.0,0,0,,,,,,
2015,4,18,6,EV,4203,N11176,IND,IAH,1523,1517.0,-6.0,14.0,1531.0,152.0,166.0,139.0,844,1650.0,13.0,1655,1703.0,8.0,0,0,,,,,,
2015,5,2,6,DL,1329,N959AT,MOB,ATL,900,855.0,-5.0,10.0,905.0,71.0,60.0,45.0,302,1050.0,5.0,1111,1055.0,-16.0,0,0,,,,,,
2015,1,15,4,B6,453,N706JB,JFK,PBI,659,653.0,-6.0,27.0,720.0,183.0,170.0,139.0,1028,939.0,4.0,1002,943.0,-19.0,0,0,,,,,,
2015,1,13,2,AA,1266,N3ERAA,RDU,MIA,1320,1315.0,-5.0,10.0,1325.0,128.0,123.0,106.0,700,1511.0,7.0,1528,1518.0,-10.0,0,0,,,,,,
2015,6,1,1,EV,5990,N14974,LNK,ORD,1427,1421.0,-6.0,10.0,1431.0,102.0,103.0,78.0,466,1549.0,15.0,1609,1604.0,-5.0,0,0,,,,,,
2015,2,28,6,MQ,3466,N908MQ,CRP,DFW,633,,,,,82.0,,,354,,,755,,,0,1,B,,,,,
2015,7,17,5,AA,969,N7AMAA,MIA,DFW,1100,1059.0,-1.0,20.0,1119.0,185.0,175.0,147.0,1121,1246.0,8.0,1305,1254.0,-11.0,0,0,,,,,,
2015,5,21,4,WN,2590,N261WN,DCA,MKE,1315,1414.0,59.0,26.0,1440.0,120.0,139.0,110.0,634,1530.0,3.0,1415,1533.0,78.0,0,0,,19.0,0.0,0.0,59.0,0.0
2015,3,29,7,UA,1091,,SFO,MCO,855,,,,,307.0,,,2446,,,1702,,,0,1,A,,,,,
2015,7,8,3,AA,1276,N3BWAA,RSW,DFW,1850,,,,,167.0,,,1017,,,2037,,,0,1,B,,,,,
2015,8,8,6,UA,1626,N76503,MCO,ORD,1623,1641.0,18.0,11.0,1652.0,181.0,170.0,138.0,1005,1810.0,21.0,1824,1831.0,7.0,0,0,,,,,,
2015,12,3,4,WN,342,N387SW,BNA,BWI,1650,1701.0,11.0,9.0,1710.0,100.0,89.0,76.0,587,1926.0,4.0,1930,1930.0,0.0,0,0,,,,,,
2015,9,7,1,OO,5620,N706SK,CVG,ORD,1810,1801.0,-9.0,16.0,1817.0,81.0,71.0,49.0,265,1806.0,6.0,1831,1812.0,-19.0,0,0,,,,,,
2015,5,29,5,MQ,3564,N505MQ,PIT,ORD,2028,2031.0,3.0,37.0,2108.0,98.0,124.0,72.0,413,2120.0,15.0,2106,2135.0,29.0,0,0,,29.0,0.0,0.0,0.0,0.0
2015,7,15,3,DL,1615,N669DN,ATL,FLL,1500,1517.0,17.0,35.0,1552.0,115.0,123.0,80.0,581,1712.0,8.0,1655,1720.0,25.0,0,0,,8.0,0.0,17.0,0.0,0.0
2015,3,14,6,OO,4485,N8933B,BIS,MSP,1308,1304.0,-4.0,16.0,1320.0,80.0,85.0,62.0,386,1422.0,7.0,1428,1429.0,1.0,0,0,,,,,,
2015,5,4,1,OO,4695,N807SK,LAS,SEA,729,,,,,156.0,,,867,,,1005,,,0,1,A,,,,,
2015,11,29,7,WN,2093,N936WN,DEN,MCO,1855,1854.0,-1.0,21.0,1915.0,200.0,205.0,177.0,1546,12.0,7.0,15,19.0,4.0,0,0,,,,,,
2015,2,6,5,AA,1251,N200AA,DFW,MCI,2125,2119.0,-6.0,11.0,2130.0,87.0,80.0,67.0,460,2237.0,2.0,2252,2239.0,-13.0,0,0,,,,,,
2015,8,8,6,AA,1656,N3ARAA,PHL,MIA,1125,1124.0,-1.0,20.0,1144.0,170.0,172.0,144.0,1013,1408.0,8.0,1415,1416.0,1.0,0,0,,,,,,
2015,1,17,6,WN,2623,N218WN,SAN,SJC,1035,1113.0,38.0,7.0,1120.0,80.0,71.0,60.0,417,1220.0,4.0,1155,1224.0,29.0,0,0,,0.0,0.0,29.0,0.0,0.0
2015,12,15,2,WN,630,N376SW,DAL,DEN,820,,,,,120.0,,,651,,,920,,,0,1,B,,,,,
2015,2,15,7,WN,541,N784SW,LAX,RNO,1140,1138.0,-2.0,6.0,1144.0,80.0,75.0,64.0,391,1248.0,5.0,1300,1253.0,-7.0,0,0,,,,,,
2015,8,2,7,DL,1607,N308DE,ATL,CHS,1910,1906.0,-4.0,13.0,1919.0,75.0,56.0,39.0,259,1958.0,4.0,2025,2002.0,-23.0,0,0,,,,,,
2015,6,10,3,UA,686,N498UA,ORD,LGA,1200,1214.0,14.0,19.0,1233.0,134.0,123.0,99.0,733,1512.0,5.0,1514,1517.0,3.0,0,0,,,,,,
2015,10,5,1,OO,5371,N958SW,13476,12892,1108,1210.0,62.0,5.0,1215.0,78.0,60.0,43.0,266,1258.0,12.0,1226,1310.0,44.0,0,0,,0.0,0.0,0.0,44.0,0.0
2015,6,15,1,EV,6056,N14972,ORD,BTV,2105,,,,,128.0,,,763,,,13,,,0,1,B,,,,,
2015,4,21,2,AA,1161,N023AA,MIA,TPA,1010,1007.0,-3.0,38.0,1045.0,70.0,78.0,37.0,204,1122.0,3.0,1120,1125.0,5.0,0,0,,,,,,
2015,4,7,2,DL,2306,N924DN,ATL,DAY,2149,2158.0,9.0,18.0,2216.0,95.0,84.0,60.0,432,2316.0,6.0,2324,2322.0,-2.0,0,0,,,,,,
2015,12,21,1,DL,1221,N956DL,ATL,OKC,1340,1338.0,-2.0,13.0,1351.0,140.0,137.0,120.0,761,1451.0,4.0,1500,1455.0,-5.0,0,0,,,,,,
2015,3,1,7,AA,380,N3DTAA,ORD,LGA,1035,1119.0,44.0,20.0,1139.0,120.0,134.0,103.0,733,1422.0,11.0,1335,1433.0,58.0,0,0,,14.0,0.0,0.0,44.0,0.0
2015,8,4,2,AA,2162,N957UW,LGA,BOS,1100,1058.0,-2.0,26.0,1124.0,74.0,68.0,35.0,184,1159.0,7.0,1214,1206.0,-8.0,0,0,,,,,,
2015,4,14,2,DL,2386,N921DL,ATL,LGA,2140,2139.0,-1.0,16.0,2155.0,137.0,133.0,102.0,762,2337.0,15.0,2357,2352.0,-5.0,0,0,,,,,,
2015,7,19,7,AA,1965,N921US,SFO,CLT,5,5.0,0.0,15.0,20.0,303.0,288.0,263.0,2296,743.0,10.0,808,753.0,-15.0,0,0,,,,,,
2015,11,14,6,UA,1246,N34131,EWR,TPA,1430,1428.0,-2.0,17.0,1445.0,179.0,170.0,148.0,997,1713.0,5.0,1729,1718.0,-11.0,0,0,,,,,,
2015,8,19,3,OO,4491,N641CA,BOI,SEA,1045,1112.0,27.0,13.0,1125.0,87.0,87.0,66.0,399,1131.0,8.0,1112,1139.0,27.0,0,0,,0.0,0.0,0.0,27.0,0.0
2015,10,25,7,AA,159,N3FLAA,11298,14771,815,810.0,-5.0,14.0,824.0,222.0,216.0,199.0,1464,943.0,3.0,957,946.0,-11.0,0,0,,,,,,
2015,6,17,3,MQ,3242,N935MQ,DFW,SJT,2200,2327.0,87.0,52.0,19.0,64.0,94.0,39.0,229,58.0,3.0,2304,101.0,117.0,0,0,,30.0,0.0,0.0,0.0,87.0
2015,3,4,3,MQ,3558,N817MQ,DFW,TXK,1746,,,,,51.0,,,181,,,1837,,,0,1,B,,,,,
2015,7,16,4,EV,2704,N909EV,GRK,DFW,500,452.0,-8.0,8.0,500.0,54.0,42.0,28.0,134,528.0,6.0,554,534.0,-20.0,0,0,,,,,,
2015,9,29,2,WN,2465,N408WN,SAN,SMF,1015,1150.0,95.0,10.0,1200.0,90.0,83.0,70.0,480,1310.0,3.0,1145,1313.0,88.0,0,0,,0.0,0.0,85.0,3.0,0.0
2015,12,18,5,AS,720,N588AS,SLC,SAN,800,753.0,-7.0,31.0,824.0,120.0,125.0,91.0,626,855.0,3.0,900,858.0,-2.0,0,0,,,,,,
2015,3,14,6,AS,855,N531AS,PDX,KOA,720,710.0,-10.0,18.0,728.0,390.0,399.0,377.0,2607,1045.0,4.0,1050,1049.0,-1.0,0,0,,,,,,
2015,7,29,3,OO,5596,N748SK,DFW,IAH,1059,1057.0,-2.0,19.0,1116.0,68.0,65.0,40.0,224,1156.0,6.0,1207,1202.0,-5.0,0,0,,,,,,
2015,10,9,5,DL,504,N957AT,10397,11618,1928,2001.0,33.0,40.0,2041.0,138.0,151.0,105.0,746,2226.0,6.0,2146,2232.0,46.0,0,0,,46.0,0.0,0.0,0.0,0.0
2015,3,2,1,MQ,3007,N532MQ,DFW,GRR,930,942.0,12.0,,,140.0,,,931,,,1250,,,0,1,A,,,,,
2015,3,19,4,WN,397,N384SW,BWI,BDL,1955,2029.0,34.0,16.0,2045.0,70.0,68.0,46.0,283,2131.0,6.0,2105,2137.0,32.0,0,0,,0.0,0.0,0.0,32.0,0.0
2015,11,29,7,OO,5537,N924SW,BIS,DEN,2040,2029.0,-11.0,11.0,2040.0,105.0,112.0,93.0,516,2113.0,8.0,2125,2121.0,-4.0,0,0,,,,,,
2015,1,12,1,WN,46,N520SW,DAL,ELP,1905,1900.0,-5.0,7.0,1907.0,105.0,103.0,90.0,562,1937.0,6.0,1950,1943.0,-7.0,0,0,,,,,,
2015,4,7,2,WN,4521,N8611F,DCA,DAL,700,700.0,0.0,25.0,725.0,205.0,203.0,174.0,1184,919.0,4.0,925,923.0,-2.0,0,0,,,,,,
2015,9,27,7,EV,5334,N868AS,ABY,ATL,1210,1203.0,-7.0,35.0,1238.0,55.0,80.0,36.0,145,1314.0,9.0,1305,1323.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,8,28,5,WN,1889,N558WN,DEN,HOU,1600,1601.0,1.0,10.0,1611.0,145.0,132.0,114.0,883,1905.0,8.0,1925,1913.0,-12.0,0,0,,,,,,
2015,1,3,6,DL,1219,N750AT,MSP,LAX,1430,1427.0,-3.0,13.0,1440.0,240.0,245.0,196.0,1535,1556.0,36.0,1630,1632.0,2.0,0,0,,,,,,
2015,8,3,1,VX,97,N625VA,IAD,LAX,1720,1722.0,2.0,18.0,1740.0,330.0,330.0,306.0,2288,1946.0,6.0,1950,1952.0,2.0,0,0,,,,,,
2015,12,26,6,OO,6408,N593ML,SFO,EUG,1311,1308.0,-3.0,18.0,1326.0,105.0,99.0,77.0,451,1443.0,4.0,1456,1447.0,-9.0,0,0,,,,,,
2015,12,9,3,AS,117,N409AS,SEA,FAI,1955,1952.0,-3.0,14.0,2006.0,234.0,214.0,196.0,1533,2222.0,4.0,2249,2226.0,-23.0,0,0,,,,,,
2015,11,4,3,EV,4621,N16561,IAH,JAN,900,850.0,-10.0,12.0,902.0,79.0,71.0,56.0,351,958.0,3.0,1019,1001.0,-18.0,0,0,,,,,,
2015,6,16,2,WN,924,N7724A,OAK,LAS,1820,1827.0,7.0,13.0,1840.0,85.0,87.0,69.0,407,1949.0,5.0,1945,1954.0,9.0,0,0,,,,,,
2015,7,7,2,B6,2380,N298JB,EWR,BOS,1122,,,,,62.0,,,200,,,1224,,,0,1,A,,,,,
2015,3,31,2,WN,4749,N287WN,SDF,DEN,625,623.0,-2.0,9.0,632.0,185.0,162.0,148.0,1024,700.0,5.0,730,705.0,-25.0,0,0,,,,,,
2015,9,2,3,WN,1583,N7728D,TPA,SJU,1310,1314.0,4.0,8.0,1322.0,180.0,176.0,159.0,1237,1601.0,9.0,1610,1610.0,0.0,0,0,,,,,,
2015,1,24,6,DL,2125,N914DL,BWI,ATL,1245,1239.0,-6.0,11.0,1250.0,122.0,104.0,87.0,577,1417.0,6.0,1447,1423.0,-24.0,0,0,,,,,,
2015,6,19,5,EV,4279,N18557,DTW,EWR,600,,,,,98.0,,,488,,,738,,,0,1,B,,,,,
2015,6,22,1,DL,1733,N937DL,ATL,ECP,1100,1058.0,-2.0,27.0,1125.0,69.0,68.0,38.0,240,1103.0,3.0,1109,1106.0,-3.0,0,0,,,,,,
2015,6,8,1,F9,934,N927FR,MSP,TTN,2000,2113.0,73.0,11.0,2124.0,145.0,138.0,122.0,989,26.0,5.0,2325,31.0,66.0,0,0,,27.0,0.0,0.0,39.0,0.0
2015,9,21,1,B6,914,N267JB,FLL,HPN,750,746.0,-4.0,13.0,759.0,172.0,160.0,141.0,1097,1020.0,6.0,1042,1026.0,-16.0,0,0,,,,,,
2015,6,9,2,AA,1023,N854AA,PHX,DFW,1641,1634.0,-7.0,11.0,1645.0,144.0,130.0,109.0,868,2034.0,10.0,2105,2044.0,-21.0,0,0,,,,,,
2015,12,30,3,F9,1167,N208FR,MCO,CVG,825,921.0,56.0,14.0,935.0,131.0,126.0,102.0,757,1117.0,10.0,1036,1127.0,51.0,0,0,,0.0,0.0,51.0,0.0,0.0
2015,3,8,7,US,1721,N539UW,CLT,SMF,1810,1804.0,-6.0,19.0,1823.0,340.0,335.0,307.0,2244,2030.0,9.0,2050,2039.0,-11.0,0,0,,,,,,
2015,9,18,5,WN,1983,N646SW,CMH,STL,2005,2004.0,-1.0,9.0,2013.0,80.0,76.0,61.0,409,2014.0,6.0,2025,2020.0,-5.0,0,0,,,,,,
2015,9,18,5,WN,242,N8609A,BUF,MDW,1750,1941.0,111.0,13.0,1954.0,105.0,109.0,83.0,468,2017.0,13.0,1835,2030.0,115.0,0,0,,115.0,0.0,0.0,0.0,0.0
2015,6,1,1,OO,5311,N923SW,ORD,MKE,932,928.0,-4.0,19.0,947.0,48.0,43.0,17.0,67,1004.0,7.0,1020,1011.0,-9.0,0,0,,,,,,
2015,9,1,2,OO,2954,N906SW,TUS,PHX,1330,1325.0,-5.0,13.0,1338.0,46.0,54.0,27.0,110,1405.0,14.0,1416,1419.0,3.0,0,0,,,,,,
2015,9,14,1,UA,271,N848UA,DEN,JAC,1851,1845.0,-6.0,12.0,1857.0,85.0,80.0,64.0,406,2001.0,4.0,2016,2005.0,-11.0,0,0,,,,,,
2015,1,2,5,MQ,2791,N502MQ,DFW,MAF,2130,,,,,68.0,,,309,,,2238,,,0,1,B,,,,,
2015,11,23,1,WN,264,N425LV,MDW,DTW,1345,1343.0,-2.0,10.0,1353.0,70.0,60.0,42.0,228,1535.0,8.0,1555,1543.0,-12.0,0,0,,,,,,
2015,5,26,2,EV,5985,N17169,CVG,ORD,1446,1444.0,-2.0,12.0,1456.0,80.0,103.0,82.0,265,1518.0,9.0,1506,1527.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0
2015,1,26,1,WN,4210,N8612K,MDW,MHT,2110,,,,,120.0,,,838,,,10,,,0,1,B,,,,,
2015,5,6,3,DL,1619,N904DL,ATL,PVD,1452,1450.0,-2.0,8.0,1458.0,154.0,129.0,117.0,903,1655.0,4.0,1726,1659.0,-27.0,0,0,,,,,,
2015,11,9,1,EV,5063,N922EV,FAY,ATL,1300,1353.0,53.0,18.0,1411.0,89.0,104.0,70.0,331,1521.0,16.0,1429,1537.0,68.0,0,0,,15.0,0.0,8.0,45.0,0.0
2015,3,10,2,UA,1046,N14250,DEN,SFO,1444,1446.0,2.0,13.0,1459.0,158.0,153.0,135.0,967,1614.0,5.0,1622,1619.0,-3.0,0,0,,,,,,
2015,7,24,5,UA,1448,N14231,ATL,EWR,1806,1806.0,0.0,,,143.0,,,746,,,2029,,,0,1,A,,,,,
2015,8,21,5,UA,1938,N77530,IAH,PDX,902,859.0,-3.0,22.0,921.0,273.0,272.0,246.0,1825,1127.0,4.0,1135,1131.0,-4.0,0,0,,,,,,
2015,5,13,3,WN,692,N257WN,MDW,STL,1720,1715.0,-5.0,10.0,1725.0,65.0,59.0,47.0,251,1812.0,2.0,1825,1814.0,-11.0,0,0,,,,,,
2015,6,12,5,WN,2174,N723SW,JAX,LAS,1015,1302.0,167.0,13.0,1315.0,280.0,284.0,263.0,1965,1438.0,8.0,1155,1446.0,171.0,0,0,,4.0,0.0,0.0,167.0,0.0
2015,12,30,3,AS,42,N765AS,BET,ANC,825,,,,,69.0,,,399,,,934,,,0,1,B,,,,,
2015,3,31,2,AS,691,N320AS,GEG,SEA,1400,1349.0,-11.0,14.0,1403.0,60.0,65.0,41.0,224,1444.0,10.0,1500,1454.0,-6.0,0,0,,,,,,
2015,6,27,6,OO,4487,N810SK,LAX,BOI,1650,1734.0,44.0,19.0,1753.0,123.0,112.0,89.0,674,2022.0,4.0,1953,2026.0,33.0,0,0,,0.0,0.0,0.0,33.0,0.0
2015,11,11,3,EV,4234,N11181,ORD,GRB,2226,,,,,56.0,,,173,,,2322,,,0,1,C,,,,,
2015,5,11,1,WN,809,N7701B,RSW,STL,900,853.0,-7.0,9.0,902.0,155.0,143.0,130.0,979,1012.0,4.0,1035,1016.0,-19.0,0,0,,,,,,
2015,2,11,3,EV,4700,N15572,EWR,CLT,959,954.0,-5.0,21.0,1015.0,126.0,126.0,93.0,529,1148.0,12.0,1205,1200.0,-5.0,0,0,,,,,,
